date,week_label,theme,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-03-05,2025-03-05,패션/의류,1.6393530082845125,63,449,0.1154946968765414,True
2025-03-05,2025-03-05,슈퍼박테리아,0.9418472946054404,10,22,0.19367787843636503,True
2025-03-05,2025-03-05,유전자 치료제/분석,2.1498417660516376,42,308,0.19752105731427239,True
2025-03-05,2025-03-05,면역항암제,1.8440581479821332,33,188,0.1862105651253901,True
2025-03-05,2025-03-05,사료,0.791366898400601,22,58,0.10977104373262171,True
2025-03-05,2025-03-05,김밥(냉동김밥 등),1.6313506281127612,7,13,0.3334957257781924,True
2025-03-05,2025-03-05,홈쇼핑,0.35424868893540884,8,11,0.13226545255070138,True
2025-03-05,2025-03-05,음식료업종,3.8018623762027235,70,763,0.15437652029965712,True
2025-03-05,2025-03-05,환율하락 수혜,2.176071483606733,24,105,0.20683754517778247,True
2025-03-05,2025-03-05,음원/음반,0.0,17,45,0.18561223367329807,False
2025-03-05,2025-03-05,수산,1.8524885943891825,11,27,0.2621385582516309,True
2025-03-05,2025-03-05,엔터테인먼트,0.0,33,180,,False
2025-03-05,2025-03-05,메타버스(Metaverse),1.5557386161802906,54,351,0.12798381956551458,True
2025-03-05,2025-03-05,영상콘텐츠,0.0,37,167,,False
2025-03-05,2025-03-05,코로나19(진단/치료제/백신 개발 등),0.0,81,1263,,False
2025-03-05,2025-03-05,구제역/광우병 수혜,0.0,22,76,0.16344207061261207,False
2025-03-05,2025-03-05,미디어(방송/신문),0.27764949912046544,13,24,0.13232292896944217,True
2025-03-05,2025-03-05,영화,0.0,14,26,0.10500679246502782,False
2025-03-05,2025-03-05,마이크로바이옴,0.0,21,77,0.2025981746704849,False
2025-03-05,2025-03-05,코로나19(진단키트),0.0,46,408,,False
2025-03-05,2025-03-05,종합 물류,0.9060438884629215,18,65,0.2196716278036255,True
2025-03-05,2025-03-05,제약업체,4.94854839566735,95,2361,0.2665471181724069,True
2025-03-05,2025-03-05,화장품,4.458780167517502,100,1404,0.13947645049753343,True
2025-03-05,2025-03-05,수자원(양적/질적 개선),0.0,32,197,0.19664798223659674,False
2025-03-05,2025-03-05,스마트홈(홈네트워크),0.5297704223944588,27,90,0.10726803639507868,True
2025-03-05,2025-03-05,스마트그리드(지능형전력망),1.2311401736189993,22,92,0.1544482081563638,True
2025-03-05,2025-03-05,반도체 대표주(생산),1.0,6,10,0.33838036321698844,True
2025-03-05,2025-03-05,손해보험,0.0,10,11,0.14565398749097988,False
2025-03-05,2025-03-05,시스템반도체,1.5712573214753416,60,953,0.27550114147471905,True
2025-03-05,2025-03-05,SI(시스템통합),0.0,35,207,0.1661192971281535,False
2025-03-05,2025-03-05,클라우드 컴퓨팅,0.7749483729096893,37,203,0.12393794888980401,True
2025-03-05,2025-03-05,교육/온라인 교육,0.5863886708243652,30,124,0.11237259556457754,True
2025-03-05,2025-03-05,스마트카(SMART CAR),0.0,17,66,0.23322152009677496,False
2025-03-05,2025-03-05,기업인수목적회사(SPAC),0.0,72,486,,False
2025-03-05,2025-03-05,증권,1.6755121490684046,26,108,0.18325762951599114,True
2025-03-05,2025-03-05,태양광에너지,0.0,56,585,,False
2025-03-05,2025-03-05,풍력에너지,4.165517013209131,42,330,0.1937228603272785,True
2025-03-05,2025-03-05,4차산업 수혜주,0.0,46,344,0.16640032719349032,False
2025-03-05,2025-03-05,자율주행차,1.5600258063405017,61,712,0.2004643366486703,True
2025-03-05,2025-03-05,2차전지,0.0,158,6672,,False
2025-03-05,2025-03-05,2차전지(소재/부품),0.0,88,2206,,False
2025-03-05,2025-03-05,비철금속,0.284019051675317,26,107,0.19266109487434738,True
2025-03-05,2025-03-05,건설 대표주,2.8585110875184707,9,28,0.3973142426759794,True
2025-03-05,2025-03-05,GTX(수도권 광역급행철도),0.9753321189222371,29,190,0.24709491767532316,True
2025-03-05,2025-03-05,원자력발전,1.9749795144721258,57,860,0.276257696056749,True
2025-03-05,2025-03-05,두나무(Dunamu),0.9285137601613851,13,32,0.18414139132851262,True
2025-03-05,2025-03-05,마켓컬리(kurly),0.8275082548320908,12,25,0.19234114807765568,True
2025-03-05,2025-03-05,퓨리오사AI,0.43206432644256465,9,18,0.20775594709239623,True
2025-03-05,2025-03-05,창투사,1.7764671913617176,21,103,0.25083819630965604,True
2025-03-05,2025-03-05,일자리(취업),0.4427980834572261,9,23,0.3882601955553629,True
2025-03-05,2025-03-05,철강 중소형,1.830440306654623,41,307,0.1911431200749012,True
2025-03-05,2025-03-05,폐배터리,0.9707721721632981,25,140,0.2426938016887857,True
2025-03-05,2025-03-05,건강기능식품,0.9618695847497583,56,433,0.13859741529825892,True
2025-03-05,2025-03-05,메르스 코로나 바이러스,0.0,24,127,0.24117779847221313,False
2025-03-05,2025-03-05,마이코플라스마 폐렴,0.0,12,38,0.33130293689042484,False
2025-03-05,2025-03-05,비만치료제,1.5930875031654606,39,352,0.2296144042600869,True
2025-03-05,2025-03-05,수소차(연료전지/부품/충전소 등),1.6582720062180443,82,1343,0.199850688475725,True
2025-03-05,2025-03-05,LPG(액화석유가스),2.977481386555711,10,28,0.2536425511671087,True
2025-03-05,2025-03-05,셰일가스(Shale Gas),1.7098276262776098,14,37,0.21949556747514498,True
2025-03-05,2025-03-05,가상현실(VR),0.8759497110389346,34,142,0.13326489902648475,True
2025-03-05,2025-03-05,2차전지(LFP/리튬인산철),0.0,15,46,0.2263960352838676,False
2025-03-05,2025-03-05,페라이트,0.0,16,31,,False
2025-03-05,2025-03-05,희귀금속(희토류 등),0.900813729775237,17,46,0.17922056466981343,True
2025-03-05,2025-03-05,쿠팡(coupang),0.0,23,81,0.15021377894726382,False
2025-03-05,2025-03-05,리츠(REITs),0.7821031481542431,24,106,0.20333012546572088,True
2025-03-05,2025-03-05,NFT(대체불가토큰),0.0,22,92,,False
2025-03-05,2025-03-05,가상화폐(비트코인 등),0.7759086663623573,31,171,0.18323696986807594,True
2025-03-05,2025-03-05,광고,0.0,26,99,0.15970511503483675,False
2025-03-05,2025-03-05,코로나19(음압병실/음압구급차),1.4858630706647082,7,14,0.29097709289241225,True
2025-03-05,2025-03-05,카지노,1.5188056959079845,6,9,0.31683583508921737,True
2025-03-05,2025-03-05,국내 상장 중국기업,0.0,13,20,0.10873128516213362,False
2025-03-05,2025-03-05,인터넷은행,1.5163613129246196,34,186,0.1544264446640254,True
2025-03-05,2025-03-05,호텔/리조트,2.515098608510633,16,55,0.21650952481029676,True
2025-03-05,2025-03-05,자원개발,0.0,16,50,0.17155332431233486,False
2025-03-05,2025-03-05,콜드체인(저온 유통),0.0,14,29,0.14875671790091272,False
2025-03-05,2025-03-05,종합상사,0.8896656980406605,13,49,0.2774330660035314,True
2025-03-05,2025-03-05,UAM(도심항공모빌리티),0.6850609858428801,30,105,0.11594091874414171,True
2025-03-05,2025-03-05,모듈러주택,1.9119980136780164,11,32,0.321831476676125,True
2025-03-05,2025-03-05,윤활유,0.4002925638637641,8,11,0.10997271598179902,True
2025-03-05,2025-03-05,정유,1.9999999999999996,4,5,0.38097038275615064,True
2025-03-05,2025-03-05,LNG(액화천연가스),2.257697982760157,29,145,0.1884890878110671,True
2025-03-05,2025-03-05,유리 기판,1.9458705780831749,21,126,0.3048476663457278,True
2025-03-05,2025-03-05,2차전지(장비),0.0,52,577,0.24151349291929117,False
2025-03-05,2025-03-05,면세점,0.0,8,6,0.12217685688960292,False
2025-03-05,2025-03-05,철도,0.9807033733681783,47,420,0.20038517077703838,True
2025-03-05,2025-03-05,재난/안전(지진/화재 등),0.8004884660268164,25,97,0.16671844285356305,True
2025-03-05,2025-03-05,사물인터넷,0.8801079067891446,34,190,0.16942871122176575,True
2025-03-05,2025-03-05,방위산업/전쟁 및 테러,0.0,59,694,,False
2025-03-05,2025-03-05,조선,0.0,9,21,0.3861702288436754,False
2025-03-05,2025-03-05,전력저장장치(ESS),0.9151971118128497,53,650,0.238419455017793,True
2025-03-05,2025-03-05,건설기계,0.0,23,200,0.43696863857828266,False
2025-03-05,2025-03-05,우크라이나 재건,0.641396901756592,41,487,0.3415847934714128,True
2025-03-05,2025-03-05,전력설비,2.904993873770187,35,331,0.2743673625647861,True
2025-03-05,2025-03-05,조선기자재,2.4849822500008845,36,358,0.2968046108680607,True
2025-03-05,2025-03-05,엠폭스(원숭이두창),4.421330363978379,21,141,0.3406250209503266,True
2025-03-05,2025-03-05,건설 중소형,2.665184415973276,32,219,0.23341594757808673,True
2025-03-05,2025-03-05,줄기세포,0.2678226826303322,21,74,0.17712311732557776,True
2025-03-05,2025-03-05,고령화 사회(노인복지),0.0,43,301,,False
2025-03-05,2025-03-05,의료기기,0.0,89,1099,,False
2025-03-05,2025-03-05,치매,1.9007662626681872,55,639,0.21269072187332994,True
2025-03-05,2025-03-05,마리화나(대마),0.0,11,17,0.13280988043646175,False
2025-03-05,2025-03-05,리비안(RIVIAN),0.0,24,150,0.2712680239179073,False
2025-03-05,2025-03-05,전기차,0.0,115,2680,,False
2025-03-05,2025-03-05,자동차 대표주,2.1094046635077537,9,22,0.28605975446835896,True
2025-03-05,2025-03-05,해운,6.0,6,15,0.4801476834694899,True
2025-03-05,2025-03-05,온디바이스 AI,1.881052036558383,27,185,0.27888505417624426,True
2025-03-05,2025-03-05,타이어,1.9224341058780965,13,40,0.2500291185971635,True
2025-03-05,2025-03-05,도시가스,0.0,9,17,0.2570098290779483,False
2025-03-05,2025-03-05,겨울,0.0,22,97,0.20948927054201608,False
2025-03-05,2025-03-05,탈모 치료,0.0,22,86,0.17042218974839946,False
2025-03-05,2025-03-05,코로나19(치료제/백신 개발 등),0.9651882055434527,33,198,0.1918221708115703,True
2025-03-05,2025-03-05,황사/미세먼지,0.0,28,145,,False
2025-03-05,2025-03-05,마스크,2.89663255481758,24,137,0.2499804823452202,True
2025-03-05,2025-03-05,전선,3.7639320225002093,9,28,0.43319127618911074,True
2025-03-05,2025-03-05,카카오뱅크(kakao BANK),0.8393868673847915,11,24,0.2035512882197275,True
2025-03-05,2025-03-05,STO(토큰증권 발행),0.0,29,124,0.17122052124160253,False
2025-03-05,2025-03-05,리모델링/인테리어,0.7051746221391064,25,83,0.13948043714241212,True
2025-03-05,2025-03-05,전자결제(전자화폐),0.7025220355950419,15,38,0.14554827237839524,True
2025-03-05,2025-03-05,핀테크(FinTech),1.60347494053692,37,199,0.14589044244935767,True
2025-03-05,2025-03-05,모바일콘텐츠(스마트폰/태블릿PC),0.852106236000254,38,234,0.16922963861273538,True
2025-03-05,2025-03-05,애플페이,0.6398458195090726,10,15,0.10287861229043094,True
2025-03-05,2025-03-05,삼성페이,0.8504774536965012,28,103,0.1093603594008221,True
2025-03-05,2025-03-05,철강 주요종목,0.841459110872406,11,25,0.24379110701416928,True
2025-03-05,2025-03-05,농업,0.957777489278485,27,146,0.20369582396375552,True
2025-03-05,2025-03-05,비료,0.8204264279126071,12,30,0.22858684881772698,True
2025-03-05,2025-03-05,요소수,0.9999999999999997,5,6,0.07065826280822932,True
2025-03-05,2025-03-05,갤럭시 부품주,1.9305920231799432,41,355,0.20070000887816047,True
2025-03-05,2025-03-05,휴대폰부품,1.8962955726908692,51,470,0.17166787669041583,True
2025-03-05,2025-03-05,스마트폰,1.8948993248485313,70,728,0.13966074206870246,True
2025-03-05,2025-03-05,폴더블폰,0.9398958452643569,31,192,0.18396729628502487,True
2025-03-05,2025-03-05,석유화학,0.0,22,128,0.2669773969336709,False
2025-03-05,2025-03-05,양자암호/양자컴퓨팅,0.3806358889082359,28,197,0.2758959475731778,True
2025-03-05,2025-03-05,블록체인,1.5381163551949264,26,128,0.19647703575640785,True
2025-03-05,2025-03-05,드론(Drone),0.9245705922177859,30,159,0.1867948232368547,True
2025-03-05,2025-03-05,5G(5세대 이동통신),1.5520937377541797,59,421,0.10779606422633119,True
2025-03-05,2025-03-05,RFID(NFC 등),0.0,18,35,0.09390305340169791,False
2025-03-05,2025-03-05,통신,4.072353752900416e-17,5,3,0.24824178971224678,True
2025-03-05,2025-03-05,골프,0.0,15,20,0.10505039248321145,False
2025-03-05,2025-03-05,IT 대표주,0.9760198269536001,10,26,0.31776050201717687,True
2025-03-05,2025-03-05,2025 상반기 신규상장,0.0,7,4,0.07036044896074782,False
2025-03-05,2025-03-05,마이크로 LED,0.0,12,34,0.23411863180619483,False
2025-03-05,2025-03-05,스테이블코인,0.6045006452893269,22,99,0.22336434446366957,True
2025-03-05,2025-03-05,스마트팩토리(스마트공장),1.813994858081047,39,247,0.16712341601874509,True
2025-03-05,2025-03-05,리튬,0.0,25,211,,False
2025-03-05,2025-03-05,지능형로봇/인공지능(AI),0.9489279024701218,59,695,0.2131688889648562,True
2025-03-05,2025-03-05,아이폰,0.8678807279784213,26,166,0.2545156827713321,True
2025-03-05,2025-03-05,2차전지(전고체),0.9830693643994529,33,337,0.33001732136778017,True
2025-03-05,2025-03-05,2차전지(나트륨이온),0.0,12,41,0.34588173420072166,False
2025-03-05,2025-03-05,2차전지(생산),5.0,5,10,0.5523730317080162,True
2025-03-05,2025-03-05,전기차(충전소/충전기),1.899466184945825,35,206,0.16653522676157484,True
2025-03-05,2025-03-05,제습기,0.5053285861424285,9,11,0.12736233879206937,True
2025-03-05,2025-03-05,공기청정기,0.0,13,25,0.14185522796612035,False
2025-03-05,2025-03-05,무선충전기술,0.0,13,33,0.22034466525552318,False
2025-03-05,2025-03-05,니켈,0.0,16,39,0.1412868447818814,False
2025-03-05,2025-03-05,LED,0.0,45,345,,False
2025-03-05,2025-03-05,카메라모듈/부품,2.179420053273382,32,197,0.19399598615587674,True
2025-03-05,2025-03-05,바이오시밀러(복제 바이오의약품),0.0,24,129,0.23448945624679624,False
2025-03-05,2025-03-05,탄소나노튜브(CNT),1.0,6,9,0.22519823856691418,True
2025-03-05,2025-03-05,로봇(산업용/협동로봇 등),1.8217404436317164,55,861,0.31040473453195305,True
2025-03-05,2025-03-05,항공기부품,0.0,16,47,,False
2025-03-05,2025-03-05,전기차 화재 방지(배터리 열폭주 등),0.0,39,269,,False
2025-03-05,2025-03-05,고체산화물 연료전지(SOFC),0.633098953123267,15,60,0.2806946390870172,True
2025-03-05,2025-03-05,초전도체,0.0,18,62,0.22069502685687176,False
2025-03-05,2025-03-05,해저터널(지하화/지하도로 등),0.0,8,14,0.32371819513910677,False
2025-03-05,2025-03-05,네옴시티,1.065767652683889,29,149,0.20744546322059368,True
2025-03-05,2025-03-05,딥페이크(deepfake),1.695879722237535,15,49,0.23676389219867267,True
2025-03-05,2025-03-05,모바일솔루션(스마트폰),0.0,24,72,0.08867627759859441,False
2025-03-05,2025-03-05,"주류업(주정, 에탄올 등)",3.6911753228367417,13,51,0.305137502329304,True
2025-03-05,2025-03-05,AI 챗봇(챗GPT 등),0.0,30,223,,False
2025-03-05,2025-03-05,음성인식,0.0,14,23,,False
2025-03-05,2025-03-05,SNS(소셜네트워크서비스),0.0,11,15,0.061317564680767135,False
2025-03-05,2025-03-05,모바일게임(스마트폰),0.9640583112092114,41,305,0.19980073911031104,True
2025-03-05,2025-03-05,게임,0.7744749823039332,35,210,0.18049754231546877,True
2025-03-05,2025-03-05,마이데이터,0.0,12,32,0.22200602466175853,False
2025-03-05,2025-03-05,웹툰,0.9861130036286682,18,55,0.17351921781553806,True
2025-03-05,2025-03-05,재택근무/스마트워크,0.0,17,41,0.16249901932826974,False
2025-03-05,2025-03-05,화폐/금융자동화기기(디지털화폐 등),0.7188507195184526,13,35,0.21498098696554663,True
2025-03-05,2025-03-05,키오스크(KIOSK),0.9367832293797389,13,38,0.23432423409774286,True
2025-03-05,2025-03-05,日 수출 규제(국산화 등),0.0,23,102,0.2075465484768146,False
2025-03-05,2025-03-05,PCB(FPCB 등),0.9106562331732588,35,304,0.25963987320860904,True
2025-03-05,2025-03-05,밥솥,0.0,5,0,-0.020530462722583038,False
2025-03-05,2025-03-05,캐릭터상품,0.0,10,3,0.00011854394700443317,False
2025-03-05,2025-03-05,엔젤산업,0.37471378846624204,25,78,0.1377692440670185,True
2025-03-05,2025-03-05,출산장려정책,0.0,21,76,0.1496127956728499,False
2025-03-05,2025-03-05,야놀자(Yanolja),1.785680256622465,6,10,0.3055874133148471,True
2025-03-05,2025-03-05,"스포츠행사 수혜(올림픽, 월드컵 등)",0.43146523481503574,9,16,0.20460872588756931,True
2025-03-05,2025-03-05,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),0.0,18,64,0.22050962225429863,False
2025-03-05,2025-03-05,시멘트/레미콘,0.0,15,51,0.1895433430648842,False
2025-03-05,2025-03-05,보안주(정보),0.0,51,436,,False
2025-03-05,2025-03-05,아스콘(아스팔트 콘크리트),0.0,8,8,0.05981943220663399,False
2025-03-05,2025-03-05,공작기계,0.318790534683617,14,21,0.1008160715730406,True
2025-03-05,2025-03-05,3D 낸드(NAND),3.9287772260610323,21,163,0.38413069247843556,True
2025-03-05,2025-03-05,HBM(고대역폭메모리),0.0,35,373,,False
2025-03-05,2025-03-05,CXL(컴퓨트익스프레스링크),0.8320432705305099,15,73,0.3576516587284996,True
2025-03-05,2025-03-05,"백신/진단시약/방역(신종플루, AI 등)",4.353043127121273,47,491,0.23218887265716617,True
2025-03-05,2025-03-05,강관업체(Steel pipe),0.0,12,25,0.20343344756292453,False
2025-03-05,2025-03-05,조림사업,0.5933026268450831,12,21,0.13850161880409317,True
2025-03-05,2025-03-05,남-북-러 가스관사업,0.5389143612169478,18,67,0.23552853052807243,True
2025-03-05,2025-03-05,여행,0.0,9,15,0.24415627288330713,False
2025-03-05,2025-03-05,3D 프린터,1.49868356502602,10,20,0.1622158707772758,True
2025-03-05,2025-03-05,증강현실(AR),1.6169328726753758,23,84,0.17977351198266164,True
2025-03-05,2025-03-05,아프리카 돼지열병(ASF),0.2855674139808991,33,189,0.1807981653200168,True
2025-03-05,2025-03-05,제대혈,0.0,6,8,0.2386627506274208,False
2025-03-05,2025-03-05,지역화폐,0.0,5,1,0.09046520521683551,False
2025-03-05,2025-03-05,태풍 및 장마,0.0,11,23,0.190854259269354,False
2025-03-05,2025-03-05,남북경협,2.3405465967286614,28,209,0.2272104572774851,True
2025-03-05,2025-03-05,그래핀,0.0,13,32,0.1444291204843622,False
2025-03-05,2025-03-05,핵융합에너지,0.9423549125127286,9,22,0.3039465446492365,True
2025-03-05,2025-03-05,NI(네트워크통합),0.0,7,7,0.20408707811709106,False
2025-03-05,2025-03-05,백화점,0.0,7,4,0.07552171263083302,False
2025-03-05,2025-03-05,육계,0.0,9,12,0.12418277407330211,False
2025-03-05,2025-03-05,테마파크,0.0,6,4,0.1536578206669059,False
2025-03-05,2025-03-05,LED장비,5.388141290195955,12,52,0.3623977993910049,True
2025-03-05,2025-03-05,제지,0.0,14,27,0.15637454697957132,False
2025-03-05,2025-03-05,터치패널(스마트폰/태블릿PC 등),0.0,10,6,,False
2025-03-05,2025-03-05,원격진료/비대면진료(U-Healthcare),0.0,24,118,,False
2025-03-05,2025-03-05,치아 치료(임플란트 등),0.6985765517030641,14,28,0.182546220083506,True
2025-03-05,2025-03-05,mRNA(메신저 리보핵산),1.6317656487021874,16,62,0.2449167108123384,True
2025-03-05,2025-03-05,MLCC(적층세라믹콘덴서),1.8498774337921633,11,32,0.30199247150045455,True
2025-03-05,2025-03-05,뉴로모픽 반도체,0.0,7,10,0.2869045999846759,False
2025-03-05,2025-03-05,의료AI,0.0,29,210,0.2549663226190574,False
2025-03-05,2025-03-05,모더나(MODERNA),0.0,6,4,0.16413410189709396,False
2025-03-05,2025-03-05,DMZ 평화공원,0.0,19,47,0.13445555618540392,False
2025-03-05,2025-03-05,전자파,0.9372490017477004,13,34,0.19790021962111298,True
2025-03-05,2025-03-05,골판지 제조,0.0,12,11,0.02700975483632122,False
2025-03-05,2025-03-05,"구충제(펜벤다졸, 이버멕틴 등)",1.6417682914406033,11,28,0.2595810313194253,True
2025-03-05,2025-03-05,토스(toss),0.4330490338002861,7,8,0.1871638345233903,True
2025-03-05,2025-03-05,보톡스(보툴리눔톡신),0.41109101088263067,14,43,0.1910728175737071,True
2025-03-05,2025-03-05,미용기기,1.4973601701492851,19,75,0.20895078477860882,True
2025-03-05,2025-03-05,원자력발전소 해체,0.8087891918753314,16,59,0.26825387492986486,True
2025-03-05,2025-03-05,화이자(PFIZER),0.0,6,6,0.21584211806694506,False
2025-03-05,2025-03-05,화학섬유,0.0,10,12,0.149472246759647,False
2025-03-05,2025-03-05,생명보험,0.6674202299635068,7,9,0.20982963585544723,True
2025-03-05,2025-03-05,바이오인식(생체인식),0.5818004681757964,20,59,0.15550265610758846,True
2025-03-05,2025-03-05,탈 플라스틱(친환경/생분해성 등),0.414139655593527,8,9,0.17048851458592565,True
2025-03-05,2025-03-05,피팅(관이음쇠)/밸브,1.6692130494945048,9,21,0.34858811755500224,True
2025-03-05,2025-03-05,렌터카,0.0,4,0,-0.04942958760434352,False
2025-03-05,2025-03-05,낙태/피임,0.0,4,2,0.2546602189966786,False
2025-03-05,2025-03-05,보안주(물리),0.0,20,37,0.10914644254105017,False
2025-03-05,2025-03-05,CCTV＆DVR,0.0,9,5,0.121054618737,False
2025-03-05,2025-03-05,자전거,0.0,4,2,0.21077498479135695,False
2025-03-05,2025-03-05,전기자전거,0.0,6,5,0.1805983343939889,False
2025-03-05,2025-03-05,4대강 복원,0.0,7,11,0.2460213811539267,False
2025-03-05,2025-03-05,폐기물처리,0.0,5,3,0.17576260683806488,False
2025-03-05,2025-03-05,유심(USIM),0.0,6,5,0.11389518694289039,False
2025-03-12,2025-03-12,반도체 재료/부품,0.0,68,1402,,False
2025-03-12,2025-03-12,냉각시스템(액침냉각 등),1.29941087085557,13,47,0.3205766925929082,True
2025-03-12,2025-03-12,여름,0.9081392567723368,30,148,0.15945587912716688,True
2025-03-12,2025-03-12,밸류업(24년 기업가치 제고계획 발표),3.9395827406016153,101,1748,0.17230726108125746,True
2025-03-12,2025-03-12,지주사,7.833665706100733,155,4327,0.17629438027496985,True
2025-03-12,2025-03-12,항공/저가 항공사(LCC),0.8688612552834276,10,25,0.2914731936329228,True
2025-03-12,2025-03-12,페인트,1.8250721540164514,8,17,0.28354021349354824,True
2025-03-12,2025-03-12,OLED(유기 발광 다이오드),0.0,88,1502,,False
2025-03-12,2025-03-12,맥신(MXene),0.0,11,12,,False
2025-03-12,2025-03-12,반도체 장비,2.8392837311093486,97,2518,0.2682132408295055,True
2025-03-12,2025-03-12,플렉서블 디스플레이,0.49502162393379356,27,136,0.197462626848566,True
2025-03-12,2025-03-12,통신장비,0.0,48,258,,False
2025-03-12,2025-03-12,우주항공산업(누리호/인공위성 등),2.5641151366248014,30,198,0.23956716659390923,True
2025-03-12,2025-03-12,밸류업(25년 기업가치 제고계획 발표),3.6935935037681027,79,851,0.1417200527201807,True
2025-03-12,2025-03-12,코리아 밸류업 지수(Korea Value-up Index),3.826889763104415,118,2000,0.14452776612406235,True
2025-03-12,2025-03-12,소매유통,0.772911703674091,24,77,0.1274982966319964,True
2025-03-12,2025-03-12,편의점,3.585786437626904,7,18,0.3415589607019911,True
2025-03-12,2025-03-12,자동차부품,7.628787497993427,158,3908,0.1503696001492159,True
2025-03-12,2025-03-12,은행,0.9089343275377973,11,38,0.3184702225402706,True
2025-03-12,2025-03-12,日제품 불매운동(수혜),0.5866394861247464,21,63,0.16448232164272283,True
2025-03-12,2025-03-12,패션/의류,0.9227684714601518,63,367,0.10095446363430566,True
2025-03-12,2025-03-12,슈퍼박테리아,0.9260182787880185,10,19,0.13632563303546016,True
2025-03-12,2025-03-12,유전자 치료제/분석,1.6052859779316906,42,255,0.1600307633143655,True
2025-03-12,2025-03-12,면역항암제,0.0,33,135,0.14388276082880683,False
2025-03-12,2025-03-12,사료,0.0,22,59,0.11215285930477172,False
2025-03-12,2025-03-12,김밥(냉동김밥 등),0.948625758268962,7,14,0.3235008370516458,True
2025-03-12,2025-03-12,홈쇼핑,0.33976974991148795,8,11,0.14538969165042803,True
2025-03-12,2025-03-12,음식료업종,3.383726207849912,70,731,0.1478113179950768,True
2025-03-12,2025-03-12,환율하락 수혜,1.6357670060754848,24,109,0.20377853835934026,True
2025-03-12,2025-03-12,음원/음반,0.0,17,40,0.18067907700067015,False
2025-03-12,2025-03-12,수산,1.6069885236948704,11,29,0.2712613821356692,True
2025-03-12,2025-03-12,엔터테인먼트,0.0,33,166,,False
2025-03-12,2025-03-12,메타버스(Metaverse),1.3175108655080336,54,288,0.11040586966979372,True
2025-03-12,2025-03-12,영상콘텐츠,0.0,37,173,,False
2025-03-12,2025-03-12,코로나19(진단/치료제/백신 개발 등),0.0,81,966,,False
2025-03-12,2025-03-12,구제역/광우병 수혜,0.0,22,71,0.15732956881909585,False
2025-03-12,2025-03-12,미디어(방송/신문),0.5194360754856964,13,28,0.15966761097766954,True
2025-03-12,2025-03-12,영화,0.0,14,24,0.11755650066323368,False
2025-03-12,2025-03-12,마이크로바이옴,0.0,21,55,0.13387467265265038,False
2025-03-12,2025-03-12,코로나19(진단키트),0.0,46,301,,False
2025-03-12,2025-03-12,종합 물류,0.9294824561908239,18,70,0.2373740507225772,True
2025-03-12,2025-03-12,제약업체,1.9851207910825814,95,2206,0.2371383347825538,True
2025-03-12,2025-03-12,화장품,1.8693286901053645,100,1255,0.12406314742448907,True
2025-03-12,2025-03-12,수자원(양적/질적 개선),0.0,32,178,0.18530805096049155,False
2025-03-12,2025-03-12,스마트홈(홈네트워크),0.8236004702484512,27,82,0.10046863731130284,True
2025-03-12,2025-03-12,스마트그리드(지능형전력망),0.3857683363168033,22,74,0.148397613857404,True
2025-03-12,2025-03-12,반도체 대표주(생산),0.9999999999999998,6,10,0.32299163430972194,True
2025-03-12,2025-03-12,손해보험,0.7575427728152598,10,20,0.1913283838365531,True
2025-03-12,2025-03-12,시스템반도체,3.3170733580102536,60,878,0.2601923525072608,True
2025-03-12,2025-03-12,SI(시스템통합),0.0,35,174,0.153441460358462,False
2025-03-12,2025-03-12,클라우드 컴퓨팅,0.7760470171926019,37,199,0.12799467759529418,True
2025-03-12,2025-03-12,교육/온라인 교육,0.7952866008215964,30,114,0.1127325611150969,True
2025-03-12,2025-03-12,스마트카(SMART CAR),0.0,17,59,0.20656084163789756,False
2025-03-12,2025-03-12,기업인수목적회사(SPAC),0.0,72,429,,False
2025-03-12,2025-03-12,증권,2.7885137210489543,26,126,0.19610940740508587,True
2025-03-12,2025-03-12,태양광에너지,0.0,56,540,,False
2025-03-12,2025-03-12,풍력에너지,1.7508490380412411,42,322,0.1894367940457099,True
2025-03-12,2025-03-12,4차산업 수혜주,0.9735963143289199,46,312,0.14310467832838208,True
2025-03-12,2025-03-12,자율주행차,0.9555821323934004,61,653,0.18169151862657107,True
2025-03-12,2025-03-12,2차전지,0.0,158,6273,,False
2025-03-12,2025-03-12,2차전지(소재/부품),0.0,88,2088,,False
2025-03-12,2025-03-12,비철금속,0.0,26,103,0.17929323319045176,False
2025-03-12,2025-03-12,건설 대표주,1.8426323986131112,9,26,0.39203519617246285,True
2025-03-12,2025-03-12,GTX(수도권 광역급행철도),0.9769040700607055,29,185,0.2393671701710245,True
2025-03-12,2025-03-12,원자력발전,7.676340660197415,57,893,0.27868609090588276,True
2025-03-12,2025-03-12,두나무(Dunamu),1.2076023840532744,13,31,0.16748817706894856,True
2025-03-12,2025-03-12,마켓컬리(kurly),0.0,12,23,0.18620793577803452,False
2025-03-12,2025-03-12,퓨리오사AI,0.0,9,15,0.21607642047127404,False
2025-03-12,2025-03-12,창투사,1.7782751934746108,21,99,0.2453962445046869,True
2025-03-12,2025-03-12,일자리(취업),3.6815540075199466e-16,9,22,0.37263336294889954,True
2025-03-12,2025-03-12,철강 중소형,0.0,41,314,0.19240892517926614,False
