Theme,Tier,Bull_Pct,Bear_Pct,Trend,Fiedler,Fiedler_Change,Stocks,Status
수소차(연료전지/부품/충전소 등),2,58.22784810126582,31.645569620253166,-0.01949367088607599,4.192317094624278,1.6244926537512665,79,WATCHLIST
셰일가스(Shale Gas),2,57.142857142857146,35.714285714285715,-0.014285714285714318,1.129333002002464,0.3793204325788953,14,WATCHLIST
전기차,2,53.7037037037037,31.48148148148148,-0.0033333333333333713,4.953369780474231,0.5936345089955228,108,WATCHLIST
카지노,2,50.0,33.333333333333336,-0.08666666666666673,0.7709174933011232,0.3065131403047764,6,WATCHLIST
밸류업(25년 기업가치 제고계획 발표),2,48.97959183673469,40.816326530612244,-0.06714285714285718,5.523046329801894,0.5908753151449178,98,WATCHLIST
풍력에너지,2,48.717948717948715,41.02564102564103,-0.08256410256410263,2.383312015754081,0.5032993840763205,39,WATCHLIST
스마트그리드(지능형전력망),2,47.61904761904762,38.095238095238095,-0.02476190476190479,1.1158310609783992,0.1941995981038039,21,WATCHLIST
온디바이스 AI,2,45.833333333333336,29.166666666666668,-0.0050000000000000044,2.131479783707455,0.232732541632642,24,WATCHLIST
리비안(RIVIAN),2,45.45454545454545,40.90909090909091,-0.05727272727272728,1.4318079849377732,0.3444132619435245,22,WATCHLIST
통신장비,2,45.45454545454545,36.36363636363637,-0.08000000000000006,2.6000751722801194,0.5638295284278416,44,WATCHLIST
LNG(액화천연가스),2,44.827586206896555,41.37931034482759,-0.06827586206896553,1.6868420550590817,0.4068885470109404,29,WATCHLIST
퓨리오사AI,2,44.44444444444444,55.55555555555556,-0.18222222222222223,1.014130382801702,0.2039607255246364,9,WATCHLIST
블록체인,2,44.0,48.0,-0.14640000000000003,1.4052423536395953,0.2631911159257116,25,WATCHLIST
니켈,2,43.75,50.0,-0.19250000000000003,0.7040676946188965,0.1778404870127665,16,WATCHLIST
편의점,2,42.857142857142854,42.857142857142854,0.008571428571428563,0.9166548122629304,0.0103921107481583,7,WATCHLIST
스테이블코인,2,40.0,40.0,-0.06600000000000002,3.504213736591017,2.2892941828198774,20,WATCHLIST
