theme,n_stocks,current_fiedler,historical_fiedler,fiedler_change,pct_change,current_date
블록체인,25,1.4052423536395953,1.1420512377138836,0.26319111592571165,23.045473550955382,2026-01-27
웹툰,18,1.0355071689597246,0.7810332172595047,0.2544739517002199,32.581706651750366,2026-01-20
온디바이스 AI,28,2.131479783707455,1.898747242074813,0.232732541632642,12.257162853246797,2026-01-28
보안주(물리),20,0.709089194048256,0.48351436306185375,0.22557483098640224,46.65318100541007,2026-01-27
퓨리오사AI,10,1.014130382801702,0.8101696572770657,0.2039607255246364,25.175063481164777,2026-01-27
정유,4,1.292509737354974,1.096242452766836,0.19626728458813814,17.90363838699859,2026-01-20
스마트그리드(지능형전력망),22,1.1158310609783992,0.9216314628745953,0.19419959810380394,21.07128564145258,2026-01-20
전기차 화재 방지(배터리 열폭주 등),39,1.5045989357233047,1.324081062574814,0.18051787314849066,13.633445734618,2026-01-27
니켈,16,0.7040676946188965,0.52622720760613,0.17784048701276656,33.795380482469554,2026-01-20
국내 상장 중국기업,13,0.6431571007878287,0.47610421440643763,0.1670528863813911,35.08746222497884,2026-01-20
리모델링/인테리어,25,1.0522108262046745,0.8946728101794569,0.15753801602521766,17.608450176731992,2026-01-27
고령화 사회(노인복지),44,1.9126557244855045,1.761357513759345,0.15129821072615957,8.589863758166674,2026-01-28
초전도체,18,0.8927136669333503,0.7504418962181534,0.14227177071519692,18.958399235460398,2026-01-20
스페이스X(SpaceX),16,0.565898174344668,0.4280349522026465,0.13786322214202157,32.20840294293359,2026-01-27
철강 중소형,43,1.92785952391373,1.790151818090707,0.13770770582302294,7.692515485636051,2026-01-20
영상콘텐츠,38,1.5658220758639714,1.4326729694353384,0.13314910642863298,9.293754350730246,2026-01-20
줄기세포,22,0.7707049279470606,0.6574494728251428,0.11325545512191781,17.226488088163634,2026-01-20
엔터테인먼트,33,1.287856990004509,1.1841797213022145,0.10367726870229443,8.755197107098152,2026-01-27
황사/미세먼지,28,1.316910000866928,1.2299631270999676,0.08694687376696053,7.069063441923309,2026-01-20
사료,20,0.8610258776395775,0.7786085004711031,0.08241737716847441,10.585214150450085,2026-01-20
2차전지(소재/부품),89,2.5045622272738233,2.4323929060747482,0.07216932119907504,2.9670091957116265,2026-01-28
기업인수목적회사(SPAC),62,3.122953731300023,3.051277330705306,0.07167640059471703,2.3490621410722095,2026-01-20
자원개발,16,0.5696297586192824,0.5042580715189807,0.06537168710030172,12.963934697838758,2026-01-20
가상화폐(비트코인 등),31,1.3512792927983603,1.2873419357572826,0.06393735704107772,4.966618057343591,2026-01-27
게임,35,1.4527394332194294,1.3896146228780597,0.06312481034136974,4.542612700104626,2026-01-27
치아 치료(임플란트 등),16,0.5031277825213509,0.45386336132174127,0.049264421199609665,10.854460923248304,2026-01-20
코로나19(치료제/백신 개발 등),33,1.3111195898407584,1.2630300966445758,0.04808949319618261,3.8074700930674084,2026-01-20
엠폭스(원숭이두창),22,0.8115792481588652,0.7661162286735148,0.045463019485350364,5.934219611046082,2026-01-20
탈모 치료,29,0.9936088079772988,0.9500918346073306,0.04351697336996818,4.580291271312061,2026-01-20
김밥(냉동김밥 등),7,0.5488806897792958,0.5059640878490214,0.04291660193027447,8.482143883516233,2026-01-27
삼성페이,28,1.2330097918186729,1.195987141360602,0.03702265045807085,3.095572617607947,2026-01-21
여름,30,1.3747004242540184,1.3399476176920333,0.034752806561985095,2.593594413925254,2026-01-27
LED,44,1.8215231826688274,1.7942895794980134,0.027233603170814025,1.5177930854635595,2026-01-28
편의점,7,0.9166548122629304,0.9062627015147721,0.010392110748158379,1.1466995972347194,2026-01-20
