theme,n_stocks,current_fiedler,fiedler_change,pct_change
지주사,157,8.806580126082977,0.7006910945603568,8.644222636597556
자동차부품,162,8.371467251553167,0.6119705090854746,7.886729376870057
2차전지,162,7.510385177355364,2.873205098647867,61.96017945994249
밸류업(25년 기업가치 제고계획 발표),99,5.523046329801894,0.5908753151449178,11.98002488942513
전기차,116,5.401178371742347,1.0262778137277913,23.458311797458155
스테이블코인,24,4.811138111761614,3.601292665901517,297.6655140724447
코리아 밸류업 지수(Korea Value-up Index),118,4.609038799604945,-1.6542055568544871,-26.411320758202027
음식료업종,74,4.359904248400194,1.03672451489674,31.19676328200809
화장품,104,4.299606136584889,0.516601617538154,13.655855152621665
코로나19(진단/치료제/백신 개발 등),83,4.244604036517744,0.8353411478900834,24.502104272350067
수소차(연료전지/부품/충전소 등),85,4.192317094624278,1.6110899317970655,62.4156585285753
의료기기,94,4.085264680254366,0.8052170668901804,24.54894446072715
밸류업(24년 기업가치 제고계획 발표),102,4.0172720374048705,-1.0820986966546116,-21.22023977247051
OLED(유기 발광 다이오드),89,3.858250703453857,-0.11803559047558121,-2.96848822620708
제약업체,99,3.8090817759868494,-0.5004525755696192,-11.6126832911512
은행,11,3.7282596058483297,2.412807684240811,183.42043860427017
방위산업/전쟁 및 테러,61,3.629126877233988,0.8561715117602309,30.87577688485277
자율주행차,64,3.595832744003878,1.0586935184888864,41.727844804180634
"백신/진단시약/방역(신종플루, AI 등)",49,3.56521621012688,1.6141942424062223,82.73583122654715
반도체 장비,100,3.5616210335139664,-1.05019689763283,-22.771863792369686
증권,26,3.5176866074588005,0.69529481832845,24.63495043481145
반도체 재료/부품,71,3.510019149979165,0.9505726198244164,37.13977254945596
원자력발전,60,3.3851510971722787,0.7503077730960257,28.47637148820131
철도,47,3.318910804085983,1.1715857004303953,54.56023861668166
건설 대표주,9,3.154170431143081,1.8675080767767984,145.1436012283579
지역화폐,5,3.052414925720335,2.0206524962694408,195.8447447388481
건강기능식품,57,3.0452491226137064,0.6618513578991974,27.76923632713384
풍력에너지,41,3.003502374484349,1.123489742806588,59.75969117845571
기업인수목적회사(SPAC),62,2.8780075183650515,-0.17326981234025451,-5.678599273708202
로봇(산업용/협동로봇 등),67,2.840668532719016,0.31132955154836717,12.308731801708728
스마트폰,70,2.779111450516428,-0.25233778181785205,-8.323998275357777
마이데이터,12,2.7633518946450693,2.373786648945128,609.3425106955032
통신장비,49,2.6000751722801194,0.5638295284278416,27.68966161475287
조선기자재,41,2.5290731246530886,0.7619934150416705,43.12162099406559
2차전지(소재/부품),89,2.504562227273824,0.07216932119907637,2.9670091957116815
콜드체인(저온 유통),15,2.419559665562062,1.849816767531686,324.67570441449584
패션/의류,64,2.3959118745099066,-0.4225684868785491,-14.992777408261984
종합 물류,19,2.3924120958862303,1.6330780614154516,215.0671492755666
지능형로봇/인공지능(AI),66,2.3216618035728773,-0.5029469950657077,-17.80589918533568
화이자(PFIZER),5,2.2985450039273165,2.022519445243233,732.7290468626657
전력설비,37,2.2932158505543754,0.5252857411660321,29.71190650448094
치매,59,2.274851156387189,0.011290840838669158,0.4988089233192398
메타버스(Metaverse),54,2.210314580093069,-0.32316498095291957,-12.755776123944557
코로나19(치료제/백신 개발 등),33,2.181388304840847,0.9183582081962709,72.71071454560139
유전자 치료제/분석,46,2.176723784540734,0.27407643502089885,14.405004431854731
온디바이스 AI,28,2.131479783707455,0.232732541632642,12.257162853246797
모바일게임(스마트폰),40,2.111104743138978,0.5271142511773665,33.277614597584424
면역항암제,37,2.110600316409069,0.45573031253937524,27.538737875102605
석유화학,22,2.0158692477835585,0.5098499307009188,33.85414283321187
해저터널(지하화/지하도로 등),9,1.9504125105246009,1.299565012169086,199.67273677054524
휴대폰부품,51,1.9492503091828723,-0.42508209221867377,-17.90322584856913
GTX(수도권 광역급행철도),29,1.9456157852889369,0.5003629262521447,34.62113381222565
리튬,26,1.9414406263642012,0.4005279543501936,25.992904181045805
비만치료제,40,1.9386413192896512,0.31216430859489663,19.192666514330547
엠폭스(원숭이두창),22,1.9313333338599243,1.16521710518641,152.0940376375939
3D 낸드(NAND),21,1.9289682203393264,-0.2691997293445121,-12.246549649822297
드론(Drone),31,1.9174369438731844,0.2510645492168053,15.066533148406908
고령화 사회(노인복지),44,1.9126557244855045,0.15129821072615957,8.589863758166674
시스템반도체,62,1.9059163390261864,-0.6586247360876085,-25.681972594585318
바이오시밀러(복제 바이오의약품),24,1.901237150285343,0.8357451377111795,78.43748501615423
아이폰,26,1.8961070937722329,0.39449121964518596,26.271114100636456
마이크로바이옴,24,1.885364742203212,1.01568223062617,116.7877032256724
영상콘텐츠,38,1.8331541266751807,0.400481157239843,27.953424527698424
LED,44,1.821523182668828,0.027233603170814913,1.5177930854636092
