theme,n_stocks,current_fiedler,historical_fiedler,fiedler_change,pct_change,current_date
코로나19(진단/치료제/백신 개발 등),83,6.0155908694014375,2.1858663700270538,3.8297244993743838,175.20396268903596,2026-02-10
폴더블폰,32,4.394547973973748,1.3693290805265044,3.025218893447244,220.92709024218294,2026-02-11
HBM(고대역폭메모리),35,3.825482681190912,1.0204987636718539,2.804983917519058,274.8640191808222,2026-02-11
수소차(연료전지/부품/충전소 등),85,4.761524710389879,2.1715839525462006,2.5899407578436784,119.26505327168913,2026-02-09
마이데이터,12,2.7633518946450693,0.3932736190706547,2.3700782755744143,602.6537658882761,2026-02-03
전기차,116,6.268145904485645,3.9501936131936555,2.3179522912919897,58.679460256075146,2026-02-12
NI(네트워크통합),7,2.4312331948819264,0.37975022514931817,2.051482969732608,540.2190265788422,2026-02-10
화이자(PFIZER),5,2.2985450039273165,0.27068827766916,2.0278567262581566,749.1483353913977,2026-02-03
지역화폐,5,3.052414925720335,1.0435517344638174,2.008863191256517,192.5025013051875,2026-02-03
스테이블코인,24,3.171960130335249,1.201926534461295,1.970033595873954,163.90632367201425,2026-02-06
건설 대표주,9,3.154170431143081,1.2720497567952518,1.8821206743478291,147.95967408457074,2026-02-03
콜드체인(저온 유통),15,2.419559665562062,0.5697429820857977,1.8498166834762642,324.67564176116525,2026-02-03
코로나19(진단키트),47,2.954338452187229,1.1592196839423237,1.7951187682449052,154.8557873120295,2026-02-10
종합 물류,19,2.3924120958862303,0.7423545670786447,1.6500575288075856,222.273506755806,2026-02-03
"백신/진단시약/방역(신종플루, AI 등)",49,3.56521621012688,1.9537972280145621,1.6114189821123177,82.47626514189666,2026-02-03
의료기기,94,4.751974651748553,3.310820392991306,1.4411542587572468,43.52861489581357,2026-02-12
2차전지,162,6.0860040443955095,4.664670781525683,1.421333262869826,30.470173125592964,2026-02-09
OLED(유기 발광 다이오드),89,4.079930583259904,2.6621740990105094,1.417756484249395,53.25558853481274,2026-02-11
석유화학,22,2.780766008264218,1.4628619257290905,1.3179040825351276,90.09080483643623,2026-02-10
2차전지(소재/부품),89,3.5043014183922643,2.2136806301160483,1.290620788276216,58.3020319515809,2026-02-11
탄소나노튜브(CNT),6,1.8718059204070936,0.6390878919155764,1.2327180284915173,192.88708862823515,2026-02-10
통신,5,1.5165028485838483,0.32780351380662975,1.1886993347772186,362.6255621769901,2026-02-03
철도,47,3.318910804085983,2.1333596671781554,1.1855511369078275,55.57202356206461,2026-02-03
원자력발전소 해체,17,2.2268802289119938,1.061942348413616,1.1649378804983779,109.69878753198061,2026-02-09
엠폭스(원숭이두창),22,1.9313333338599243,0.7718016277111269,1.1595317061487975,150.23701227315783,2026-02-03
풍력에너지,41,3.003502374484349,1.882545190937253,1.120957183547096,59.544768908788356,2026-02-03
엔터테인먼트,33,2.075453130665585,0.98314654618747,1.092306584478115,111.10312991628311,2026-02-10
마이크로바이옴,24,1.885364742203212,0.8788368202848464,1.0065279219183656,114.52955755678651,2026-02-03
반도체 재료/부품,71,3.510019149979165,2.533097919717829,0.9769212302613357,38.566263967014685,2026-02-03
원자력발전,60,3.523654871820188,2.567238014611951,0.9564168572082372,37.25470142482304,2026-02-09
테마파크,6,1.1829236349437515,0.24806269577657902,0.9348609391671725,376.8647826068808,2026-02-03
코로나19(치료제/백신 개발 등),33,2.181388304840847,1.2517403898777917,0.9296479149630552,74.26842838025043,2026-02-03
게임,35,2.2766243399155197,1.367215230508663,0.9094091094068568,66.51543144882298,2026-02-10
2차전지(전고체),33,2.855861055762301,1.9487061619337056,0.9071548938285954,46.551651118525925,2026-02-10
애플페이,10,1.2085515079042235,0.3335354504785173,0.8750160574257062,262.34574350952397,2026-02-03
항공기부품,16,1.406377417021044,0.5557497387336965,0.8506276782873474,153.0594832532976,2026-02-10
바이오시밀러(복제 바이오의약품),24,1.901237150285343,1.0568818121326342,0.8443553381527087,79.8911787921605,2026-02-03
낙태/피임,4,1.1875018106366275,0.3957208553609492,0.7917809552756783,200.08572824737035,2026-02-03
3D 낸드(NAND),21,2.8702047673912787,2.1046288879951653,0.7655758793961134,36.37581351101706,2026-02-11
조선기자재,41,2.5290731246530886,1.767367696952919,0.7617054277001696,43.09829974902278,2026-02-03
피팅(관이음쇠)/밸브,9,1.789509958737855,1.0341632047619382,0.7553467539759167,73.0394149103183,2026-02-03
리모델링/인테리어,25,1.625961562774869,0.8707978842744214,0.7551636785004475,86.72089036248357,2026-02-10
AI 챗봇(챗GPT 등),30,1.529425509828263,0.7773938345236154,0.7520316753046475,96.73754047271166,2026-02-10
폐기물처리,5,1.2737226704696003,0.5356681355948237,0.7380545348747766,137.78204933829343,2026-02-03
전기차 화재 방지(배터리 열폭주 등),39,1.7304092288578716,0.9932303566543668,0.7371788722035049,74.22033239969073,2026-02-10
4차산업 수혜주,45,2.638752415865927,1.908199750181736,0.7305526656841907,38.2849156968296,2026-02-11
"스포츠행사 수혜(올림픽, 월드컵 등)",9,1.4867934085133008,0.7876463710881854,0.6991470374251154,88.76407777505503,2026-02-03
퓨리오사AI,10,1.504649811714616,0.806518907215694,0.6981309044989221,86.56100907901163,2026-02-10
휴대폰부품,51,3.03431724373989,2.3722922180515904,0.6620250256882998,27.906554709016152,2026-02-10
스마트폰,70,3.678046419832115,3.0386157390305777,0.6394306808015373,21.043486104154045,2026-02-11
음식료업종,74,3.922280443006773,3.3170398043587546,0.6052406386480182,18.246408675973743,2026-02-09
모듈러주택,12,1.34923762455893,0.7629780231654677,0.5862596013934622,76.83833394848905,2026-02-03
육계,9,1.1279773367623656,0.5512750107045695,0.576702326057796,104.61245564545516,2026-02-03
고체산화물 연료전지(SOFC),15,1.4726025744284212,0.9011865942225629,0.5714159802058584,63.407066180207494,2026-02-03
리츠(REITs),25,1.6884273586555616,1.1542051254281491,0.5342222332274125,46.2848605900311,2026-02-10
가상현실(VR),34,1.9208615041466133,1.3919459909878378,0.5289155131587755,37.99827842339013,2026-02-11
GTX(수도권 광역급행철도),29,1.9456157852889369,1.4431277569685395,0.5024880283203974,34.81937242867069,2026-02-03
화장품,104,4.193739144842279,3.6975646290841886,0.4961745157580908,13.418954515501818,2026-02-10
키오스크(KIOSK),13,0.960077547253359,0.4737548031259472,0.48632274412741183,102.65283664008014,2026-02-10
보안주(정보),53,1.7156366034370245,1.2376828407538831,0.4779537626831414,38.616820638154415,2026-02-10
스페이스X(SpaceX),16,0.8898636824866487,0.42141452460135487,0.46844915788529384,111.16113245703438,2026-02-10
제지,15,0.6821024988652817,0.21513963861086197,0.4669628602544198,217.05105728984142,2026-02-03
메르스 코로나 바이러스,25,1.3275401223594907,0.8765454225555197,0.450994699803971,51.45137812586151,2026-02-10
전력저장장치(ESS),53,2.733541565175703,2.2926510667154516,0.4408904984602513,19.23059748869197,2026-02-10
리튬,26,1.9414406263642008,1.5026098661243419,0.4388307602398589,29.204570669546325,2026-02-03
원격진료/비대면진료(U-Healthcare),24,1.0253524837305152,0.5894255632623469,0.4359269204681684,73.95792575663063,2026-02-10
미용기기,20,1.1041386951327308,0.6767858981343929,0.42735279699833784,63.14445944816009,2026-02-12
면역항암제,37,2.110600316409069,1.6833315045500619,0.4272688118590071,25.382333230507196,2026-02-03
비료,10,0.9796680029217344,0.5535558750647194,0.426112127857015,76.9772568680977,2026-02-03
강관업체(Steel pipe),13,0.9323874372652664,0.5070621947816861,0.4253252424835803,83.88029059565416,2026-02-03
모바일게임(스마트폰),40,2.0203635210031328,1.5960592818370294,0.4243042391661034,26.584491189934905,2026-02-10
조림사업,12,0.8959988841319977,0.47303910410937444,0.42295978002262324,89.41328028661832,2026-02-03
영상콘텐츠,38,1.8331541266751807,1.414406841904887,0.41874728477029377,29.605858255488616,2026-02-03
고령화 사회(노인복지),44,1.4938790989597766,1.1136803649266427,0.38019873403313387,34.13894560834583,2026-02-11
홈쇼핑,8,0.7916527174503574,0.41760626249576394,0.37404645495459343,89.56916802903253,2026-02-03
LNG(액화천연가스),30,1.6868420550590804,1.3170862146898632,0.36975584036921716,28.073776510999643,2026-01-19
구제역/광우병 수혜,22,1.3580001062671228,0.9942582748225552,0.3637418314445675,36.58423979518645,2026-02-03
증강현실(AR),23,1.2378983259863428,0.879527546879661,0.3583707791066818,40.745827731955615,2026-02-10
LED,44,1.5508699165837103,1.1990455533391224,0.3518243632445879,29.342034776311994,2026-02-11
5G(5세대 이동통신),59,2.948144376313546,2.6021449407733335,0.34599943554021273,13.296701122166734,2026-02-11
STO(토큰증권 발행),29,2.0537268018801766,1.7173404369951046,0.336386364885072,19.587634323317975,2026-02-10
블록체인,25,1.4659291384375062,1.137196699890609,0.32873243854689727,28.907262796182863,2026-02-10
전기차(충전소/충전기),34,1.782091305933422,1.4570775795835629,0.32501372634985914,22.305862838322515,2026-02-09
모바일콘텐츠(스마트폰/태블릿PC),39,1.9410015547925312,1.617022355054423,0.3239791997381083,20.035542410742018,2026-02-10
페라이트,16,0.6342838911316954,0.33021609275126956,0.3040677983804258,92.08145970325572,2026-02-03
통신장비,49,2.075841831651281,1.7792304036879532,0.29661142796332807,16.670771101287265,2026-02-10
초전도체,18,1.0750660630190652,0.7796116826919686,0.2954543803270966,37.897633769020004,2026-02-03
MLCC(적층세라믹콘덴서),11,0.9108152510139312,0.6274171699198311,0.28339808109410014,45.16900312599218,2026-02-03
DMZ 평화공원,19,0.9101221359842764,0.631229204989259,0.27889293099501733,44.18251386194385,2026-02-03
해저터널(지하화/지하도로 등),9,0.9140893399713502,0.6380144737604229,0.27607486621092736,43.2709409527588,2026-02-06
의료AI,31,1.3529572315944909,1.0973894806447289,0.25556775094976203,23.28870063522142,2026-02-10
드론(Drone),31,1.9174369438731844,1.6633569859651363,0.25407995790804816,15.275130958170251,2026-02-03
윤활유,8,0.8492272499522266,0.637401805957226,0.2118254439950007,33.23263944583421,2026-02-03
치아 치료(임플란트 등),16,0.6571989130551911,0.45119933713067734,0.20599957592451373,45.65600145481856,2026-02-03
건강기능식품,57,2.5813968549205915,2.3804922852846087,0.2009045696359828,8.439622798943997,2026-02-06
사료,20,0.975001430328747,0.7741976261498698,0.20080380417887722,25.937021426620273,2026-02-03
아프리카 돼지열병(ASF),33,1.5475686748718205,1.350763845482234,0.19680482938958654,14.569891698524518,2026-02-03
소매유통,25,1.2958962954828377,1.115315634928638,0.18058066055419975,16.190991581119004,2026-02-03
일자리(취업),9,1.0788960846824294,0.913991220510271,0.16490486417215833,18.042280983847284,2026-02-03
시멘트/레미콘,16,0.5909993134239858,0.4313814633364056,0.15961785008758023,37.00155515562915,2026-02-03
탈모 치료,29,1.0947243550156105,0.9425659420752689,0.1521584129403416,16.14299924791797,2026-02-03
보안주(물리),20,0.6371426344091083,0.4908195255756767,0.14632310883343164,29.81199834334441,2026-02-10
니켈,16,0.6571268883175924,0.5149240794145874,0.14220280890300496,27.61626705526649,2026-02-03
화폐/금융자동화기기(디지털화폐 등),13,0.7078579536544303,0.5685650730162991,0.13929288063813117,24.499021703736986,2026-02-10
마이코플라스마 폐렴,13,0.6242167100537848,0.4951008005512525,0.12911590950253227,26.078711518699365,2026-02-03
방위산업/전쟁 및 테러,61,2.2027208656423856,2.0768082362811042,0.12591262936128134,6.0627951662378985,2026-02-10
자원개발,16,0.6186056510213078,0.49445739250233156,0.12414825851897626,25.10797904965914,2026-02-03
RFID(NFC 등),18,0.6955485315902481,0.5728889194708947,0.12265961211935339,21.410714704106795,2026-02-11
아이폰,26,1.5290159262568497,1.4656666316634226,0.06334929459342709,4.322217155311119,2026-02-11
