theme,n_stocks,current_fiedler,historical_fiedler,fiedler_change,pct_change,current_date
은행,11,3.181221949308978,1.2129091756072796,1.9683127737016983,162.28031028920225,2026-01-13
2차전지,162,6.451566464707704,4.517894462651419,1.9336720020562854,42.80029155265992,2026-01-12
의료기기,94,5.130011504350085,3.2530836366543747,1.8769278676957102,57.696883244785916,2026-01-15
지주사,157,9.924447526677104,8.127422515440868,1.7970250112362365,22.11063849359575,2026-01-13
NFT(대체불가토큰),22,2.48653311148275,0.7617475238089951,1.7247855876737548,226.42483680803366,2026-01-07
코로나19(진단/치료제/백신 개발 등),83,3.6333487862404046,2.0992392421598187,1.5341095440805859,73.0793095551227,2026-01-13
방위산업/전쟁 및 테러,61,3.4480049852588,1.9665567975559364,1.4814481877028636,75.33208242670781,2026-01-13
원자력발전,60,4.050183223582385,2.694847415360488,1.3553358082218971,50.29360105869277,2026-01-06
조선,8,2.0483075898087417,0.7453645433703022,1.3029430464384395,174.80614794835074,2026-01-06
우크라이나 재건,40,2.732047392652701,1.6053497339062546,1.1266976587464466,70.18393780181988,2026-01-13
통신장비,49,2.795811516408569,1.6925636931046455,1.1032478233039233,65.18205653343843,2026-01-13
로봇(산업용/협동로봇 등),67,3.6198465510803635,2.555159087275278,1.0646874638050856,41.66814775280497,2026-01-12
4차산업 수혜주,45,2.9229231553238866,1.9214445989616111,1.0014785563622755,52.12112578751922,2026-01-14
코로나19(진단키트),47,2.0356731261103174,1.085384172173511,0.9502889539368065,87.55323490979488,2026-01-13
5G(5세대 이동통신),59,3.3814737872327223,2.558052821008434,0.8234209662242882,32.18936526493146,2026-01-14
전기차 화재 방지(배터리 열폭주 등),39,1.7576103459295807,0.9443947290532885,0.8132156168762922,86.10971576382079,2026-01-13
면역항암제,37,2.399090998943482,1.6273636545804973,0.7717273443629846,47.42193560676031,2026-01-06
LED,44,1.8667255071879634,1.131280651496244,0.7354448556917195,65.00993849041899,2026-01-14
2차전지(생산),5,1.981770129286344,1.2723944677890953,0.7093756614972488,55.75123748611196,2026-01-06
통신,5,0.9630471820354484,0.29261935919962834,0.67042782283582,229.11260029738716,2026-01-06
리츠(REITs),25,1.7971211378297576,1.126759180988455,0.6703619568413026,59.494696662087485,2026-01-13
NI(네트워크통합),7,1.033210246099966,0.3703496738035162,0.6628605722964498,178.9823561848528,2026-01-13
의료AI,31,1.7059503193263221,1.0696171094068072,0.6363332099195149,59.49168205362901,2026-01-13
전기차,116,4.533892397296563,3.9103419247724003,0.6235504725241623,15.946187942642783,2026-01-15
뉴로모픽 반도체,7,1.2828599381683743,0.6673174423359406,0.6155424958324337,92.2413317532554,2026-01-07
도시가스,9,2.1091259581454462,1.4980164736115618,0.6111094845338845,40.79457704898019,2026-01-13
LNG(액화천연가스),30,1.8507429626903729,1.2564946617267763,0.5942483009635966,47.29413654228603,2026-01-06
렌터카,4,0.7638643861004741,0.17393783878059096,0.5899265473198831,339.15940973834313,2026-01-06
UAM(도심항공모빌리티),30,1.876895524477831,1.336548274758213,0.540347249719618,40.42856213460521,2026-01-06
우주항공산업(누리호/인공위성 등),36,2.925351773546235,2.4061284130828944,0.5192233604633407,21.579204070745195,2026-01-13
화장품,104,4.161962639554793,3.644855118339438,0.5171075212153551,14.187327189316223,2026-01-13
황사/미세먼지,28,1.211891143549144,0.7184733631359203,0.4934177804132237,68.67586270138165,2026-01-06
OLED(유기 발광 다이오드),89,3.081202618273448,2.606036173070602,0.47516644520284634,18.233301982258148,2026-01-14
폴더블폰,32,1.833293027603263,1.365440666566107,0.4678523610371561,34.26383675928882,2026-01-07
태양광에너지,55,1.8697659355047744,1.4118846512145014,0.4578812842902731,32.430502300340486,2026-01-06
전력저장장치(ESS),53,2.7301810755062847,2.3131445107242423,0.41703656478204243,18.028988800681063,2026-01-13
가상현실(VR),34,1.7806770275712396,1.373481706854801,0.4071953207164385,29.64694168726089,2026-01-14
조선기자재,41,2.163769079534444,1.7724207213806884,0.3913483581537558,22.079879423261396,2026-01-06
초전도체,18,1.1427977815627173,0.7597972366036584,0.3830005449590589,50.40825716491093,2026-01-06
블록체인,25,1.5007779341213732,1.126927727354232,0.3738502067671412,33.17428417923976,2026-01-13
페라이트,16,0.6680678210997805,0.30002686076222146,0.368040960337559,122.66933680622697,2026-01-06
보안주(정보),53,1.5146327645300959,1.1466448396197912,0.36798792491030463,32.09258108485653,2026-01-13
"백신/진단시약/방역(신종플루, AI 등)",49,2.183725746010023,1.8169486500405359,0.36677709596948715,20.18643157368836,2026-01-06
영화,14,0.7718502609834595,0.41422118509661754,0.357629075886842,86.33770766780667,2026-01-06
셰일가스(Shale Gas),14,1.0989737502143837,0.7637149675465537,0.33525878266783005,43.89841719939759,2026-01-06
건설 대표주,9,1.5456990593226851,1.2389008244426656,0.30679823488001956,24.763744508607978,2026-01-06
스마트팩토리(스마트공장),42,2.0251247630860814,1.725822196294067,0.2993025667920144,17.34260733433142,2026-01-14
리모델링/인테리어,25,1.1645024255591037,0.8665643463654136,0.2979380791936901,34.38152982445175,2026-01-13
마이크로바이옴,24,1.1439468193409212,0.8497635647642992,0.2941832545766221,34.61942436402535,2026-01-06
웹툰,18,1.0703391619647054,0.7866368016639528,0.2837023603007526,36.0652285401146,2026-01-06
농업,25,1.3731470440379794,1.1013157060688668,0.27183133796911263,24.682417264293026,2026-01-13
SI(시스템통합),35,1.6170997141704693,1.3581602639092816,0.2589394502611877,19.06545620145485,2026-01-13
지능형로봇/인공지능(AI),66,3.085982349812703,2.838373867914229,0.24760848189847362,8.723603493447746,2026-01-15
휴대폰부품,51,2.614065775935144,2.37230920645003,0.24175656948511426,10.190769770981225,2026-01-13
2차전지(소재/부품),89,2.3940244266785378,2.162167029680534,0.23185739699800356,10.723380470391369,2026-01-14
보안주(물리),20,0.7074250562268481,0.4813453728611277,0.22607968336572043,46.96828849146252,2026-01-13
바이오인식(생체인식),20,1.0401191801689331,0.8145118655335832,0.2256073146353499,27.698468761723376,2026-01-13
국내 상장 중국기업,13,0.7123851687854275,0.48803894556429234,0.22434622322113512,45.968918107905516,2026-01-06
지역화폐,5,1.276785268978644,1.0526777575473893,0.22410751143125474,21.289279632296772,2026-01-06
GTX(수도권 광역급행철도),29,1.6600223130278002,1.4480248518676404,0.21199746116015983,14.64045737106851,2026-01-06
비만치료제,40,1.822813807340619,1.6311912772556898,0.19162253008492924,11.747397914444116,2026-01-13
