theme,n_stocks,current_fiedler,historical_fiedler,fiedler_change,pct_change,current_date
제약업체,99,4.462720689364614,4.288985491435241,0.1737351979293731,4.050729438845347,2026-01-13
스마트폰,70,3.1792765115393626,3.03057334122972,0.14870317030964264,4.906766923822511,2026-01-14
쿠팡(coupang),23,0.8946092726220591,0.7498998734939012,0.14470939912815795,19.29716276040082,2026-01-13
HBM(고대역폭메모리),35,1.1230793111357111,0.9817787494431531,0.141300561692558,14.392301908418887,2026-01-07
네옴시티,29,1.5135743864687108,1.3738561589280174,0.1397182275406934,10.1697857255822,2026-01-06
AI 챗봇(챗GPT 등),30,0.8927549729896145,0.7616306122333294,0.13112436075628509,17.216267131357696,2026-01-13
줄기세포,22,0.7623355495905586,0.6321567255119371,0.13017882407862147,20.592808527537095,2026-01-06
미디어(방송/신문),13,0.5472667555194983,0.4240434593006773,0.12322329621882105,29.059119652980403,2026-01-06
갤럭시 부품주,42,1.847244100070105,1.7255377402761736,0.1217063597939314,7.05324241557604,2026-01-14
원격진료/비대면진료(U-Healthcare),24,0.684943082288084,0.5729968246622699,0.11194625762581412,19.536976961747804,2026-01-13
사물인터넷,35,1.5824927099996329,1.4748446677239064,0.10764804227572644,7.298941009283179,2026-01-15
유전자 치료제/분석,46,1.9294524859738047,1.8330889533484267,0.096363532625378,5.256893422948995,2026-01-13
냉각시스템(액침냉각 등),13,1.2181863218643547,1.1226113191990519,0.09557500266530283,8.513632548573678,2026-01-06
남북경협,29,1.3425146906064689,1.255892792286172,0.08662189832029688,6.897236679144736,2026-01-13
자동차 대표주,9,1.3490105195819715,1.270934586693708,0.07807593288826342,6.14319050765431,2026-01-06
마켓컬리(kurly),12,0.671603897931106,0.6008854703597043,0.07071842757140168,11.769036040939373,2026-01-06
아프리카 돼지열병(ASF),33,1.418378488267814,1.3488628942150682,0.06951559405274588,5.153644180656216,2026-01-06
미용기기,20,0.6718232157052154,0.6070217817116054,0.06480143399361005,10.675306215683221,2026-01-06
교육/온라인 교육,29,1.0828668377893118,1.024919037829726,0.05794779995958588,5.653890485075855,2026-01-06
DMZ 평화공원,19,0.7041647261879735,0.6465219435993963,0.057642782588577246,8.915827708439604,2026-01-06
자원개발,16,0.5478842292554508,0.4912773274055578,0.05660690184989298,11.522392484268467,2026-01-06
유리 기판,23,1.4918935653556318,1.4408603651202694,0.0510332002353624,3.5418560653587434,2026-01-06
환율하락 수혜,24,1.2022889491357172,1.1572022995079907,0.04508664962772646,3.896176981924078,2026-01-06
재택근무/스마트워크,17,0.7229558231626351,0.6779137146413575,0.045042108521277546,6.6442244121151255,2026-01-06
가상화폐(비트코인 등),31,1.3273921902587629,1.293945748882583,0.033446441376179914,2.5848410882035333,2026-01-13
정유,4,1.136946175924421,1.108198928449785,0.028747247474635973,2.594051188521662,2026-01-06
건설기계,23,1.6971385745785175,1.6735600126479742,0.023578561930543307,1.4088865503685377,2026-01-13
사료,20,0.8202963512980783,0.7986949582622478,0.02160139303583053,2.704586126702181,2026-01-06
콜드체인(저온 유통),15,0.5742812388774785,0.5572688312166699,0.01701240766080858,3.052818802671209,2026-01-06
반도체 재료/부품,71,2.022513471671715,2.00704323159917,0.01547024007254505,0.7707975507940946,2026-01-06
인터넷은행,34,1.5423607217120288,1.527084265895961,0.015276455816067847,1.0003675735015805,2026-01-06
엠폭스(원숭이두창),22,0.7383029539971404,0.7362457868175911,0.0020571671795492907,0.27941310040514566,2026-01-06
