date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,0.4260798183130849,5,5,0.2585535098067354,True
2025-02-11,0.2121651573745809,5,4,0.2237551405294559,True
2025-02-18,1.2119223722748054e-94,5,3,0.2100581364988054,False
2025-02-25,5.551115123125784e-17,5,4,0.1819144674242321,False
2025-03-05,4.855560253696816e-51,5,1,0.123692328626911,False
2025-03-12,2.284618713556736e-36,5,2,0.18106588421913,False
2025-03-19,1.1968106316625864e-82,5,2,0.142688339316986,False
2025-03-26,1.4773552125937653e-49,5,2,0.059489007206937,False
2025-04-02,2.0315782479948027e-95,5,5,0.2734326624002872,False
2025-04-09,4.0471773341251856e-77,5,3,0.1768925768959946,False
2025-04-16,2.579041724772629e-76,5,3,0.2425294411776924,False
2025-04-23,2.7755575615745425e-17,5,6,0.3899551778483353,False
2025-04-30,0.3717240731902316,5,6,0.2322096700124755,True
2025-05-12,1.5340917079055395e-92,5,6,0.3222354285060193,False
2025-05-19,3.7453410837537595e-96,5,3,0.145366994470307,False
2025-05-26,0.1725675211987656,5,4,0.1995170320530383,True
2025-06-02,2.7755575615628926e-17,5,3,0.1529222735199597,False
2025-06-11,0.5978033874448596,5,7,0.3345748642424748,True
2025-06-18,0.6643752420509069,5,7,0.3625881638691687,True
2025-06-25,0.6768237501433024,5,7,0.3700542933840499,True
2025-07-02,0.9358909637254412,5,8,0.4698657893347817,True
2025-07-09,0.6187684170243933,5,7,0.3770322343739102,True
2025-07-16,0.3579518181197234,5,6,0.2973503279826192,True
2025-07-23,0.544643699099338,5,7,0.4054608032048746,True
2025-07-30,1.0028992037612727,5,8,0.4537783612360163,True
2025-08-06,2.1922332707212115,5,10,0.5541485440467537,True
2025-08-13,2.107241883912537,5,10,0.6282332150570455,True
2025-08-21,0.2630838166841481,5,6,0.3528006777114544,True
2025-08-28,0.3067811845210637,5,6,0.2960933119595002,True
2025-09-04,0.2479443558190167,5,5,0.1076616899717188,True
2025-09-11,0.1294031416996673,5,4,0.1260981089034444,True
2025-09-18,1.658321120304319e-47,5,3,0.1676892775104965,False
2025-09-25,7.191054880807217e-94,5,4,0.1911049387828161,False
2025-10-02,0.1655941462143338,5,5,0.1468463098246919,True
2025-10-16,0.4213842044504062,5,6,0.3008035904765774,True
2025-10-23,1.2383473239907454,5,9,0.4085018695961575,True
2025-10-30,2.0681849089716136,5,10,0.4624652466926116,True
2025-11-06,0.8907922133993901,5,8,0.4349262926291641,True
2025-11-13,2.2552636836932205,5,10,0.5634721185902937,True
2025-11-20,2.464278941752615,5,10,0.5988494086943448,True
2025-11-27,1.5146075565298265,5,9,0.5278596490077525,True
2025-12-04,1.421986679105916,5,9,0.5082433491395693,True
2025-12-11,0.30030677727756,5,5,0.2198046465684354,True
2025-12-18,6.904810442480842e-62,5,3,0.1783782165500861,False
2025-12-26,1.9964995833846497e-77,5,3,0.1916183835897516,False
2026-01-06,1.3877787807814518e-17,5,3,0.2039449049534993,False
2026-01-13,0.6072752327675461,5,7,0.2970848391392179,True
2026-01-20,3.2049378106393125e-17,5,3,0.1853408542862804,False
