date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,2.79417416671912,25,238,,False
2025-02-11,1.633885423016706,25,210,,False
2025-02-18,1.2726257123347455,25,179,,False
2025-02-25,1.068567964409006,25,165,,False
2025-03-05,0.9527663677104311,25,201,,False
2025-03-12,0.7444677638516389,25,206,,False
2025-03-19,2.379656176934126,25,220,,False
2025-03-26,1.1444639427984165,25,210,,False
2025-04-02,0.8741161366443325,25,188,,False
2025-04-09,1.951919092254869,25,239,,False
2025-04-16,6.84431461976375,25,271,,False
2025-04-23,3.920863846406882,25,259,,False
2025-04-30,4.4202691272307275,25,254,,False
2025-05-12,0.18177219225301716,25,199,,False
2025-05-19,1.0232933379371714,25,175,,False
2025-05-26,1.1956837916366005,25,162,0.2703225549611733,True
2025-06-02,2.5045668390227442,25,224,0.40228898015379855,True
2025-06-11,1.325334026496712,25,232,0.4312634770928537,True
2025-06-18,2.1679689081773468,25,238,0.45666870940129484,True
2025-06-25,1.5978373192530189,25,232,0.4518269181302289,True
2025-07-02,1.314106672827769,25,219,0.40491431815121026,True
2025-07-09,1.8480459691025473,25,225,0.4293234746697604,True
2025-07-16,1.051915559848206,25,204,0.41123758770260577,True
2025-07-23,0.5543169746547144,25,187,0.28975664202438023,True
2025-07-30,0.9008180804349519,25,182,0.2346405508266003,True
2025-08-06,1.655351723595095,25,181,0.2722819660036373,True
2025-08-13,1.1193827810201098,25,176,0.28582885801167457,True
2025-08-21,0.6680326138403043,25,183,0.3277962446875507,True
2025-08-28,0.8786866073639108,25,201,0.3759581651437211,True
2025-09-04,1.0296856629377902,25,197,0.34856119439302413,True
2025-09-11,0.8411430024574882,25,172,0.3001278557585845,True
2025-09-18,0.9270590643628898,25,181,0.3192335888542079,True
2025-09-25,1.447461093683537,25,148,0.23144025687520847,True
2025-10-02,0.8165372734913707,25,137,0.241385363406357,True
2025-10-16,0.27734035453823697,25,167,0.31603548629809647,True
2025-10-23,0.2912763619701216,25,182,0.32317339965342823,True
2025-10-30,0.9081904850415092,25,208,0.39289915436733214,True
2025-11-06,0.8478263096328589,25,212,0.3666820309976731,True
2025-11-13,2.1125803662252394,25,229,0.4099589256624321,True
2025-11-20,1.1101374847241763,25,253,0.48056654840967933,True
2025-11-27,1.3550246524559064,25,250,0.4601370435843383,True
2025-12-04,1.8540588602693515,25,247,0.47232315159524346,True
2025-12-11,3.0959903524240655,25,234,0.43298300703782255,True
2025-12-18,1.3897992076621526,25,211,0.4183099863902318,False
2025-12-26,1.0477559712147295,25,170,0.2929026906561401,True
2026-01-06,0.6579261011794741,25,163,0.2856868980673729,True
2026-01-13,0.6236673660342504,25,192,0.36279886829295854,True
2026-01-20,0.5467315356078546,25,189,0.348787780960235,True
2026-01-27,0.6129267995637376,25,212,0.4329960339857327,True
2026-02-03,1.9414406263642037,25,242,0.48987282707914903,True
2026-02-10,2.900060105971023,25,247,0.5023257761830155,True
