ticker,strategy,score,stage,themes,priority,regime,dev_bb_pct,trend_strength,momentum
한국타이어앤테크놀로지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.42,0.5799999999999998,0.8621621621621622
롯데에너지머티리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.04,0.3399999999999998,0.8264516129032258
오픈엣지테크놀로지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.25,0.4599999999999999,0.8490669593852909
에이플러스에셋,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,24.46,0.6399999999999999,0.9146090534979424
하이비젼시스템,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.54,0.5199999999999998,0.8586083853702052
한스바이오메드,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.76,0.4599999999999999,0.893646408839779
아이로보틱스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,42.72,0.5199999999999998,0.7868098159509203
아이에스동서,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.42,0.5799999999999998,0.92018779342723
영우디에스피,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.93,0.4599999999999999,0.9183976261127595
와토스코리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.72,0.5199999999999998,0.8338414634146342
웰킵스하이텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,70.38,0.3999999999999999,0.9315068493150686
인텔리안테크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,48.5,0.3399999999999998,0.8643822393822395
지엠비코리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.98,0.6399999999999999,0.834106728538283
코데즈컴바인,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.3,0.3999999999999999,0.9129793510324484
골드앤에스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.06,0.3399999999999998,0.7970873786407767
금호타이어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.31,0.6399999999999999,0.875
넥센타이어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.89,0.6399999999999999,0.8513513513513513
다우데이타,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,18.64,0.3999999999999999,0.8431155407899594
누리플렉스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.81,0.6399999999999999,0.9572713643178412
삼양엔씨켐,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,44.32,0.7,0.953257790368272
삼화페인트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,63.04,0.4599999999999999,0.9748822605965464
선익시스템,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,48.32,0.7,0.8969521044992743
신성이엔지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,22.04,0.6399999999999999,0.9661016949152542
아세아제지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.27,0.4599999999999999,0.9230769230769232
유투바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.92,0.3399999999999998,0.8603723404255319
한온시스템,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.27,0.5199999999999998,0.8814741035856574
한화솔루션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.11,0.3999999999999999,0.9153846153846156
고려제강,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.74,0.5199999999999998,0.8272727272727273
기가비스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,29.42,0.5799999999999998,0.8067226890756303
나무기술,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,53.82,0.5799999999999998,0.8672248803827751
대동금속,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.83,0.3399999999999998,0.9073107049608355
대동기어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.39,0.4599999999999999,0.9004178272980501
대우건설,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,43.31,0.5799999999999998,0.8929016189290162
성호전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,94.13,0.5199999999999998,0.9257274119448696
슈프리마,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.26,0.3999999999999999,0.8517915309446255
아이엠티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.64,0.4599999999999999,0.9178515007898894
엘케이켐,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,42.86,0.3999999999999999,0.9445422535211268
유진로봇,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,75.41,0.6399999999999999,0.8268716577540107
자화전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,39.07,0.5199999999999998,0.9664351851851852
조이시티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.95,0.4599999999999999,0.8474801061007957
키움증권,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.09,0.5799999999999998,0.8696763202725724
플루토스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,55.43,0.3999999999999999,0.9602272727272728
한신공영,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.8,0.3999999999999999,0.8680351906158357
한전산업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,18.91,0.5199999999999998,0.8605472197705207
디아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.73,0.3399999999999998,0.8224907063197027
루미르,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,46.91,0.5199999999999998,0.8685810810810811
비나텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.5,0.3999999999999999,0.8624454148471616
빅솔론,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.45,0.3399999999999998,0.9209486166007904
셀비온,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.61,0.4599999999999999,0.9075757575757576
큐라클,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,29.72,0.5799999999999998,0.8670391061452514
하이딥,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,62.28,0.3999999999999999,0.8179396092362345
두올,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.53,0.5799999999999998,0.8445273631840796
알멕,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,51.41,0.7,0.8834547346514048
알톤,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,49.77,0.5199999999999998,0.8584474885844748
웹스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.12,0.3999999999999999,0.7657142857142857
DSC인베스트먼트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,28.55,0.3999999999999999,0.8991291727140783
DXVX,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,34.7,0.4599999999999999,0.8691148775894538
HD현대에너지솔루션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.14,0.4599999999999999,0.8752535496957404
나우IB,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.71,0.4599999999999999,0.9210526315789472
LS머트리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.89,0.3999999999999999,0.8387521968365553
OCI,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.33,0.3399999999999998,0.8186619718309859
OCI홀딩스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.14,0.4599999999999999,0.8451059535822402
SG,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.04,0.3399999999999998,0.8382352941176471
SG세계물산,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.98,0.4599999999999999,0.8595505617977528
SGC에너지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.05,0.7,0.975770925110132
서부T&D,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.85,0.6399999999999999,0.8932748538011697
대신증권,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,5.17,0.5199999999999998,0.8706395348837209
대한해운,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.74,0.5199999999999998,0.8608374384236454
신화콘텍,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.38,0.4599999999999999,0.8803418803418803
얼라인드,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.59,0.3999999999999999,0.8621700879765396
경방,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.36,0.6399999999999999,0.8551959114139693
HDC현대EP,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.63,0.4599999999999999,0.8264248704663213
LB인베스트먼트,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.04,0.5199999999999998,0.890092879256966
LS ELECTRIC,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.49,0.3399999999999998,0.8364116094986808
한국피아이엠,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.74,0.3999999999999999,0.2346534653465346
에스티아이,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.94,0.5799999999999998,0.8317535545023697
컴퍼니케이,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.19,0.5799999999999998,0.8996763754045307
교보증권,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.71,0.5799999999999998,0.861646234676007
대성산업,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.36,0.5799999999999998,0.8304988662131519
큐리언트,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.97,0.4599999999999999,0.8721174004192872
아스트,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.7,0.3999999999999999,0.8537549407114625
이엘피,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.06,0.4599999999999999,0.8571428571428572
야스,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.93,0.4599999999999999,0.8336501901140685
케이비아이동국실업,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.31,0.28,0.8145161290322581
에스지헬스케어,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.85,0.4599999999999999,0.9724409448818898
영원무역홀딩스,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.34,0.5799999999999998,0.8630229419703104
대주전자재료,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.57,0.5199999999999998,0.9068901303538176
제이에스링크,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.08,0.4599999999999999,0.8370786516853933
셀트리온,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.35,0.3999999999999999,0.8383458646616542
아스타,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.89,0.4599999999999999,0.8570038910505836
KT&G,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.44,0.5799999999999998,0.9423076923076924
스톤브릿지벤처스,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.54,0.5199999999999998,0.8445945945945946
다올투자증권,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,2.75,0.7,0.8429878048780488
에스에이엠티,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.87,0.3999999999999999,0.8420195439739413
나노신소재,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.65,0.3999999999999999,0.8668763102725368
성도이엔지,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.39,0.5799999999999998,0.8398692810457516
유안타증권,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,2.08,0.7,0.8456464379947229
금호건설,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.67,0.4599999999999999,0.8661538461538462
다우기술,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.5,0.5199999999999998,0.8437025796661609
미원화학,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.1,0.2199999999999999,0.8091286307053942
삼성물산,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.28,0.5799999999999998,0.2891304347826087
일지테크,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.96,0.4599999999999999,0.5470414201183432
에이티넘인베스트,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.43,0.5199999999999998,0.8542234332425068
디와이파워,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.53,0.3399999999999998,0.8480392156862745
부광약품,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.09,0.5799999999999998,0.8964646464646464
한화생명,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.6,0.3999999999999999,0.8589108910891089
코미팜,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.81,0.3999999999999999,0.8410194174757282
HD현대건설기계,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.99,0.2199999999999999,0.8143254520166898
포커스에이아이,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.15,0.28,0.8218181818181819
현대엘리베이터,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.25,0.5199999999999998,0.8818181818181818
화승코퍼레이션,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.78,0.5799999999999998,0.8333333333333333
비씨월드제약,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.12,-0.1399999999999999,0.8779264214046822
유진투자증권,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,0.23,0.6399999999999999,0.8533007334963325
롯데칠성우,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.45,0.6399999999999999,0.9078947368421052
현대백화점,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.89,0.4599999999999999,0.8529411764705883
롯데리츠,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.18,0.7,0.825
마크로젠,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.82,0.4599999999999999,0.8261390887290168
세원정공,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.97,0.5799999999999998,0.8496583143507973
풍원정밀,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.77,0.2199999999999999,0.7884071630537229
에스원,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.96,0.6399999999999999,0.865546218487395
종근당,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.39,0.5799999999999998,0.88
DSR제강,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.02,0.4599999999999999,0.8675496688741722
삼성FN리츠,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.19,0.6399999999999999,0.8863636363636364
NH투자증권우,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.96,0.7,0.8678571428571429
씨어스테크놀로지,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.1,0.4599999999999999,0.3063555114200595
한화손해보험,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.82,0.4599999999999999,0.8681159420289855
광주신세계,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.11,0.6399999999999999,0.988235294117647
대성하이텍,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.07,0.3999999999999999,0.8353140916808149
우정바이오,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.2,0.5199999999999998,0.8576158940397351
삼성전기,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.16,0.3999999999999999,0.8301435406698565
삼호개발,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.14,0.7,0.8385826771653544
신영증권,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.59,0.3999999999999999,0.8498385360602798
대동,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.86,0.5199999999999998,0.8454332552693209
DB증권,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.57,0.5199999999999998,0.8506493506493507
POSCO홀딩스,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.5,0.4599999999999999,-0.0099999999999999
솔브레인홀딩스,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.13,0.5799999999999998,0.5282608695652173
한국금융지주우,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.58,0.5199999999999998,0.8467213114754097
한솔아이원스,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.65,0.3399999999999998,0.8525326797385622
상신이디피,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.88,0.5199999999999998,0.8245614035087719
유니테스트,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.78,0.5199999999999998,0.889055023923445
빛샘전자,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.49,0.28,0.8580246913580247
KG모빌리티,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.3,0.4599999999999999,0.8359375
신한서부티엔디리츠,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.16,0.6399999999999999,0.8475609756097561
한올바이오파마,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.89,0.3999999999999999,0.8293795620437956
인지디스플레,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.49,0.3999999999999999,0.8386524822695036
화승알앤에이,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.39,0.4599999999999999,0.7689655172413793
대신증권우,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.5,0.5199999999999998,0.8669354838709677
디지털대성,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.65,0.76,0.9158878504672896
한솔케미칼,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.27,0.4599999999999999,0.8032786885245902
삼성증권,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.09,0.4599999999999999,0.8288288288288288
샘표식품,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.45,0.3999999999999999,0.1273809523809523
신도리코,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.77,0.3999999999999999,0.8435251798561152
와이엠씨,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.03,0.3999999999999999,0.7942857142857143
원일특강,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.54,0.4599999999999999,0.8652173913043478
큐캐피탈,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.88,0.28,0.85
큐알티,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.28,0.4599999999999999,0.8406976744186047
보령,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.7,0.5199999999999998,0.8175438596491228
KCTC,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.89,0.3399999999999998,0.8086560364464692
롯데관광개발,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.09,0.3999999999999999,0.8325
전진건설로봇,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.94,0.28,0.819060773480663
코오롱인더우,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.27,0.3399999999999998,0.8266666666666667
한국앤컴퍼니,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.82,0.4599999999999999,0.8492822966507176
옵투스제약,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.03,0.4599999999999999,0.8445692883895132
한양디지텍,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.72,0.3399999999999998,0.5142857142857143
비씨엔씨,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.74,0.6399999999999999,0.8611521418020679
무학,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.7,0.3399999999999998,0.8390804597701149
코텍,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.76,0.5799999999999998,0.8450704225352113
DL이앤씨2우(전환),Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.95,0.5799999999999998,0.8463855421686747
KCC건설,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.39,0.5799999999999998,0.8271276595744681
PI첨단소재,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.33,0.3999999999999999,0.8705555555555555
SK증권우,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.29,0.3399999999999998,0.7883817427385892
제이에스코퍼레이션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-6.39,-0.0799999999999999,0.8869047619047619
바이오에프디엔씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-23.17,-0.0199999999999999,0.8149532710280374
시너지이노베이션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-22.65,-0.0199999999999999,0.5237704918032786
에이치엘사이언스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-41.36,-0.0799999999999999,0.7903225806451613
엘브이엠씨홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-23.92,-0.0199999999999999,0.8052486187845304
셀바이오휴먼텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-17.73,-0.0799999999999999,0.8296703296703296
아이디스홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-3.46,-0.0199999999999999,0.916030534351145
에프엔에스테크,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-4.28,-0.0799999999999999,0.8509406657018813
에이텍모빌리티,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-44.94,-0.0199999999999999,0.468361581920904
인카금융서비스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-13.65,-0.0199999999999999,-0.0019543973941368
한솔로지스틱스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-10.16,-0.0799999999999999,0.8391304347826087
현대바이오랜드,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-16.46,-0.0199999999999999,0.5160919540229885
교촌에프앤비,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-22.5,-0.0799999999999999,0.9123376623376624
나노씨엠에스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-15.51,-0.0799999999999999,-0.0556390977443608
박셀바이오,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-5.51,-0.0799999999999999,0.5113026819923372
미래생명자원,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-24.66,-0.0799999999999999,0.8494623655913979
바이오플러스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-34.16,-0.0799999999999999,0.5039772727272727
인천도시가스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-2.82,-0.0799999999999999,0.896551724137931
제일테크노스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-14.6,-0.0799999999999999,0.7580645161290323
코오롱글로벌,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-3.35,-0.0199999999999999,0.8533057851239669
