name,naverTheme
케이지에이,"['2차전지(장비)', '2차전지']"
케이카,"['코리아 밸류업 지수(Korea Value-up Index)', '렌터카']"
케이탑리츠,['리츠(REITs)']
케이티알파,['모바일콘텐츠(스마트폰/태블릿PC)']
케이프,['조선기자재']
케이피에프,"['로봇(산업용/협동로봇 등)', '풍력에너지', '자동차부품']"
케이피엠테크,"['마스크', '日 수출 규제(국산화 등)', '메르스 코로나 바이러스']"
케일럼,['LNG(액화천연가스)']
켄코아에어로스페이스,"['UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '드론(Drone)', '스페이스X(SpaceX)', '항공기부품']"
켐트로닉스,"['갤럭시 부품주', '스마트폰', '자율주행차', '유리 기판', '폴더블폰', '무선충전기술', '전자파']"
켐트로스,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지', '2차전지(소재/부품)', '日 수출 규제(국산화 등)', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']"
코나아이,"['지역화폐', '인터넷은행', '삼성페이', '핀테크(FinTech)', 'RFID(NFC 등)']"
코난테크놀로지,"['지능형로봇/인공지능(AI)', 'AI 챗봇(챗GPT 등)']"
코닉오토메이션,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '보안주(정보)']"
코데즈컴바인,"['남북경협', '패션/의류', '마스크', '日제품 불매운동(수혜)']"
코디,"['면역항암제', '화장품', '반도체 장비']"
코람코더원리츠,['리츠(REITs)']
코람코라이프인프라리츠,['리츠(REITs)']
코렌텍,"['3D 프린터', '의료기기']"
코리아나,['화장품']
코리아써키트,"['CXL(컴퓨트익스프레스링크)', 'PCB(FPCB 등)', '갤럭시 부품주']"
코리아에셋투자증권,"['증권', 'STO(토큰증권 발행)']"
코리아에프티,"['자율주행차', '자동차부품']"
코리안리,"['손해보험', '생명보험']"
코메론,['철강 중소형']
코미코,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '태양광에너지', '반도체 장비']"
코미팜,"['코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '아프리카 돼지열병(ASF)']"
코세스,"['2차전지(장비)', '메타버스(Metaverse)', '2차전지', '플렉서블 디스플레이', '반도체 장비', '마이크로 LED']"
코스맥스,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '지주사', '화장품', '건강기능식품', '음식료업종']"
코스맥스비티아이,['지주사']
코스맥스엔비티,"['건강기능식품', '음식료업종']"
코스메카코리아,['화장품']
코스모신소재,"['2차전지', '2차전지(소재/부품)', '전기차', 'MLCC(적층세라믹콘덴서)']"
코스모화학,"['폐배터리', '리튬', '2차전지', '2차전지(소재/부품)']"
코스텍시스,"['5G(5세대 이동통신)', '전기차']"
코아스,"['DMZ 평화공원', '줄기세포']"
코아스템켐온,['줄기세포']
코아시아,"['휴대폰부품', '카메라모듈/부품', '시스템반도체', '지주사', 'LED']"
코아시아씨엠,"['휴대폰부품', '카메라모듈/부품']"
코어라인소프트,"['의료AI', '의료기기']"
코오롱,"['타이어', '종합상사', '화학섬유', '고령화 사회(노인복지)', '석유화학', '풍력에너지', '유전자 치료제/분석', '제약업체', '수소차(연료전지/부품/충전소 등)', '플렉서블 디스플레이', '패션/의류', '모듈러주택', '태양광에너지', '폴더블폰', '지주사', '수자원(양적/질적 개선)', '네옴시티', '두나무(Dunamu)', '탈 플라스틱(친환경/생분해성 등)', '건설 중소형']"
코오롱ENP,"['수소차(연료전지/부품/충전소 등)', '탈 플라스틱(친환경/생분해성 등)']"
코오롱글로벌,"['종합상사', '풍력에너지', '모듈러주택', '태양광에너지', '수자원(양적/질적 개선)', '네옴시티', '건설 중소형']"
코오롱생명과학,"['유전자 치료제/분석', '제약업체', '수자원(양적/질적 개선)']"
코오롱인더,"['타이어', '화학섬유', '석유화학', '수소차(연료전지/부품/충전소 등)', '플렉서블 디스플레이', '패션/의류', '폴더블폰', '두나무(Dunamu)']"
코오롱티슈진,['고령화 사회(노인복지)']
코웨이,"['제습기', '황사/미세먼지', '공기청정기', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '수자원(양적/질적 개선)', '화장품', '여름']"
코위버,"['5G(5세대 이동통신)', '양자암호/양자컴퓨팅', '통신장비']"
코윈테크,"['스마트팩토리(스마트공장)', '2차전지(LFP/리튬인산철)', '2차전지(장비)', '2차전지(전고체)', '2차전지']"
코이즈,"['2차전지', '2차전지(소재/부품)']"
코츠테크놀로지,['방위산업/전쟁 및 테러']
코칩,"['2차전지', 'MLCC(적층세라믹콘덴서)']"
코콤,"['스마트홈(홈네트워크)', '방위산업/전쟁 및 테러', '드론(Drone)', '스마트그리드(지능형전력망)', 'CCTV＆DVR', '사물인터넷', '음성인식']"
코텍,"['치아 치료(임플란트 등)', '고령화 사회(노인복지)', '면역항암제', '밸류업(25년 기업가치 제고계획 발표)', '치매', '카지노']"
코퍼스코리아,['영상콘텐츠']
콘텐트리중앙,"['엔터테인먼트', '영화', '지주사', '영상콘텐츠', '미디어(방송/신문)']"
콜마비앤에이치,"['밸류업(25년 기업가치 제고계획 발표)', '화장품', '건강기능식품']"
콜마홀딩스,"['밸류업(25년 기업가치 제고계획 발표)', '밸류업(24년 기업가치 제고계획 발표)', '지주사', '화장품', '마이크로바이옴']"
쿠콘,"['지역화폐', '전자결제(전자화폐)', '마이데이터', '스테이블코인']"
쿠쿠홀딩스,"['밥솥', '지주사']"
쿠쿠홈시스,"['제습기', '공기청정기', '여름']"
쿼드메디슨,['2025 하반기 신규상장']
퀀타매트릭스,"['의료기기', '치매', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']"
퀄리타스반도체,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '자율주행차', '시스템반도체']"
큐라클,"['면역항암제', '치매']"
큐라티스,"['mRNA(메신저 리보핵산)', '비만치료제', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)']"
큐렉소,"['4차산업 수혜주', '지능형로봇/인공지능(AI)', '고령화 사회(노인복지)', '의료기기']"
큐로셀,['유전자 치료제/분석']
큐로홀딩스,"['자원개발', '엔터테인먼트', '영상콘텐츠']"
큐리언트,['면역항암제']
큐리오시스,"['의료기기', '2025 하반기 신규상장']"
큐브엔터,['엔터테인먼트']
큐알티,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '시스템반도체', 'HBM(고대역폭메모리)']"
큐에스아이,"['메타버스(Metaverse)', '양자암호/양자컴퓨팅', '가상현실(VR)', '마이크로 LED']"
큐캐피탈,['창투사']
크라우드웍스,"['지능형로봇/인공지능(AI)', '딥페이크(deepfake)']"
크라운제과,"['日제품 불매운동(수혜)', '음식료업종']"
크라운해태홀딩스,"['DMZ 평화공원', '지주사', '日제품 불매운동(수혜)']"
크래프톤,"['코리아 밸류업 지수(Korea Value-up Index)', '게임', '모바일게임(스마트폰)']"
크레버스,"['메타버스(Metaverse)', '교육/온라인 교육']"
크레오에스지,['슈퍼박테리아']
크리스에프앤씨,"['패션/의류', '골프']"
크리스탈신소재,"['그래핀', '국내 상장 중국기업']"
크린앤사이언스,"['황사/미세먼지', '공기청정기', '마스크', '메르스 코로나 바이러스']"
클래시스,"['코리아 밸류업 지수(Korea Value-up Index)', '의료기기', '화장품', '미용기기']"
클로봇,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)']"
클리오,['화장품']
키네마스터,['모바일솔루션(스마트폰)']
키다리스튜디오,"['웹툰', '모바일콘텐츠(스마트폰/태블릿PC)']"
키스트론,['철강 중소형']
키움제10호스팩,['기업인수목적회사(SPAC)']
키움제11호스팩,['기업인수목적회사(SPAC)']
키움증권,"['증권', 'STO(토큰증권 발행)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)']"
키이스트,"['엔터테인먼트', '영상콘텐츠']"
킵스파마,"['폐배터리', '제약업체', 'OLED(유기 발광 다이오드)']"
타이거일렉,"['PCB(FPCB 등)', '반도체 재료/부품']"
탑런토탈솔루션,"['자동차부품', 'OLED(유기 발광 다이오드)']"
탑머티리얼,"['2차전지(LFP/리튬인산철)', '2차전지']"
탑엔지니어링,"['2차전지(장비)', '카메라모듈/부품', '2차전지', 'OLED(유기 발광 다이오드)', '반도체 장비', '초전도체', 'LED장비']"
탑코미디어,['웹툰']
태경비케이,"['LED', '비료', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']"
태경산업,"['비철금속', '맥신(MXene)', '페라이트', 'LED']"
태경케미컬,"['콜드체인(저온 유통)', '쿠팡(coupang)', '여름', '마켓컬리(kurly)']"
태광,"['화학섬유', '조선기자재', '석유화학', '홈쇼핑', '밸류업(24년 기업가치 제고계획 발표)', '피팅(관이음쇠)/밸브', '원자력발전']"
태광산업,"['화학섬유', '석유화학', '홈쇼핑']"
태림포장,['골판지 제조']
태성,"['온디바이스 AI', 'PCB(FPCB 등)', '전기차 화재 방지(배터리 열폭주 등)', '유리 기판']"
태양금속,['자동차부품']
태영건설,"['수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '폐기물처리', '건설 중소형']"
태웅,"['우주항공산업(누리호/인공위성 등)', '조선기자재', '풍력에너지', '밸류업(25년 기업가치 제고계획 발표)', '원자력발전', '종합 물류']"
태웅로직스,"['밸류업(25년 기업가치 제고계획 발표)', '종합 물류']"
태원물산,"['자동차부품', '음식료업종']"
테고사이언스,['줄기세포']
테라뷰,"['2025 하반기 신규상장', '지주사']"
테라젠이텍스,"['고령화 사회(노인복지)', '유전자 치료제/분석', '제약업체']"
테스,"['3D 낸드(NAND)', '시스템반도체', '태양광에너지', 'HBM(고대역폭메모리)', '반도체 장비', '사물인터넷']"
테이팩스,"['2차전지(전고체)', '스마트폰', '2차전지', '2차전지(소재/부품)', '폴더블폰']"
테크엘,['스마트폰']
테크윙,"['3D 낸드(NAND)', '시스템반도체', 'HBM(고대역폭메모리)', '반도체 장비']"
텔레칩스,"['온디바이스 AI', '자율주행차', '증강현실(AR)', '시스템반도체']"
텔코웨어,"['5G(5세대 이동통신)', '모바일솔루션(스마트폰)']"
텔콘RF제약,"['제약업체', '통신장비']"
토니모리,"['면세점', '화장품']"
토마토시스템,"['의료AI', '원격진료/비대면진료(U-Healthcare)', '퓨리오사AI']"
토박스코리아,"['패션/의류', '출산장려정책', '엔젤산업']"
토비스,"['터치패널(스마트폰/태블릿PC 등)', '스마트폰', '전기차 화재 방지(배터리 열폭주 등)', '전기차(충전소/충전기)', '카지노']"
토탈소프트,['가상현실(VR)']
톱텍,"['스마트팩토리(스마트공장)', '2차전지(장비)', '2차전지', 'OLED(유기 발광 다이오드)', '마스크']"
툴젠,['유전자 치료제/분석']
트루엔,"['보안주(물리)', '사물인터넷']"
트윔,"['스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)']"
특수건설,"['철도', 'GTX(수도권 광역급행철도)', '해저터널(지하화/지하도로 등)', '4대강 복원']"
티로보틱스,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)', '의료기기', 'OLED(유기 발광 다이오드)']"
티비씨,['미디어(방송/신문)']
티사이언티픽,"['보안주(정보)', '모바일콘텐츠(스마트폰/태블릿PC)', '가상화폐(비트코인 등)']"
티쓰리,"['드론(Drone)', '게임', '모바일게임(스마트폰)']"
티씨머티리얼즈,"['전력설비', '해저터널(지하화/지하도로 등)']"
티씨케이,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '반도체 재료/부품', '반도체 장비', 'LED장비']"
티앤알바이오팹,"['3D 프린터', '의료기기']"
티앤엘,['의료기기']
티에스아이,"['2차전지(장비)', '2차전지(전고체)', '2차전지']"
티에스이,"['OLED(유기 발광 다이오드)', '반도체 장비', 'LED장비']"
티에이치엔,"['자동차부품', '수소차(연료전지/부품/충전소 등)']"
티에프이,['반도체 장비']
티엑스알로보틱스,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)']"
티엔엔터테인먼트,"['엔터테인먼트', '음식료업종']"
티엘비,"['CXL(컴퓨트익스프레스링크)', 'PCB(FPCB 등)']"
티엠씨,"['조선기자재', '2025 하반기 신규상장', '통신장비']"
티와이홀딩스,['지주사']
티움바이오,"['유전자 치료제/분석', '면역항암제']"
티웨이항공,['항공/저가 항공사(LCC)']
티웨이홀딩스,['항공/저가 항공사(LCC)']
티이엠씨,"['2차전지(장비)', '2차전지', '반도체 재료/부품', '반도체 장비']"
티이엠씨씨엔에스,"['2차전지(장비)', '2차전지', '반도체 재료/부품', '반도체 장비']"
티케이지애강,"['수자원(양적/질적 개선)', '재난/안전(지진/화재 등)']"
티케이케미칼,['석유화학']
티플랙스,"['니켈', '비철금속', '희귀금속(희토류 등)', '맥신(MXene)', '전기차', '원자력발전']"
티피씨글로벌,"['로봇(산업용/협동로봇 등)', '자동차부품']"
팅크웨어,"['자율주행차', '증강현실(AR)']"
파라다이스,"['밸류업(25년 기업가치 제고계획 발표)', '호텔/리조트', '카지노']"
파라텍,"['우크라이나 재건', '재난/안전(지진/화재 등)']"
파로스아이바이오,['의료AI']
파루,"['태양광에너지', '슈퍼박테리아', '백신/진단시약/방역(신종플루, AI 등)', '태풍 및 장마', '메르스 코로나 바이러스', '아프리카 돼지열병(ASF)']"
파마리서치,"['코리아 밸류업 지수(Korea Value-up Index)', '의료기기', '화장품', '미용기기', '보톡스(보툴리눔톡신)']"
파미셀,"['mRNA(메신저 리보핵산)', '모더나(MODERNA)', '줄기세포', '코로나19(진단/치료제/백신 개발 등)', '화장품', '코로나19(진단키트)', '화이자(PFIZER)', '엠폭스(원숭이두창)']"
파버나인,['키오스크(KIOSK)']
파세코,"['제습기', '황사/미세먼지', '겨울', '여름', '리모델링/인테리어']"
파수,"['밸류업(25년 기업가치 제고계획 발표)', '딥페이크(deepfake)', '보안주(정보)', '재택근무/스마트워크', '마이데이터', '블록체인']"
파워넷,"['2차전지(LFP/리튬인산철)', '2차전지']"
파워로직스,"['전기자전거', '바이오인식(생체인식)', '휴대폰부품', '갤럭시 부품주', '스마트폰', '폐배터리', '카메라모듈/부품', '2차전지', '2차전지(소재/부품)', '전기차', '전력저장장치(ESS)', '초전도체']"
파이버프로,"['UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러']"
파이오링크,"['클라우드 컴퓨팅', '통신장비', '보안주(정보)', '마이데이터']"
파인디지털,"['자율주행차', '음성인식']"
파인메딕스,['의료기기']
파인엠텍,"['휴대폰부품', '폴더블폰']"
파인테크닉스,['LED']
파인텍,"['터치패널(스마트폰/태블릿PC 등)', '2차전지(장비)', '2차전지', '자동차부품', '양자암호/양자컴퓨팅', '플렉서블 디스플레이', '태양광에너지', '폴더블폰', 'OLED(유기 발광 다이오드)']"
파커스,['LED']
파크시스템스,"['코리아 밸류업 지수(Korea Value-up Index)', '반도체 장비']"
파트론,"['바이오인식(생체인식)', '갤럭시 부품주', '스마트폰', '카메라모듈/부품', '자동차부품', '삼성페이', '밸류업(24년 기업가치 제고계획 발표)', 'RFID(NFC 등)', '음성인식']"
판타지오,"['음원/음반', '엔터테인먼트']"
팜스빌,"['건강기능식품', '음식료업종']"
팜스코,"['사료', '아프리카 돼지열병(ASF)', '마켓컬리(kurly)']"
팜스토리,"['사료', '스포츠행사 수혜(올림픽, 월드컵 등)', '육계', '여름', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']"
팜젠사이언스,"['제약업체', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '마이코플라스마 폐렴', '엠폭스(원숭이두창)']"
패션플랫폼,['패션/의류']
팬스타엔터프라이즈,"['2차전지(LFP/리튬인산철)', '퓨리오사AI', '쿠팡(coupang)']"
팬엔터테인먼트,"['엔터테인먼트', '영상콘텐츠']"
팬오션,"['LNG(액화천연가스)', '해운']"
팬젠,['바이오시밀러(복제 바이오의약품)']
팸텍,"['스마트팩토리(스마트공장)', '카메라모듈/부품', '자율주행차', '반도체 장비']"
퍼스텍,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)', 'UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '드론(Drone)', 'DMZ 평화공원', '우크라이나 재건']"
펄어비스,"['메타버스(Metaverse)', '게임', '모바일게임(스마트폰)']"
펌텍코리아,['화장품']
페이퍼코리아,['제지']
펨트론,"['2차전지(장비)', 'PCB(FPCB 등)', '2차전지', '반도체 장비']"
펩트론,"['비만치료제', '치매', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)']"
평화산업,"['방위산업/전쟁 및 테러', '자동차부품', '수소차(연료전지/부품/충전소 등)']"
평화홀딩스,"['수소차(연료전지/부품/충전소 등)', '지주사']"
포니링크,"['자율주행차', '증강현실(AR)', 'SNS(소셜네트워크서비스)', '클라우드 컴퓨팅', '모바일솔루션(스마트폰)', '패션/의류']"
포메탈,"['로봇(산업용/협동로봇 등)', '방위산업/전쟁 및 테러', '풍력에너지', '자동차부품', '농업']"
포바이포,"['영화', '퓨리오사AI', '영상콘텐츠']"
포스뱅크,['키오스크(KIOSK)']
포스코DX,"['스마트팩토리(스마트공장)', '4차산업 수혜주', 'SI(시스템통합)', '스마트홈(홈네트워크)', '황사/미세먼지', '스마트그리드(지능형전력망)', '인터넷은행', '코리아 밸류업 지수(Korea Value-up Index)', '전력저장장치(ESS)', '클라우드 컴퓨팅']"
포스코스틸리온,"['철강 주요종목', '전기차']"
포스코엠텍,"['비철금속', '리튬']"
포스코인터내셔널,"['종합상사', '자원개발', '니켈', '셰일가스(Shale Gas)', '리비안(RIVIAN)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '우크라이나 재건']"
포스코퓨처엠,"['리튬', '2차전지', '2차전지(소재/부품)', '밸류업(24년 기업가치 제고계획 발표)']"
포시에스,"['클라우드 컴퓨팅', '재택근무/스마트워크', '모바일콘텐츠(스마트폰/태블릿PC)']"
포인트엔지니어링,"['OLED(유기 발광 다이오드)', '반도체 장비', 'LED']"
포커스에이아이,"['보안주(물리)', 'CCTV＆DVR']"
포톤,"['바이오인식(생체인식)', '휴대폰부품', '카메라모듈/부품', '양자암호/양자컴퓨팅']"
폰드그룹,['패션/의류']
폴라리스AI,"['제약업체', 'AI 챗봇(챗GPT 등)', '철도', '패션/의류', '우크라이나 재건', 'GTX(수도권 광역급행철도)', '재난/안전(지진/화재 등)']"
폴라리스AI파마,['제약업체']
폴라리스세원,"['리비안(RIVIAN)', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']"
폴라리스오피스,"['AI 챗봇(챗GPT 등)', 'NFT(대체불가토큰)', '클라우드 컴퓨팅', '모바일솔루션(스마트폰)', '재택근무/스마트워크', '모바일콘텐츠(스마트폰/태블릿PC)']"
푸드나무,"['육계', '음식료업종']"
푸드웰,['음식료업종']
푸른기술,"['로봇(산업용/협동로봇 등)', '4차산업 수혜주', '화폐/금융자동화기기(디지털화폐 등)', '철도', '키오스크(KIOSK)']"
풀무원,"['밸류업(25년 기업가치 제고계획 발표)', '지주사', '음식료업종', '김밥(냉동김밥 등)']"
풍강,['자동차부품']
풍국주정,"['수소차(연료전지/부품/충전소 등)', '주류업(주정, 에탄올 등)']"
풍산,"['비철금속', '방위산업/전쟁 및 테러', '환율하락 수혜', '화폐/금융자동화기기(디지털화폐 등)', '코리아 밸류업 지수(Korea Value-up Index)', '지주사']"
풍산홀딩스,"['비철금속', '방위산업/전쟁 및 테러', '지주사']"
풍원정밀,"['OLED(유기 발광 다이오드)', '日 수출 규제(국산화 등)']"
퓨런티어,"['카메라모듈/부품', '자율주행차']"
퓨릿,['반도체 재료/부품']
퓨쳐켐,"['고령화 사회(노인복지)', '치매']"
프레스티지바이오로직스,"['제약업체', '바이오시밀러(복제 바이오의약품)']"
프레스티지바이오파마,"['제약업체', '바이오시밀러(복제 바이오의약품)']"
프로이천,"['OLED(유기 발광 다이오드)', '반도체 장비']"
프로텍,"['아이폰', '반도체 장비', '전자파', 'LED장비']"
프로티나,['2025 하반기 신규상장']
프로티아,"['의료기기', '백신/진단시약/방역(신종플루, AI 등)']"
프롬바이오,"['탈모 치료', '화장품', '건강기능식품']"
프리시젼바이오,"['의료기기', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']"
프리엠스,"['화폐/금융자동화기기(디지털화폐 등)', '건설기계', '우크라이나 재건']"
플라즈맵,['의료기기']
플랜티넷,"['창투사', '딥페이크(deepfake)', '보안주(정보)', '모바일콘텐츠(스마트폰/태블릿PC)']"
플레이디,['광고']
플레이위드,"['게임', '모바일게임(스마트폰)']"
플루토스,['창투사']
플리토,['AI 챗봇(챗GPT 등)']
피노,"['2차전지', '2차전지(소재/부품)', '통신장비']"
피델릭스,"['휴대폰부품', '스마트폰', '국내 상장 중국기업']"
피씨디렉트,['드론(Drone)']
피아이이,"['스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)', '2차전지', '유리 기판']"
피앤씨테크,"['스마트그리드(지능형전력망)', '철도', '전력설비']"
피앤에스로보틱스,"['지능형로봇/인공지능(AI)', '고령화 사회(노인복지)', '의료기기']"
피에스케이,"['3D 낸드(NAND)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '시스템반도체', 'HBM(고대역폭메모리)', '반도체 장비']"
피에스케이홀딩스,"['3D 낸드(NAND)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', 'HBM(고대역폭메모리)', '반도체 장비']"
피에스텍,"['스마트홈(홈네트워크)', '스마트그리드(지능형전력망)', '전기차', '전기차(충전소/충전기)']"
피에이치에이,"['리비안(RIVIAN)', '자동차부품']"
피엔에이치테크,['OLED(유기 발광 다이오드)']
피엔케이피부임상연구센타,['화장품']
피엔티,"['2차전지(장비)', '2차전지', '리비안(RIVIAN)', '전력저장장치(ESS)', 'OLED(유기 발광 다이오드)']"
피엔티엠에스,"['2차전지(장비)', '2차전지', 'OLED(유기 발광 다이오드)']"
피엠티,['반도체 재료/부품']
피제이메탈,['비철금속']
피제이전자,"['로봇(산업용/협동로봇 등)', '고령화 사회(노인복지)', '보안주(물리)', '의료기기']"
피플바이오,"['탈모 치료', '치매']"
픽셀플러스,"['카메라모듈/부품', '보안주(물리)']"
핀텔,"['지능형로봇/인공지능(AI)', '보안주(정보)']"
필에너지,"['2차전지(장비)', '2차전지']"
필옵틱스,"['2차전지(장비)', 'PCB(FPCB 등)', '2차전지', '플렉서블 디스플레이', '유리 기판', 'OLED(유기 발광 다이오드)']"
핌스,['OLED(유기 발광 다이오드)']
핑거,"['메타버스(Metaverse)', 'STO(토큰증권 발행)', 'NFT(대체불가토큰)', '모바일솔루션(스마트폰)', '핀테크(FinTech)', '웹툰', '마이데이터', '스테이블코인', '모바일콘텐츠(스마트폰/태블릿PC)']"
핑거스토리,"['웹툰', '모바일콘텐츠(스마트폰/태블릿PC)']"
하나29호스팩,['기업인수목적회사(SPAC)']
하나30호스팩,['기업인수목적회사(SPAC)']
하나31호스팩,['기업인수목적회사(SPAC)']
하나32호스팩,['기업인수목적회사(SPAC)']
하나33호스팩,['기업인수목적회사(SPAC)']
하나34호스팩,['기업인수목적회사(SPAC)']
하나금융지주,"['STO(토큰증권 발행)', '코리아 밸류업 지수(Korea Value-up Index)', '토스(toss)', '밸류업(24년 기업가치 제고계획 발표)', '지주사', '은행']"
하나기술,"['2차전지(장비)', '2차전지(전고체)', '폐배터리', '2차전지']"
하나마이크론,"['밸류업(25년 기업가치 제고계획 발표)', '시스템반도체', '반도체 재료/부품', '반도체 장비']"
하나머티리얼즈,['반도체 재료/부품']
하나제약,['제약업체']
하나투어,"['환율하락 수혜', '코리아 밸류업 지수(Korea Value-up Index)', '여행']"
하림,"['지주사', '스포츠행사 수혜(올림픽, 월드컵 등)', '육계', '여름', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']"
하림지주,['지주사']
하스,"['치아 치료(임플란트 등)', '유리 기판']"
하이드로리튬,"['리튬', 'DMZ 평화공원', '재난/안전(지진/화재 등)', '태풍 및 장마', '4대강 복원']"
하이딥,['터치패널(스마트폰/태블릿PC 등)']
하이록코리아,"['조선기자재', '철도', '피팅(관이음쇠)/밸브', '원자력발전']"
하이브,"['음원/음반', '엔터테인먼트']"
하이비젼시스템,"['3D 프린터', '스마트폰', '카메라모듈/부품', '자율주행차', '아이폰', '가상현실(VR)']"
하이스틸,"['강관업체(Steel pipe)', '남-북-러 가스관사업', '철강 중소형', '수자원(양적/질적 개선)']"
하이제8호스팩,['기업인수목적회사(SPAC)']
하이젠알앤엠,"['로봇(산업용/협동로봇 등)', '전기차']"
하이즈항공,"['UAM(도심항공모빌리티)', '항공기부품', '밸류업(25년 기업가치 제고계획 발표)']"
하이텍팜,"['제약업체', '메르스 코로나 바이러스']"
하이트진로,"['환율하락 수혜', '지주사', '스포츠행사 수혜(올림픽, 월드컵 등)', '여름', '주류업(주정, 에탄올 등)', '日제품 불매운동(수혜)', '음식료업종']"
하이트진로홀딩스,"['지주사', '스포츠행사 수혜(올림픽, 월드컵 등)', '주류업(주정, 에탄올 등)', '日제품 불매운동(수혜)', '음식료업종']"
하이퍼코퍼레이션,['치매']
하츠,"['황사/미세먼지', '리모델링/인테리어']"
한국가스공사,"['자원개발', 'LNG(액화천연가스)', '셰일가스(Shale Gas)', '환율하락 수혜', '겨울', '도시가스']"
한국경제TV,['미디어(방송/신문)']
한국금융지주,"['증권', 'STO(토큰증권 발행)', '인터넷은행', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '지주사', '카카오뱅크(kakao BANK)']"
한국단자,"['자율주행차', '자동차부품', '전기차', 'LED']"
한국맥널티,['음식료업종']
한국무브넥스,['자동차부품']
한국비엔씨,"['마리화나(대마)', '비만치료제', '의료기기', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '미용기기', '보톡스(보툴리눔톡신)']"
한국비티비,"['의료기기', '미용기기']"
한국석유,"['남북경협', '아스콘(아스팔트 콘크리트)']"
한국선재,"['피팅(관이음쇠)/밸브', '해저터널(지하화/지하도로 등)']"
한국수출포장,"['골판지 제조', '제지']"
한국쉘석유,['윤활유']
한국알콜,"['밸류업(25년 기업가치 제고계획 발표)', '주류업(주정, 에탄올 등)']"
한국앤컴퍼니,"['타이어', '맥신(MXene)', '전기차', '지주사']"
한국전력,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', '풍력에너지', '환율하락 수혜', '남북경협', '태양광에너지', '원자력발전', '전력설비']"
한국전자인증,"['지능형로봇/인공지능(AI)', '인터넷은행', '토스(toss)', '핀테크(FinTech)', '보안주(정보)', '사물인터넷', '블록체인']"
한국전자홀딩스,"['지주사', '쿠팡(coupang)']"
한국정밀기계,['공작기계']
한국정보인증,"['STO(토큰증권 발행)', '인터넷은행', '양자암호/양자컴퓨팅', '삼성페이', '핀테크(FinTech)', '보안주(정보)', '스테이블코인']"
한국정보통신,"['삼성페이', '면세점', '핀테크(FinTech)', '전자결제(전자화폐)', '쿠팡(coupang)', '애플페이']"
한국제12호스팩,['기업인수목적회사(SPAC)']
한국제13호스팩,['기업인수목적회사(SPAC)']
한국제15호스팩,['기업인수목적회사(SPAC)']
한국제지,['제지']
한국종합기술,"['철도', '테마파크', '수자원(양적/질적 개선)', '재난/안전(지진/화재 등)']"
한국주강,['공작기계']
