date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,0.18504201012902152,8,9,0.10165156705852825,True
2025-02-11,3.1471864531889704e-17,8,10,0.08032067548366327,False
2025-02-18,0.15542216464876527,8,8,0.08914904304360745,True
2025-02-25,0.31713919526074164,8,13,0.13114094123393402,True
2025-03-05,0.5631918444373637,8,15,0.16235700917764312,True
2025-03-12,0.7120190392191367,8,17,0.1845204003380556,True
2025-03-19,0.5790198506238309,8,15,0.14066588109897124,True
2025-03-26,3.835229269763849e-93,8,10,0.11937449486438796,False
2025-04-02,1.1015152586160248e-16,8,10,0.1041713640305546,False
2025-04-09,0.5794357884373024,8,18,0.28976819120277675,True
2025-04-16,1.1411181656376619,8,22,0.4066930032801149,True
2025-04-23,1.6173285949628968,8,22,0.34843634770072457,True
2025-04-30,1.3886035986705374,8,22,0.4114011527451013,True
2025-05-12,0.7502564021361252,8,15,0.1249006951415891,True
2025-05-19,5.245310755314333e-17,8,10,0.08283675849394904,False
2025-05-26,0.08756682522496456,8,9,0.10174118654934795,True
2025-06-02,1.0490621510628313e-17,8,8,0.09746740003904267,False
2025-06-11,0.5074923937220732,8,17,0.2094619785223137,True
2025-06-18,5.166739679546246e-94,8,12,0.18247302260195472,False
2025-06-25,1.1505687809291547e-92,8,13,0.20219671519826887,False
2025-07-02,0.24866894011032836,8,12,0.2375016958429915,True
2025-07-09,0.6223315025100054,8,17,0.2832534342040675,True
2025-07-16,0.5395926082795669,8,19,0.3291730827724864,True
2025-07-23,0.9573581531632521,8,21,0.37574921502480313,True
2025-07-30,0.9748991434533236,8,21,0.3904844073609484,True
2025-08-06,0.30936130017852037,8,20,0.39829257197376033,True
2025-08-13,0.30453915985942853,8,13,0.26900683518357055,True
2025-08-21,0.2727133474047853,8,14,0.2435798844614397,True
2025-08-28,0.22708975551554642,8,13,0.17351408976499316,True
2025-09-04,1.5735932265943647e-17,8,6,0.05223006288198361,False
2025-09-11,0.21170983887621247,8,10,0.11161788307376455,True
2025-09-18,1.5735932265943395e-17,8,10,0.10744848380816795,False
2025-09-25,1.5735932265938196e-17,8,12,0.14440100984883086,False
2025-10-02,0.0984699019924157,8,9,0.10608005081864927,True
2025-10-16,0.18695486886746623,8,14,0.1440078584996395,True
2025-10-23,0.564899672356843,8,15,0.22130652798783895,True
2025-10-30,0.2161381022347895,8,14,0.23193767758074754,True
2025-11-06,0.25624901315539916,8,14,0.19293760736914245,True
2025-11-13,0.8066414630444864,8,21,0.340361104179651,True
2025-11-20,0.5208172254241347,8,17,0.3343534711452848,True
2025-11-27,0.8415515149300206,8,19,0.326707404379364,True
2025-12-04,0.9750624660710332,8,21,0.3741159983496133,True
2025-12-11,0.5588195531847229,8,15,0.23821214410390565,True
2025-12-18,0.8379712210156038,8,19,0.2839750617626675,True
2025-12-26,0.2633731184082812,8,16,0.2872598136840371,True
2026-01-06,1.9176146348819244e-93,8,10,0.16051631269926256,False
2026-01-13,0.248646594154318,8,15,0.18647785095387404,True
2026-01-20,4.196248604252773e-17,8,12,0.1844917168097439,False
2026-01-27,0.2861147433961039,8,12,0.14799239622719382,True
2026-02-03,0.7916527174503574,8,20,0.37945754906231766,True
