ticker,strategy,score,stage,themes,priority,regime,dev_bb_pct,trend_strength,momentum
대성산업,Early Breakout (Transition),85,Early Breakout,[],HIGH,Transition,43.25,-0.0799999999999999,0.9403453689167977
대모,Early Breakout (Transition),81,Early Breakout,[],HIGH,Transition,6.68,-0.0799999999999999,0.8568464730290457
코오롱,Early Breakout (Transition),80,Early Breakout,[],HIGH,Transition,5.89,0.04,0.9184615384615384
나노,Early Breakout (Transition),79,Early Breakout,[],HIGH,Transition,4.98,-0.0799999999999999,0.8612637362637363
아주IB투자,Super Trend (Bull Quiet),79,Super Trend,[],HIGH,Bull Quiet,44.18,0.5199999999999998,0.9039087947882736
미래에셋벤처투자,Super Trend (Bull Quiet),78,Super Trend,[],HIGH,Bull Quiet,67.41,0.3999999999999999,0.90777666999003
신영와코루,Early Breakout (Transition),78,Early Breakout,[],HIGH,Transition,3.78,-0.0799999999999999,0.9287305122494433
스피어,Super Trend (Bull Quiet),78,Super Trend,[],HIGH,Bull Quiet,49.18,0.4599999999999999,0.9460207612456748
미래에셋증권,Super Trend (Bull Quiet),77,Super Trend,[],HIGH,Bull Quiet,50.51,0.5199999999999998,0.9037593984962408
이화산업,Early Breakout (Transition),77,Early Breakout,[],HIGH,Transition,2.18,-0.0799999999999999,0.8858695652173914
한국알콜,Early Breakout (Transition),77,Early Breakout,[],HIGH,Transition,2.41,-0.0199999999999999,0.861328125
나노팀,Super Trend (Bull Quiet),77,Super Trend,[],HIGH,Bull Quiet,43.0,0.4599999999999999,0.9049295774647887
GS리테일,Early Breakout (Transition),77,Early Breakout,[],HIGH,Transition,2.57,-0.0799999999999999,0.8894736842105263
BYC,Early Breakout (Transition),76,Early Breakout,[],HIGH,Transition,1.45,-0.0799999999999999,0.8861788617886179
유니온바이오메트릭스,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.54,0.0999999999999998,0.5135593220338983
대덕,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.45,-0.0799999999999999,0.8778801843317973
