Theme,Tier,Bull_Pct,Bear_Pct,Trend,Fiedler,Fiedler_Change,Stocks,Status
전기차,3,33.9622641509434,47.16981132075472,-0.22792452830188678,4.533892397296563,0.6235504725241623,106,RESEARCH
방위산업/전쟁 및 테러,3,41.1764705882353,52.94117647058823,-0.2650980392156863,3.4480049852588,1.4814481877028636,51,RESEARCH
지능형로봇/인공지능(AI),3,39.21568627450981,47.05882352941177,-0.2749019607843137,3.085982349812703,0.2476084818984736,51,RESEARCH
통신장비,3,30.232558139534884,53.48837209302326,-0.27813953488372095,2.795811516408569,1.1032478233039231,43,RESEARCH
휴대폰부품,3,31.914893617021278,53.191489361702125,-0.2961702127659575,2.614065775935144,0.2417565694851142,47,RESEARCH
조선기자재,3,62.16216216216216,24.324324324324323,0.0778378378378378,2.163769079534444,0.3913483581537558,37,RESEARCH
도시가스,3,62.5,37.5,-0.06500000000000003,2.1091259581454462,0.6111094845338845,8,RESEARCH
UAM(도심항공모빌리티),3,33.333333333333336,50.0,-0.2733333333333333,1.876895524477831,0.540347249719618,30,RESEARCH
폴더블폰,3,38.70967741935484,51.61290322580645,-0.16903225806451616,1.833293027603263,0.4678523610371561,31,RESEARCH
비만치료제,3,37.142857142857146,51.42857142857143,-0.27314285714285713,1.822813807340619,0.1916225300849292,35,RESEARCH
건설기계,3,33.333333333333336,47.61904761904762,-0.21619047619047618,1.6971385745785177,0.0235785619305433,21,RESEARCH
SI(시스템통합),3,34.375,53.125,-0.295,1.6170997141704693,0.2589394502611877,32,RESEARCH
건설 대표주,3,22.22222222222222,33.333333333333336,-0.21999999999999995,1.5456990593226851,0.3067982348800195,9,RESEARCH
남북경협,3,29.62962962962963,51.851851851851855,-0.2214814814814815,1.3425146906064689,0.0866218983202968,27,RESEARCH
