date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,0.8769600919539564,20,97,0.2279855958111479,True
2025-02-11,0.4997515391963654,20,72,0.1718032814716951,True
2025-02-18,0.3888045272288136,20,81,0.192950602363137,True
2025-02-25,0.2602637471753475,20,90,0.2111186946822252,True
2025-03-05,0.5676018855950048,20,75,0.1562407556166045,True
2025-03-12,0.7803531158750955,20,86,0.1844208535290044,True
2025-03-19,0.6703867605171854,20,69,0.1306438593560152,True
2025-03-26,0.6929272860012018,20,63,0.104593610786654,True
2025-04-02,0.7339218089571207,20,107,0.2434374322587121,True
2025-04-09,1.1969809867980667,20,115,0.2767513587668718,True
2025-04-16,2.849480566230651e-16,20,105,0.2853034131473838,False
2025-04-23,1.0765461298752077,20,98,0.2558759601410684,True
2025-04-30,0.6400902770224239,20,92,0.2160462254555412,True
2025-05-12,0.2521400002301594,20,86,0.2051843689067803,True
2025-05-19,0.4487668468007746,20,81,0.1761510724918318,True
2025-05-26,0.9148740725552236,20,76,0.1686773339284956,True
2025-06-02,0.6808011805219357,20,80,0.1543787272815822,True
2025-06-11,0.6877705057633717,20,89,0.1902699465715114,True
2025-06-18,0.7352953309157954,20,78,0.2021627288049608,True
2025-06-25,1.095334302938211,20,103,0.2797460593818484,True
2025-07-02,1.2790172025500202,20,96,0.2535165431071523,True
2025-07-09,0.7898736720845585,20,79,0.1973830599509743,True
2025-07-16,0.8670716275555144,20,82,0.2095358660808456,True
2025-07-23,0.6438919866598939,20,79,0.1585011704148552,True
2025-07-30,0.8186018597614851,20,77,0.0987504761757814,True
2025-08-06,0.5174831693034426,20,119,0.2802914389114305,True
2025-08-13,0.8858984781590457,20,108,0.2804220662937255,True
2025-08-21,1.489207717171668,20,113,0.2675421914992177,True
2025-08-28,1.128610495608582,20,97,0.2199667343311389,True
2025-09-04,0.6011030242166102,20,72,0.0499216461620973,True
2025-09-11,0.5895418367402095,20,70,0.0593188926231561,True
2025-09-18,0.6592220611059019,20,66,0.0532089710073338,True
2025-09-25,0.8391850037687191,20,71,0.0766975700622333,True
2025-10-02,0.881108098603918,20,68,0.1311931470649263,True
2025-10-16,0.7913532911877328,20,81,0.1326960102001397,True
2025-10-23,1.200804975350846,20,95,0.1892384481161463,True
2025-10-30,1.1857333251531614,20,114,0.2763494910244092,True
2025-11-06,0.8962538276214791,20,101,0.2415168257255594,True
2025-11-13,1.539418736881809,20,127,0.3719449944289781,True
2025-11-20,0.6757756993677204,20,119,0.3596844193938502,True
2025-11-27,0.5813628112892971,20,116,0.2916537562827078,True
2025-12-04,0.8587640832559419,20,131,0.3344884057826225,True
2025-12-11,0.6547619648891726,20,118,0.2457271818347467,True
2025-12-18,0.5342310144184584,20,82,0.1721182429496239,True
2025-12-26,1.106245020537116,20,97,0.1993895990117433,True
2026-01-06,0.5657888635567802,20,65,0.0981235897228408,True
2026-01-13,0.7619310451350276,20,76,0.1607163047084568,True
2026-01-20,1.3553369403410294,20,96,0.1994062657981915,True
