Theme,Stocks,Week_Before_Fiedler,Last_Week_Fiedler,Change,Pct_Change
통신,5,1.585786437626904,2.999999999999999,1.4142135623730951,89.18058124456127
타이어,13,4.780210497653858,6.184351163596324,1.4041406659424664,29.3740341901601
탈모 치료,23,9.835572170212549,11.192308645556274,1.356736475343725,13.794179452545318
지주사,156,84.94760419838786,86.266260336608,1.3186561382201347,1.5523170437397225
김밥(냉동김밥 등),7,1.6972243622680045,3.0000000000000004,1.302775637731996,76.75918792439992
IT 대표주,10,3.773709456608051,5.0697339600261415,1.2960245034180904,34.34351579845802
종합상사,13,6.496775583730973,7.709836328998055,1.2130607452670814,18.671735380621595
셰일가스(Shale Gas),14,5.254382493484128,6.443285428540047,1.1889029350559195,22.62688216037295
백화점,7,2.829913513373967,3.9999999999999987,1.1700864866260319,41.34707584158624
전기차,115,62.78757557767155,63.951779884625864,1.1642043069543178,1.8541953503430557
LPG(액화석유가스),10,4.4704845007740275,5.627869866366041,1.1573853655920132,25.88948391145572
황사/미세먼지,28,11.906355904954339,13.030376680339643,1.1240207753853042,9.440510466494532
모듈러주택,11,4.4146967499604095,5.4961814545515795,1.08148470459117,24.497372432225806
태양광에너지,56,29.722976655939277,30.803524114976987,1.0805474590377102,3.6353945015187232
스마트그리드(지능형전력망),22,9.75785667607633,10.833895207096782,1.076038531020453,11.027406599018958
LED장비,12,4.20632724693213,5.2338964739208,1.0275692269886703,24.429131797534875
2차전지(LFP/리튬인산철),15,6.849742685391512,7.872105304929436,1.0223626195379234,14.925562411538792
아이폰,26,11.675639132191971,12.684757011008363,1.009117878816392,8.642934809744682
건설 대표주,9,3.9999999999999996,5.000000000000003,1.000000000000003,25.00000000000008
테마파크,6,2.9999999999999996,3.9999999999999982,0.9999999999999987,33.33333333333329
바이오인식(생체인식),20,7.838288764578885,8.790150846505371,0.9518620819264862,12.143748597626786
제지,15,6.236512156357981,7.146555816285222,0.9100436599272408,14.592189305675804
반도체 재료/부품,69,37.45294356065401,38.33287525927115,0.8799316986171348,2.3494326879597853
전기차(충전소/충전기),35,16.19199372776833,17.066079864543774,0.8740861367754427,5.398261335022849
겨울,22,9.645533616755785,10.493079809207453,0.8475461924516683,8.786929019451547
광고,26,11.262607062207971,12.10507819312389,0.8424711309159196,7.480249699404482
딥페이크(deepfake),15,6.2988489550191815,7.101117495261642,0.8022685402424603,12.73674834833402
소매유통,24,11.786932794934453,12.577666247354315,0.7907334524198628,6.708559946652858
원격진료/비대면진료(U-Healthcare),23,7.853749854530326,8.632043939493904,0.7782940849635782,9.909840514141537
SNS(소셜네트워크서비스),11,5.133801737490974,5.901951827472857,0.7681500899818827,14.962597491294982
스마트팩토리(스마트공장),40,17.616464711009073,18.37757492414574,0.7611102131366678,4.320448090024706
CCTV＆DVR,9,3.8299135133739686,4.5857864376269095,0.755872924252941,19.736031156146225
HBM(고대역폭메모리),35,16.42298199467902,17.134874783131707,0.7118927884526869,4.3347352428647685
건설기계,23,10.626661796598986,11.330680667012421,0.7040188704134351,6.625023774058125
엠폭스(원숭이두창),22,8.679225237971696,9.381637259972797,0.7024120220011003,8.09302677073111
전기자전거,6,1.0000000000000004,1.6972243622680043,0.6972243622680039,69.72243622680035
원자력발전,57,28.675130258257692,29.363771137447905,0.6886408791902134,2.401526594606847
mRNA(메신저 리보핵산),16,7.1428086635853205,7.822921584959946,0.6801129213746258,9.521645523586574
리튬,26,12.023019666630894,12.700252511695535,0.6772328450646405,5.632801607604919
페라이트,16,7.198076726558863,7.861283324463712,0.6632065979048489,9.213663914664934
AI 챗봇(챗GPT 등),30,12.800702604341447,13.442605913083005,0.6419033087415578,5.01459434362495
반도체 대표주(생산),6,2.381966011250107,3.000000000000001,0.618033988749894,25.946381511360716
클라우드 컴퓨팅,38,19.6561079832502,20.24074205011369,0.5846340668634866,2.9743124496552316
갤럭시 부품주,41,21.649357071187133,22.213611925331218,0.5642548541440853,2.6063353857978777
모바일게임(스마트폰),41,20.26001011809507,20.759973105604093,0.4999629875090221,2.467733158052493
화학섬유,10,4.607242104294791,5.105582008930062,0.4983399046352712,10.816447092518265
수자원(양적/질적 개선),34,14.419404287214457,14.90314983191572,0.48374554470126263,3.354823369022221
웹툰,18,8.241578721458323,8.714356088529863,0.47277736707154006,5.736490338199227
치매,55,28.46239279086403,28.913997745687098,0.4516049548230683,1.5866724844301432
고체산화물 연료전지(SOFC),15,6.508658088567072,6.937908051242661,0.42924996267558857,6.595060868685007
조선,9,2.5494362134213278,2.9429717256965766,0.39353551227524886,15.43617801471199
3D 낸드(NAND),21,8.591289744912896,8.970969256888647,0.3796795119757519,4.419354057993086
CXL(컴퓨트익스프레스링크),15,6.334416149273656,6.696421485684079,0.362005336410423,5.714896651555374
PCB(FPCB 등),35,16.25467344724421,16.577264482726076,0.3225910354818673,1.9846048370572393
영화,14,6.23062258404233,6.549948440299903,0.3193258562575725,5.125103502102977
초전도체,18,8.37778830303082,8.60208177967406,0.22429347664323984,2.677239726409624
일자리(취업),9,4.0,4.216890396470205,0.21689039647020536,5.422259911755134
윤활유,8,3.561716760597111,3.7716717840533662,0.20995502345625505,5.894770347237176
우주항공산업(누리호/인공위성 등),30,15.757614093580816,15.95162780695567,0.1940137133748543,1.2312378779087483
전자파,13,7.169261877033895,7.359385269162044,0.19012339212814933,2.651924220221234
출산장려정책,21,9.101462102522028,9.286902224318167,0.18544012179613922,2.03747617368811
치아 치료(임플란트 등),14,6.703080956006531,6.885394158358473,0.18231320235194204,2.7198418689628667
요소수,5,0.8299135133739655,0.9999999999999993,0.17008648662603387,20.49448332688994
보톡스(보툴리눔톡신),14,7.589909155607871,7.747105771545602,0.15719661593773093,2.071126448484365
SI(시스템통합),35,14.71635460412121,14.85497131405826,0.13861670993704855,0.9419228719742179
NI(네트워크통합),7,1.697224362268005,1.8299135133739668,0.1326891511059618,7.818008865289264
캐릭터상품,10,4.000000000000002,4.107725245487795,0.10772524548779305,2.6931311371948254
교육/온라인 교육,29,13.609061377423618,13.704065655743292,0.09500427831967428,0.6980957443345729
보안주(정보),51,24.251629451281055,24.330872789062106,0.07924333778105108,0.3267546947319252
마스크,24,11.534421694789748,11.603073711277656,0.06865201648790809,0.5951925315763262
자원개발,16,9.2801435579995,9.34628639051905,0.06614283251954944,0.7127350143472102
창투사,21,9.907848706946883,9.946597465154374,0.03874875820749146,0.3910915411972611
휴대폰부품,51,26.35264205019701,26.387613502715062,0.03497145251805378,0.13270567881368212
日 수출 규제(국산화 등),23,11.136728382364609,11.156001231136884,0.019272848772274642,0.17305664743331495
LED,45,-1.4210854715202004e-14,1.4210854715202004e-14,2.842170943040401e-14,0.0
전기차 화재 방지(배터리 열폭주 등),39,7.105427357601002e-15,1.4210854715202004e-14,7.105427357601002e-15,100.0
RFID(NFC 등),18,-3.552711344175712e-15,7.229197075985089e-24,3.552711351404909e-15,0.0
의료AI,29,-3.552713678800501e-15,-1.7763568394045805e-15,1.7763568393959204e-15,0.0
2차전지(생산),5,1.9999999999999996,2.0,4.440892098500626e-16,2.2204460492503137e-14
사물인터넷,34,-6.534906588451037e-38,1.944106424941247e-41,6.536850694875978e-38,0.0
야놀자(Yanolja),6,6.0,6.0,0.0,0.0
낙태/피임,4,2.0,2.0,0.0,0.0
폐기물처리,5,2.0,2.0,0.0,0.0
터치패널(스마트폰/태블릿PC 등),10,8.881784283285501e-16,-2.0514435703508237e-29,-8.881784283285706e-16,-100.0000000000023
밥솥,5,2.000000000000001,1.9999999999999998,-1.1102230246251565e-15,-5.551115123125781e-14
항공/저가 항공사(LCC),10,8.881785260861507e-16,-3.877849128116384e-16,-1.275963438897789e-15,-143.6606944912812
탄소나노튜브(CNT),6,2.0000000000000018,2.0000000000000004,-1.3322676295501878e-15,-6.661338147750933e-14
2025 상반기 신규상장,7,4.0,3.9999999999999964,-3.552713678800501e-15,-8.881784197001252e-14
기업인수목적회사(SPAC),68,-1.4951911346449388e-14,-1.959798556870794e-14,-4.646074222258551e-15,0.0
삼성페이,28,1.4210854715202004e-14,7.0990225300427936e-15,-7.11183218515921e-15,-50.04506996719456
GTX(수도권 광역급행철도),29,13.14820590513351,13.140999292511731,-0.007206612621779129,-0.05481061578877024
핀테크(FinTech),36,17.84155020798147,17.82502326403318,-0.01652694394828913,-0.09263177109405972
키오스크(KIOSK),13,4.9999999999999964,4.979785918265909,-0.02021408173408723,-0.40428163468174494
비료,10,4.668645991516083,4.646891014057061,-0.021754977459021774,-0.46598044697660024
마이크로 LED,12,5.595681630220017,5.561180010311815,-0.03450161990820266,-0.6165758202159562
코로나19(치료제/백신 개발 등),33,18.45708338010596,18.382340759646294,-0.0747426204596664,-0.40495358297090445
스마트카(SMART CAR),17,6.4378505796148,6.333352444549888,-0.10449813506491168,-1.62318360410229
4차산업 수혜주,45,23.53183630619748,23.423036712327043,-0.1087995938704367,-0.46235063194699605
강관업체(Steel pipe),13,5.683947949609606,5.57222379481841,-0.11172415479119557,-1.9656083374033924
메르스 코로나 바이러스,24,11.549426485314799,11.329689156707621,-0.21973732860717732,-1.9025821661930602
면역항암제,35,17.45174103775599,17.20671159613213,-0.24502944162385987,-1.4040400960210826
마리화나(대마),11,4.583003018772616,4.318212187855971,-0.26479083091664535,-5.77767088156009
철강 주요종목,11,5.019802238509948,4.724095289427556,-0.29570694908239226,-5.8908087417039035
미용기기,19,10.185304973055747,9.824527022140241,-0.36077795091550513,-3.5421418589812363
엔젤산업,25,12.093842269551901,11.688817968394053,-0.40502430115784804,-3.3490125977379304
4대강 복원,8,3.999999999999999,3.585786437626904,-0.4142135623730949,-10.355339059327376
유심(USIM),6,3.0,2.585786437626904,-0.4142135623730958,-13.807118745769861
시스템반도체,60,31.537080488026994,31.09581172420578,-0.4412687638212134,-1.399206131299124
재택근무/스마트워크,17,8.261437088907947,7.78495242417941,-0.47648466472853634,-5.7675760234049225
마이데이터,12,6.054774844446917,5.572373582557203,-0.4824012618897138,-7.967286551243831
태풍 및 장마,11,4.8939685491373925,4.384979782260736,-0.5089887668766568,-10.400327704728934
네옴시티,29,15.29726612697614,14.752434925209016,-0.5448312017671242,-3.5616246540049095
슈퍼박테리아,10,6.585786437626907,6.000000000000001,-0.585786437626906,-8.894707460905545
냉각시스템(액침냉각 등),13,6.483187067689783,5.840874730448848,-0.6423123372409343,-9.90735467810303
페인트,8,3.1863934973516703,2.5349372816036624,-0.6514562157480079,-20.444939279767464
니켈,16,6.4397189113299085,5.783274911202508,-0.6564440001274008,-10.193674742114393
희귀금속(희토류 등),17,8.298360330764824,7.594794068447149,-0.7035662623176755,-8.478376863310185
DMZ 평화공원,19,9.57236381724521,8.863574124165627,-0.7087896930795825,-7.4045419356361455
OLED(유기 발광 다이오드),88,40.39704355686347,39.67878968630866,-0.7182538705548112,-1.777986226996504
日제품 불매운동(수혜),20,10.394999662303599,9.633682572635966,-0.7613170896676333,-7.3238779644069805
줄기세포,21,10.054347053447085,9.284575106883478,-0.7697719465636066,-7.6561107595713445
가상화폐(비트코인 등),31,14.87670187125576,14.09218781564226,-0.7845140556134993,-5.273440729018774
코로나19(음압병실/음압구급차),7,4.000000000000002,3.1980622641951633,-0.8019377358048385,-20.048443395120955
면세점,8,3.8299135133739646,3.0000000000000027,-0.8299135133739619,-21.669249461532853
무선충전기술,13,6.1497063049363145,5.316748819730274,-0.8329574852060402,-13.54467097944877
의료기기,90,50.18953442578263,49.32991195809948,-0.8596224676831525,-1.7127524244208967
"스포츠행사 수혜(올림픽, 월드컵 등)",9,3.686356555766473,2.8191721236430087,-0.8671844321234641,-23.524160482169034
육계,9,4.785680256622464,3.9184376888960997,-0.8672425677263642,-18.121615344574405
미디어(방송/신문),13,5.7569904232976965,4.836816630263402,-0.9201737930342944,-15.983590823957009
전력설비,35,16.35409459046362,15.432215566581018,-0.9218790238826031,-5.636992123184662
리모델링/인테리어,25,12.299149753048303,11.375662891425394,-0.9234868616229086,-7.5085422989831105
제습기,9,3.969678152815356,3.041373472874536,-0.9283046799408199,-23.3848852275959
구제역/광우병 수혜,22,12.230839230788357,11.288011293753412,-0.942827937034945,-7.708611970481879
2차전지(나트륨이온),12,6.875114580235425,5.919395599429073,-0.9557189808063518,-13.901135314222282
전력저장장치(ESS),53,28.175348031447108,27.210998627971538,-0.9643494034755697,-3.422670777302338
은행,11,7.9999999999999964,6.999999999999999,-0.9999999999999973,-12.499999999999972
뉴로모픽 반도체,7,4.999999999999996,3.9999999999999982,-0.9999999999999973,-19.999999999999964
렌터카,4,1.9999999999999987,1.0,-0.9999999999999987,-49.999999999999964
정유,4,2.0,1.0000000000000004,-0.9999999999999996,-49.99999999999998
애플페이,10,4.903492785581714,3.8850924585232436,-1.0184003270584707,-20.76887581140094
마이코플라스마 폐렴,13,5.96595816419651,4.913117788874064,-1.0528403753224467,-17.647464939342935
전선,9,4.771671784053364,3.686356555766476,-1.085315228286888,-22.744968166376097
증권,26,7.934726926929004,6.841952700091964,-1.0927742268370402,-13.772045804479616
리츠(REITs),24,12.669242151993373,11.556439469913391,-1.1128026820799821,-8.783498402900873
마이크로바이옴,21,10.60730562385511,9.466094951456654,-1.141210672398456,-10.758723401274974
카지노,6,3.0000000000000004,1.8299135133739677,-1.1700864866260328,-39.00288288753442
음식료업종,70,38.15114184274798,36.91553975879968,-1.2356020839483008,-3.238702760303286
2차전지(전고체),33,12.33490291038855,11.082662475277063,-1.2522404351114869,-10.152008850080534
"주류업(주정, 에탄올 등)",13,6.14881845896523,4.88578579214664,-1.2630326668185896,-20.54106289277473
종합 물류,18,8.540120814730832,7.248597915992902,-1.29152289873793,-15.123005010774385
스마트홈(홈네트워크),27,14.274850714797214,12.96794665774323,-1.306904057053984,-9.15529053974103
화폐/금융자동화기기(디지털화폐 등),13,6.902133209777158,5.512866374018617,-1.3892668357585416,-20.12807915371131
홈쇼핑,8,4.000000000000002,2.604182110035028,-1.3958178899649738,-34.89544724912433
도시가스,9,5.9999999999999964,4.585786437626905,-1.4142135623730914,-23.570226039551535
환율하락 수혜,24,12.839785813644147,11.355493312438695,-1.4842925012054522,-11.560103281693179
유전자 치료제/분석,43,21.840381892969827,20.34889383655047,-1.4914880564193567,-6.82903835532038
해저터널(지하화/지하도로 등),8,4.585786437626907,2.9999999999999982,-1.5857864376269086,-34.580468567296286
UAM(도심항공모빌리티),30,16.903141258447835,15.289244031070794,-1.6138972273770413,-9.547913034037087
3D 프린터,10,6.381966011250107,4.69490055307259,-1.6870654581775169,-26.434886290581368
국내 상장 중국기업,13,6.606808472943829,4.806731348067004,-1.8000771248768253,-27.245789434467376
토스(toss),7,3.9999999999999982,2.108780151289707,-1.8912198487102914,-47.2804962177573
블록체인,25,12.43756336466494,10.510369624440335,-1.927193740224606,-15.494946105760189
카카오뱅크(kakao BANK),11,5.676595723913523,3.721530206489134,-1.955065517424389,-34.440809465933576
플렉서블 디스플레이,27,13.993902811259208,12.037780582767912,-1.9561222284912958,-13.978389409117806
자전거,4,3.9999999999999982,1.9999999999999987,-1.9999999999999996,-50.000000000000014
2차전지(장비),52,26.216678408484196,24.183533905509666,-2.0331445029745296,-7.755156741429787
NFT(대체불가토큰),22,11.829638853627362,9.793032923403722,-2.03660593022364,-17.21612937996961
여름,30,16.03675965348468,13.861797917594593,-2.1749617358900863,-13.562351640142476
남북경협,29,12.563624673943096,10.381090208527842,-2.1825344654152534,-17.371853442437043
농업,25,11.69255052298205,9.352453086980553,-2.3400974360014963,-20.01357557875817
사료,20,9.878425190768581,7.538022394076908,-2.3404027966916736,-23.69206378035628
자동차 대표주,9,3.3790657378875046,1.0000000000000004,-2.379065737887504,-70.40602114402273
MLCC(적층세라믹콘덴서),11,7.381966011250104,4.999999999999992,-2.381966011250112,-32.26736627640929
영상콘텐츠,37,20.20390874539091,17.812306964800936,-2.3916017805899727,-11.837322226747663
호텔/리조트,18,10.20463971459426,7.742391253045373,-2.462248461548887,-24.128715274753695
석유화학,22,10.773412888595733,8.302771148556385,-2.4706417400393477,-22.932767597301147
바이오시밀러(복제 바이오의약품),24,11.702442443724157,9.208428536241058,-2.494013907483099,-21.311909197388115
핵융합에너지,9,5.9999999999999964,3.466397093103536,-2.5336029068964603,-42.22671511494103
화장품,100,53.453575919498654,50.90541148429269,-2.548164435205962,-4.767060746400783
마켓컬리(kurly),12,5.3932763956338725,2.8377466631361763,-2.555529732497696,-47.383622589165384
양자암호/양자컴퓨팅,29,14.215891211527167,11.6140554778605,-2.6018357336666664,-18.302304758472893
골프,15,7.585786437626901,4.969919550135082,-2.6158668874918183,-34.483792933012666
카메라모듈/부품,32,16.735802932501574,14.071349127658625,-2.6644538048429496,-15.920681042846635
아프리카 돼지열병(ASF),33,20.32519003054351,17.604975757125285,-2.7202142734182253,-13.383462931123624
증강현실(AR),23,12.807095840126262,9.8759734372779,-2.931122402848363,-22.886706240338917
자율주행차,62,33.27496820869512,30.31542971504082,-2.9595384936543,-8.894188794088583
지역화폐,5,4.999999999999996,1.9999999999999991,-2.9999999999999964,-59.999999999999986
건설 중소형,32,18.09819745126033,15.069904516863401,-3.0282929343969283,-16.73256655836763
우크라이나 재건,41,22.445210649614342,19.25900153472937,-3.1862091148849707,-14.19549660114113
메타버스(Metaverse),54,30.075540294775816,26.788898163792883,-3.2866421309829335,-10.927957066672647
두나무(Dunamu),13,10.000000000000002,6.6516697216846765,-3.3483302783153253,-33.48330278315325
비철금속,26,15.890045113503422,12.420992260414435,-3.4690528530889875,-21.831611101852523
퓨리오사AI,9,4.999999999999999,1.4659298032772685,-3.5340701967227304,-70.68140393445462
밸류업(24년 기업가치 제고계획 발표),101,51.90761792796443,48.28533377526747,-3.622284152696963,-6.97832861011623
여행,9,8.999999999999995,5.000000000000001,-3.999999999999994,-44.4444444444444
모바일콘텐츠(스마트폰/태블릿PC),39,21.824550515687204,17.815368540315514,-4.009181975371689,-18.37005519307232
골판지 제조,12,6.913869802348506,2.8072994928995927,-4.106570309448913,-59.39611862598269
음성인식,14,7.658070714199205,3.4816642816935595,-4.176406432505646,-54.536012898940264
2차전지(소재/부품),88,42.600610862138964,38.381621014761215,-4.218989847377749,-9.903590023699287
피팅(관이음쇠)/밸브,9,6.0,1.7679688418163857,-4.232031158183615,-70.53385263639358
스테이블코인,23,13.139194146888299,8.76133531487941,-4.377858832008888,-33.31908169608467
패션/의류,62,32.27670540694726,27.765942302616025,-4.510763104331232,-13.975289756061452
"백신/진단시약/방역(신종플루, AI 등)",48,27.57113381779793,22.902912717307718,-4.668221100490211,-16.931552874611
가상현실(VR),34,19.37189386826149,14.6952485675396,-4.676645300721891,-24.141394396053396
자동차부품,159,85.70525642995328,81.02534986386055,-4.6799065660927255,-5.460466208297974
공작기계,14,10.000000000000007,4.987714471519414,-5.012285528480593,-50.12285528480589
전자결제(전자화폐),15,11.999999999999986,6.806093413955258,-5.1939065860447275,-43.28255488370611
항공기부품,16,10.785680256622456,5.533924326045422,-5.251755930577034,-48.69193046356472
코로나19(진단키트),47,25.919636337984603,19.25964807194005,-6.659988266044554,-25.694759676409895
제약업체,96,52.32822262474673,44.267344283787764,-8.060878340958965,-15.404456594608023
코로나19(진단/치료제/백신 개발 등),82,46.77004280357502,37.54631481360982,-9.223727989965205,-19.721444405563297
2차전지,159,89.48890872030836,76.53230550047398,-12.956603219834378,-14.478445882415865
