theme,n_stocks,current_fiedler,historical_fiedler,fiedler_change,pct_change,current_date
전기차,115,6.181911122166845,1.9804838979512338,4.201427224215611,212.14144828755707,2025-07-09
2차전지,159,5.926459408989185,1.983824429114688,3.942634979874497,198.73910826039975,2025-07-09
의료기기,90,4.574945080221875,1.2106151442798458,3.3643299359420293,277.9025152492501,2025-07-09
OLED(유기 발광 다이오드),88,4.580680338107267,1.3405227941985278,3.240157543908739,241.70850043963372,2025-07-09
화장품,100,5.8176365073953145,2.755727135530894,3.0619093718644206,111.11076029211218,2025-07-09
방위산업/전쟁 및 테러,59,3.418111146708927,1.1702479297520105,2.247863216956916,192.08435749450678,2025-07-09
2차전지(소재/부품),88,3.2182054253889123,1.1337066317442799,2.0844987936446326,183.8658022523427,2025-07-09
증권,26,4.594259386420966,2.6138799166570053,1.9803794697639612,75.76398047760155,2025-07-09
밸류업(25년 기업가치 제고계획 발표),83,5.879433263805692,3.9851289702497157,1.894304293555976,47.53432844200461,2025-07-09
자율주행차,62,2.7517651880328695,0.8693643019206754,1.8824008861121941,216.5261308698126,2025-10-24
스테이블코인,23,2.78938111431139,0.9283480045490525,1.8610331097623374,200.46718478878392,2025-07-09
고령화 사회(노인복지),43,2.450366178810129,0.6579265941252217,1.7924395846849075,272.4376246058472,2025-07-09
창투사,21,2.9110197770093267,1.1273531377594244,1.7836666392499023,158.21720626022105,2025-10-23
우크라이나 재건,41,3.3000005019624137,1.6396020260548765,1.6603984759075372,101.26838400551992,2025-07-09
보안주(정보),51,2.2793856561991874,0.6211861214715683,1.6581995347276193,266.9408535399024,2025-07-09
LED,45,2.2420147821087886,0.6062732651929248,1.6357415169158638,269.8026798848449,2025-07-09
4차산업 수혜주,45,1.513419652233635,0.06879180237425928,1.4446278498593756,2099.9999999998995,2025-07-09
퓨리오사AI,9,2.292400204747506,0.8917671949118304,1.4006330098356754,157.06263000335608,2025-07-09
해운,6,2.638299600547689,1.3679066683630188,1.27039293218467,92.87131655736106,2025-10-23
통신장비,48,2.5832367654209247,1.331367835436586,1.2518689299843386,94.02877977548721,2025-07-09
태양광에너지,56,2.3742178443038053,1.1550357861457745,1.2191820581580308,105.55361771311911,2025-10-23
유리 기판,21,2.3666312925923787,1.1890846641079238,1.177546628484455,99.02967080715611,2025-10-23
딥페이크(deepfake),15,1.9063837897737104,0.7320306496318177,1.1743531401418927,160.42403972190857,2025-07-09
코로나19(진단/치료제/백신 개발 등),82,2.1175739815476256,1.002009890977071,1.1155640905705546,111.33264258327387,2025-07-09
모바일콘텐츠(스마트폰/태블릿PC),39,1.1373616599694958,0.051698257271341745,1.085663402698154,2099.9999999999563,2025-07-09
교육/온라인 교육,29,2.080455981632209,1.0068421013761566,1.0736138802560524,106.63180242350134,2025-10-23
클라우드 컴퓨팅,38,2.591361366933142,1.5240878358737178,1.0672735310594244,70.02703557748598,2025-10-23
SI(시스템통합),35,2.2761113302311893,1.2183214821588157,1.0577898480723735,86.82354071258871,2025-07-09
바이오인식(생체인식),20,1.7712885376316057,0.7180030770048706,1.053285460626735,146.69651069191588,2025-07-09
치매,55,3.04953193307696,2.1203267878287115,0.9292051452482486,43.823676170208984,2025-10-23
원자력발전,57,3.8368415980385855,2.945554670241345,0.8912869277972404,30.258712791917468,2025-10-23
폐기물처리,5,1.2383473239907459,0.35843577893344064,0.8799115450573052,245.48652695207065,2025-10-23
UAM(도심항공모빌리티),30,2.1438996359178337,1.2675965713909898,0.8763030645268439,69.13106932478034,2025-10-23
STO(토큰증권 발행),29,2.1070776568813927,1.3230520117878852,0.7840256450935075,59.25886798917504,2025-07-09
AI 챗봇(챗GPT 등),30,1.092917764523372,0.31455226468111497,0.7783654998422571,247.45188232274978,2025-07-09
NFT(대체불가토큰),22,1.4268323285244942,0.6992272823083887,0.7276050462161054,104.05844632006233,2025-10-24
원격진료/비대면진료(U-Healthcare),23,0.9921657091450871,0.2679907924001275,0.7241749167449596,270.2238051760076,2025-07-09
카지노,6,1.0599627105734366,0.3395259053118395,0.720436805261597,212.18905361577868,2025-10-23
