theme,n_stocks,current_fiedler,historical_fiedler,fiedler_change,pct_change,current_date
전기차 화재 방지(배터리 열폭주 등),39,1.2482036072922178,0.5288683867788109,0.7193352205134069,136.01403269623964,2025-07-09
제지,15,0.8458367230482042,0.16993236069458667,0.6759043623536176,397.7490570900714,2025-10-23
HBM(고대역폭메모리),35,1.511846161515993,0.8680314285112645,0.6438147330047286,74.16951873608039,2025-10-24
남북경협,29,1.8934843943371293,1.2689923688024847,0.6244920255346447,49.21164546670692,2025-07-09
갤럭시 부품주,41,2.3481698645740634,1.7605616360701506,0.5876082285039128,33.37618044520988,2025-07-09
코로나19(진단키트),47,1.0304621893212995,0.4477690406354995,0.5826931486858,130.13252275298188,2025-07-09
보안주(물리),21,0.8925626034909376,0.3266863405187359,0.5658762629722017,173.2169952602435,2025-07-09
로봇(산업용/협동로봇 등),57,3.1206572191935575,2.5865026194236305,0.5341545997699271,20.651616424380684,2025-07-09
타이어,13,1.453922477517128,0.9223025302720664,0.5316199472450616,57.6405170533622,2025-07-09
재난/안전(지진/화재 등),26,1.6416940232939785,1.1130198010841177,0.5286742222098608,47.49908507422014,2025-07-09
GTX(수도권 광역급행철도),29,1.902670246275539,1.3757187415165402,0.5269515047589988,38.30372363598881,2025-10-23
항공기부품,16,0.6799113560526724,0.17355298774499098,0.5063583683076814,291.76009868046526,2025-07-09
인터넷은행,34,1.9966858457934382,1.5008966995263329,0.49578914626710535,33.03286271623964,2025-10-23
5G(5세대 이동통신),59,2.871259904201673,2.3762349066214394,0.49502499758023344,20.8323258025052,2025-07-09
종합 물류,18,1.2136854476629375,0.7226255850843838,0.4910598625785537,67.95495104442098,2025-10-23
리모델링/인테리어,25,1.2571570569743373,0.7830618792118135,0.47409517776252386,60.54376931740333,2025-07-09
日제품 불매운동(수혜),20,1.2008049753508456,0.736614500927482,0.4641904744233636,63.0167440145279,2025-10-23
카카오뱅크(kakao BANK),11,1.1199664813471917,0.6582652085412493,0.4617012728059424,70.13909694985962,2025-10-23
건강기능식품,57,2.913860255147162,2.462571011807083,0.45128924334007925,18.32593826437169,2025-10-23
키오스크(KIOSK),13,0.8707977494234103,0.4211440941138674,0.4496536553095429,106.76955027842969,2025-07-09
네옴시티,29,1.817353748027346,1.3825091012756936,0.43484464675165246,31.453293605836286,2025-10-23
모바일솔루션(스마트폰),24,1.2873009135207194,0.861699317401858,0.4256015961188614,49.3909635906535,2025-10-23
야놀자(Yanolja),6,1.6318449651025524,1.2171640044888106,0.4146809606137418,34.069440033095724,2025-10-23
엔터테인먼트,33,1.1540330053500019,0.7394621537329796,0.41457085161702223,56.0638363334987,2025-07-09
뉴로모픽 반도체,7,1.0687805913143875,0.6574874398828451,0.41129315143154244,62.55528645609246,2025-10-24
골판지 제조,12,0.9980899418685432,0.5992034717225321,0.3988864701460111,66.56945244314605,2025-10-23
아스콘(아스팔트 콘크리트),10,1.1830910727584683,0.7845405523644488,0.3985505203940195,50.800499629097274,2025-07-09
두나무(Dunamu),13,1.0289812096982143,0.634832754657116,0.3941484550410983,62.08697521506819,2025-10-23
日 수출 규제(국산화 등),23,1.5801843460154907,1.1920374407094152,0.38814690530607554,32.56163708038217,2025-10-23
수산,11,1.3931345213019528,1.0108560216122944,0.38227849968965844,37.81730449405962,2025-10-23
영화,14,0.7627095087860636,0.38114076437828864,0.38156874440777494,100.11228922998683,2025-10-23
영상콘텐츠,37,1.366493536025661,1.0154037455786724,0.3510897904469885,34.576373386027306,2025-10-23
마이크로바이옴,21,1.041804535967064,0.7126692276806857,0.32913530828637827,46.18346008252915,2025-10-23
게임,35,1.6027207961046612,1.2803755700622899,0.32234522604237137,25.17583383965139,2025-07-09
SNS(소셜네트워크서비스),11,0.5846865888224706,0.2681986808603454,0.3164879079621252,118.0050203628424,2025-10-23
쿠팡(coupang),23,0.9769334446042351,0.663124194868733,0.31380924973550217,47.32284723793278,2025-07-09
증강현실(AR),23,1.165824978612222,0.8549469352969276,0.31087804331529434,36.36226185281602,2025-07-09
소매유통,24,1.215524862217067,0.9155811097696399,0.299943752447427,32.75993238031012,2025-10-23
반도체 재료/부품,69,1.97913789919799,1.705501786616888,0.273636112581102,16.044316970426586,2025-10-23
"스포츠행사 수혜(올림픽, 월드컵 등)",9,1.1145784587992589,0.8421132285240713,0.27246523027518754,32.35494005393115,2025-10-23
건설 대표주,9,1.5349082658414146,1.2742235700530002,0.26068469578841436,20.458316885283438,2025-10-23
구제역/광우병 수혜,22,1.2047704506502963,0.9645334953325329,0.24023695531776346,24.907061961071584,2025-10-23
황사/미세먼지,28,0.8621715029037716,0.6233009346160053,0.23887056828776632,38.323473465498076,2025-10-23
메타버스(Metaverse),54,2.6636372905866987,2.4264850127655686,0.23715227782113013,9.773490319267934,2025-07-09
김밥(냉동김밥 등),7,0.8545576382949898,0.6185161088514992,0.23604152944349055,38.16255164021318,2025-07-09
남-북-러 가스관사업,19,1.1259213673226152,0.8917339098074847,0.23418745751513048,26.262033431664488,2025-10-23
피팅(관이음쇠)/밸브,9,1.2805850653583128,1.047829739809378,0.23275532554893474,22.21308641146965,2025-10-23
삼성페이,28,1.4403177581405262,1.215078510366504,0.22523924777402216,18.537011876383467,2025-10-24
핀테크(FinTech),36,1.8390519493000177,1.6165333747853088,0.2225185745147089,13.765170455838039,2025-07-09
카메라모듈/부품,32,1.800050336976706,1.5782504424720563,0.22179989450464976,14.053529689320953,2025-07-09
2차전지(LFP/리튬인산철),15,0.7155728463894011,0.5013689507118614,0.21420389567753972,42.723805567418054,2025-10-23
드론(Drone),31,1.7758305279428481,1.5826815293055267,0.19314899863732138,12.203908054836166,2025-10-23
사물인터넷,34,1.5211322369873241,1.3500287101308976,0.1711035268564265,12.674065786336977,2025-07-09
홈쇼핑,8,0.5648996723568427,0.4015727158321634,0.16332695652467927,40.67182606921469,2025-10-23
아프리카 돼지열병(ASF),33,1.5291263534579795,1.3736301384948646,0.15549621496311494,11.320093422928073,2025-10-23
마켓컬리(kurly),12,0.6424422856926704,0.5336203291573927,0.10882195653527771,20.393142949990647,2025-10-23
철강 중소형,42,1.8573839784192534,1.7572511760953269,0.10013280232392652,5.6982634973348025,2025-10-23
바이오시밀러(복제 바이오의약품),24,1.1946818521458757,1.1013871926550045,0.09329465949087123,8.470650477238172,2025-10-23
광고,26,0.7505740137231762,0.6600974750536035,0.09047653866957273,13.706542153069975,2025-07-09
"구충제(펜벤다졸, 이버멕틴 등)",11,0.6533159042993518,0.5708027959034625,0.08251310839588932,14.455624427222396,2025-10-23
탈모 치료,23,0.770386872116477,0.6911715883884124,0.07921528372806463,11.461015623163698,2025-10-23
마스크,24,1.1615502928919041,1.084790475657418,0.0767598172344861,7.0760039802126,2025-10-23
마이코플라스마 폐렴,13,0.5265500365475849,0.4536010627383627,0.07294897380922222,16.082187587664276,2025-10-23
비만치료제,39,1.4768242657993944,1.4085955459884838,0.06822871981091061,4.843740987625445,2025-07-09
코로나19(치료제/백신 개발 등),33,1.2517007110615759,1.1880281396489027,0.06367257141267313,5.359517109711748,2025-10-23
시멘트/레미콘,17,0.5405787540852776,0.48417823908200985,0.056400515003267704,11.648709184080992,2025-10-23
해저터널(지하화/지하도로 등),8,0.7732793091207434,0.7192282083831554,0.05405110073758801,7.51515306373986,2025-10-23
스마트그리드(지능형전력망),22,0.8245033573922271,0.7847031449727233,0.03980021241950382,5.0720087812171695,2025-10-23
가상화폐(비트코인 등),31,1.42713238857375,1.3963253010285106,0.03080708754523931,2.206297309269359,2025-07-09
음식료업종,70,3.240363964676633,3.2117493826957473,0.028614581980885845,0.8909344588047683,2025-07-09
모바일게임(스마트폰),41,1.6799299114926423,1.6602016766562493,0.019728234836392966,1.1883035123857286,2025-07-09
스마트폰,71,2.9650014048106677,2.952954662799611,0.012046742011056821,0.40795553561379955,2025-07-09
사료,20,0.7653335743746629,0.7610646988527082,0.0042688755219546515,0.5609083601420362,2025-10-23
