theme,n_stocks,current_fiedler,fiedler_change,pct_change
지주사,156,7.364626741986971,-0.6385050837890578,-7.9781902596255785
자동차부품,159,6.972503439993269,-0.7858793338223009,-10.129422029480581
전기차,115,6.181911122166845,4.201427224215611,212.14144828755707
2차전지,159,5.926459408989185,3.942634979874497,198.73910826039975
밸류업(25년 기업가치 제고계획 발표),83,5.879433263805692,1.894304293555976,47.53432844200461
화장품,100,5.8176365073953145,3.0619093718644206,111.11076029211218
코리아 밸류업 지수(Korea Value-up Index),118,5.559034476857868,-0.7631747237072801,-12.071329807293615
반도체 장비,97,4.610447577779549,-0.0941535773935982,-2.0013083848790787
증권,26,4.594259386420966,1.9803794697639612,75.76398047760155
OLED(유기 발광 다이오드),88,4.580680338107267,3.240157543908739,241.70850043963372
의료기기,90,4.574945080221875,3.3643299359420293,277.9025152492501
원자력발전,57,3.8368415980385855,0.8912869277972404,30.258712791917468
제약업체,96,3.7673184449098627,-0.6098983598270462,-13.933473872416608
방위산업/전쟁 및 테러,59,3.418111146708927,2.247863216956916,192.08435749450678
우크라이나 재건,41,3.3000005019624137,1.6603984759075372,101.26838400551992
음식료업종,70,3.240363964676633,0.028614581980885845,0.8909344588047683
2차전지(소재/부품),88,3.2182054253889123,2.0844987936446326,183.8658022523427
로봇(산업용/협동로봇 등),57,3.1206572191935575,0.5341545997699271,20.651616424380684
치매,55,3.04953193307696,0.9292051452482486,43.823676170208984
스마트폰,71,2.9650014048106677,0.012046742011056821,0.40795553561379955
건강기능식품,57,2.913860255147162,0.45128924334007925,18.32593826437169
창투사,21,2.9110197770093267,1.7836666392499023,158.21720626022105
5G(5세대 이동통신),59,2.871259904201673,0.49502499758023344,20.8323258025052
스테이블코인,23,2.78938111431139,1.8610331097623374,200.46718478878392
시스템반도체,60,2.7772072947895503,-0.3579356034809611,-11.416883220168842
자율주행차,62,2.7517651880328695,1.8824008861121941,216.5261308698126
메타버스(Metaverse),54,2.6636372905866987,0.23715227782113013,9.773490319267934
해운,6,2.638299600547689,1.27039293218467,92.87131655736106
클라우드 컴퓨팅,38,2.591361366933142,1.0672735310594244,70.02703557748598
통신장비,48,2.5832367654209247,1.2518689299843386,94.02877977548721
고령화 사회(노인복지),43,2.450366178810129,1.7924395846849075,272.4376246058472
패션/의류,62,2.4164015556750553,-0.3441340328700777,-12.466205264589412
태양광에너지,56,2.3742178443038053,1.2191820581580308,105.55361771311911
유리 기판,21,2.3666312925923787,1.177546628484455,99.02967080715611
갤럭시 부품주,41,2.3481698645740634,0.5876082285039128,33.37618044520988
밸류업(24년 기업가치 제고계획 발표),101,2.2947174683224274,-2.985432112915496,-56.54067308099946
퓨리오사AI,9,2.292400204747506,1.4006330098356754,157.06263000335608
보안주(정보),51,2.2793856561991874,1.6581995347276193,266.9408535399024
SI(시스템통합),35,2.2761113302311893,1.0577898480723735,86.82354071258871
LED,45,2.2420147821087886,1.6357415169158638,269.8026798848449
UAM(도심항공모빌리티),30,2.1438996359178337,0.8763030645268439,69.13106932478034
코로나19(진단/치료제/백신 개발 등),82,2.1175739815476256,1.1155640905705546,111.33264258327387
STO(토큰증권 발행),29,2.1070776568813927,0.7840256450935075,59.25886798917504
교육/온라인 교육,29,2.080455981632209,1.0736138802560524,106.63180242350134
인터넷은행,34,1.9966858457934382,0.49578914626710535,33.03286271623964
반도체 재료/부품,69,1.97913789919799,0.273636112581102,16.044316970426586
