date,month_label,theme,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-01-31,2025-01,카메라모듈/부품,1.882558271289918,32,302,0.2994417267161642,True
2025-01-31,2025-01,바이오시밀러(복제 바이오의약품),0.9831248103087631,24,181,0.32935418421786183,True
2025-01-31,2025-01,탄소나노튜브(CNT),0.0,6,8,0.3093797919985707,False
2025-01-31,2025-01,로봇(산업용/협동로봇 등),2.8827444232786554,55,958,0.33212128412732306,True
2025-01-31,2025-01,항공기부품,0.0,16,63,,False
2025-01-31,2025-01,전기차 화재 방지(배터리 열폭주 등),0.0,39,435,,False
2025-01-31,2025-01,고체산화물 연료전지(SOFC),2.4169145216870853,15,67,0.341365404950752,True
2025-01-31,2025-01,초전도체,0.990366537627652,18,115,0.39069004935710977,True
2025-01-31,2025-01,해저터널(지하화/지하도로 등),9.166053307927912e-16,8,10,0.2012451493622723,True
2025-01-31,2025-01,네옴시티,0.0,29,185,0.2614040942744319,False
2025-01-31,2025-01,딥페이크(deepfake),0.0,15,72,0.3250935637545033,False
2025-01-31,2025-01,모바일솔루션(스마트폰),0.0,24,121,0.19950134214287277,False
2025-01-31,2025-01,"주류업(주정, 에탄올 등)",0.9645887834301202,13,56,0.31695650754660654,True
2025-01-31,2025-01,AI 챗봇(챗GPT 등),0.0,30,246,,False
2025-01-31,2025-01,음성인식,0.0,14,37,,False
2025-01-31,2025-01,SNS(소셜네트워크서비스),0.0,11,19,0.15757734293599082,False
2025-01-31,2025-01,모바일게임(스마트폰),0.9843680129823854,41,360,0.23465694062595657,True
2025-01-31,2025-01,게임,0.9831860078767041,35,250,0.22533083586671257,True
2025-01-31,2025-01,마이데이터,2.569888019249146,12,36,0.26707204172328103,True
2025-01-31,2025-01,웹툰,0.9484476423316064,18,95,0.30982858321883794,True
2025-01-31,2025-01,재택근무/스마트워크,0.0,17,52,0.18699228170615617,False
2025-01-31,2025-01,화폐/금융자동화기기(디지털화폐 등),0.6660294506358945,13,40,0.2539183191047019,True
2025-01-31,2025-01,키오스크(KIOSK),0.0,13,39,0.2529039357311256,False
2025-01-31,2025-01,日 수출 규제(국산화 등),1.9192330413625698,23,166,0.3276188274820343,True
2025-01-31,2025-01,PCB(FPCB 등),2.945715277245313,35,431,0.36658866392882505,True
2025-01-31,2025-01,밥솥,0.0,5,3,0.174127703778503,False
2025-01-31,2025-01,캐릭터상품,0.6258530644377674,10,20,0.2066191010628421,True
2025-01-31,2025-01,엔젤산업,0.9180598802249541,25,127,0.21367891800081046,True
2025-01-31,2025-01,출산장려정책,0.0,21,81,0.2076426610380956,False
2025-01-31,2025-01,야놀자(Yanolja),5.215366038694524e-16,6,4,0.1874713621556283,True
2025-01-31,2025-01,"스포츠행사 수혜(올림픽, 월드컵 등)",0.0,9,22,0.33569103066070954,False
2025-01-31,2025-01,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),0.9308192992624997,18,90,0.30484093110511934,True
2025-01-31,2025-01,시멘트/레미콘,0.0,15,54,0.2847849837554483,False
2025-01-31,2025-01,보안주(정보),0.0,51,549,,False
2025-01-31,2025-01,아스콘(아스팔트 콘크리트),5.999999999999998,8,26,0.4337044045890152,True
2025-01-31,2025-01,공작기계,0.40813678626696426,14,43,0.22683068877486412,True
2025-01-31,2025-01,3D 낸드(NAND),4.946829886949056,21,182,0.46307636528601726,True
2025-01-31,2025-01,HBM(고대역폭메모리),0.0,35,443,,False
2025-01-31,2025-01,CXL(컴퓨트익스프레스링크),3.55785530774111,15,82,0.41707672258938605,True
2025-01-31,2025-01,"백신/진단시약/방역(신종플루, AI 등)",3.8451452495777376,46,758,0.35255575352546303,True
2025-01-31,2025-01,강관업체(Steel pipe),0.8846197273398281,12,40,0.3084976857272643,True
2025-01-31,2025-01,조림사업,0.0,12,15,0.09535591617997762,False
2025-01-31,2025-01,남-북-러 가스관사업,0.9941145643517617,18,103,0.31065672657751386,True
2025-01-31,2025-01,여행,0.0,9,18,0.29404343319609993,False
2025-01-31,2025-01,3D 프린터,0.0,10,20,0.25673994773567516,False
2025-01-31,2025-01,증강현실(AR),4.746688649721867,23,197,0.39340779180824104,True
2025-01-31,2025-01,아프리카 돼지열병(ASF),0.988296242872551,33,390,0.3639829522685832,True
2025-01-31,2025-01,제대혈,0.0,6,6,0.254729886814135,False
2025-01-31,2025-01,지역화폐,1.0000000000000004,5,7,0.23135016957566717,True
2025-01-31,2025-01,태풍 및 장마,0.7795647564487003,11,31,0.3138883820446005,True
2025-01-31,2025-01,남북경협,3.6131304360075407,28,201,0.2579042117693671,True
2025-01-31,2025-01,그래핀,0.0,13,60,0.37155566047723965,False
2025-01-31,2025-01,핵융합에너지,0.9697665924735634,9,23,0.28276334298776007,True
2025-01-31,2025-01,NI(네트워크통합),0.0,7,9,0.2140164756490404,False
2025-01-31,2025-01,백화점,0.9999999999999992,7,13,0.3219876321005739,True
2025-01-31,2025-01,육계,2.942971725696583,9,29,0.43409973491619636,True
2025-01-31,2025-01,테마파크,0.721586390503555,6,7,0.12664338271760672,True
2025-01-31,2025-01,LED장비,5.078867662547076,12,54,0.3772841754183993,True
2025-01-31,2025-01,제지,0.0,14,31,0.1552281957483848,False
2025-01-31,2025-01,터치패널(스마트폰/태블릿PC 등),0.0,10,16,,False
2025-01-31,2025-01,원격진료/비대면진료(U-Healthcare),0.0,24,204,,False
2025-01-31,2025-01,치아 치료(임플란트 등),0.0,14,57,0.3297740541509981,False
2025-01-31,2025-01,mRNA(메신저 리보핵산),0.0,16,76,0.3043086765018239,False
2025-01-31,2025-01,MLCC(적층세라믹콘덴서),1.999999999999997,11,42,0.3815929800349553,True
2025-01-31,2025-01,뉴로모픽 반도체,0.0,7,11,0.30382772814809894,False
2025-01-31,2025-01,의료AI,1.9505739707456131,29,261,0.3036916019235704,True
2025-01-31,2025-01,모더나(MODERNA),0.0,6,7,0.25361276214943396,False
2025-01-31,2025-01,DMZ 평화공원,0.0,19,44,0.12576143350098362,False
2025-01-31,2025-01,전자파,2.87609820729628,13,50,0.3038076629455838,True
2025-01-31,2025-01,골판지 제조,0.0,12,18,0.13000804801685734,False
2025-01-31,2025-01,"구충제(펜벤다졸, 이버멕틴 등)",1.5473214110484699,11,35,0.37676724963092495,True
2025-01-31,2025-01,토스(toss),0.0,7,10,0.19529266021151762,False
2025-01-31,2025-01,보톡스(보툴리눔톡신),0.0,14,50,0.2766592964482699,False
2025-01-31,2025-01,미용기기,0.0,19,121,0.34104891004130755,False
2025-01-31,2025-01,원자력발전소 해체,1.58759434631192,16,59,0.3139295168179766,True
2025-01-31,2025-01,화이자(PFIZER),1.9999999999999978,6,10,0.3116219194082167,True
2025-01-31,2025-01,화학섬유,0.0,10,15,0.16929084803464323,False
2025-01-31,2025-01,생명보험,0.0,7,10,0.24701486129185785,False
2025-01-31,2025-01,바이오인식(생체인식),0.3906029854350358,20,95,0.23840197391455636,True
2025-01-31,2025-01,탈 플라스틱(친환경/생분해성 등),1.7066376619127956,8,17,0.2798653159157526,True
2025-01-31,2025-01,피팅(관이음쇠)/밸브,0.9409487836077521,9,25,0.3299078894494982,True
2025-01-31,2025-01,렌터카,0.0,4,0,0.04351183683238866,False
2025-01-31,2025-01,낙태/피임,1.0000000000000004,4,4,0.5016868765958463,True
2025-01-31,2025-01,보안주(물리),0.0,20,72,0.17815940577464526,False
2025-01-31,2025-01,CCTV＆DVR,0.0,9,11,0.12287855799103269,False
2025-01-31,2025-01,자전거,4.0,4,6,0.49507688252471754,True
2025-01-31,2025-01,전기자전거,0.9138698023485053,6,9,0.31115032347721155,True
2025-01-31,2025-01,4대강 복원,0.0,7,10,0.278940036744364,False
2025-01-31,2025-01,폐기물처리,4.999999999999999,5,10,0.49645998736939123,True
2025-01-31,2025-01,유심(USIM),0.0,6,8,0.2777140549844907,False
2025-02-28,2025-02,반도체 재료/부품,0.0,68,1658,,False
