ticker,strategy,score,stage,themes,priority,regime,dev_bb_pct,trend_strength,momentum
파두,Early Breakout (Transition),85,Early Breakout,[],HIGH,Transition,59.3,0.0999999999999998,1.0
SGC에너지,Early Breakout (Transition),85,Early Breakout,[],HIGH,Transition,10.3,0.04,0.9593908629441624
나노,Early Breakout (Transition),84,Early Breakout,[],HIGH,Transition,9.46,-0.0199999999999999,0.8571428571428572
유니테스트,Early Breakout (Transition),81,Early Breakout,[],HIGH,Transition,6.83,-0.0799999999999999,0.8952004860267315
SK텔레콤,Super Trend (Bull Quiet),80,Super Trend,[],HIGH,Bull Quiet,14.94,0.5799999999999998,0.8193069306930693
아주IB투자,Super Trend (Bull Quiet),79,Super Trend,[],HIGH,Bull Quiet,35.03,0.5799999999999998,0.8636986301369863
한국알콜,Early Breakout (Transition),78,Early Breakout,[],HIGH,Transition,3.21,0.04,0.8597359735973598
하나금융지주,Super Trend (Bull Quiet),77,Super Trend,[],HIGH,Bull Quiet,7.68,0.76,0.8987138263665595
인바디,Early Breakout (Transition),77,Early Breakout,[],HIGH,Transition,2.59,-0.0799999999999999,0.8634020618556701
광주신세계,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.38,-0.0199999999999999,0.9375
삼영,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.88,-0.0199999999999999,0.9073275862068966
비츠로시스,Super Trend (Bull Quiet),73,Super Trend,[],HIGH,Bull Quiet,25.64,0.5199999999999998,0.869140625
신한지주,Super Trend (Bull Quiet),73,Super Trend,[],HIGH,Bull Quiet,3.35,0.5199999999999998,0.8601532567049809
JB금융지주,Super Trend (Bull Quiet),73,Super Trend,[],HIGH,Bull Quiet,5.51,0.5199999999999998,0.9303030303030304
KT,Super Trend (Bull Quiet),73,Super Trend,[],HIGH,Bull Quiet,3.09,0.6399999999999999,0.8347107438016529
대한전선,Super Trend (Bull Quiet),72,Super Trend,[],HIGH,Bull Quiet,9.57,0.4599999999999999,0.7932692307692307
SK,Super Trend (Bull Quiet),72,Super Trend,[],HIGH,Bull Quiet,2.86,0.5799999999999998,0.8060897435897436
KB금융,Super Trend (Bull Quiet),71,Super Trend,[],HIGH,Bull Quiet,4.43,0.5199999999999998,0.8483870967741935
