ticker,strategy,score,stage,themes,priority,regime,dev_bb_pct,trend_strength,momentum
코오롱생명과학,Early Breakout (Transition),85,Early Breakout,[],HIGH,Transition,25.12,-0.0199999999999999,0.9318181818181818
아주IB투자,Super Trend (Bull Quiet),79,Super Trend,[],HIGH,Bull Quiet,33.93,0.5199999999999998,0.8732943469785575
미래에셋벤처투자,Super Trend (Bull Quiet),78,Super Trend,[],HIGH,Bull Quiet,20.49,0.3399999999999998,0.826053042121685
스피어,Super Trend (Bull Quiet),78,Super Trend,[],HIGH,Bull Quiet,49.08,0.3999999999999999,0.9252026529108328
코메론,Early Breakout (Transition),78,Early Breakout,['철강 중소형'],HIGH,Transition,3.26,-0.0199999999999999,0.8706395348837209
켄코아에어로스페이스,Super Trend (Bull Quiet),77,Super Trend,[],HIGH,Bull Quiet,35.91,0.4599999999999999,0.843093570973902
미래에셋증권,Super Trend (Bull Quiet),77,Super Trend,[],HIGH,Bull Quiet,23.22,0.4599999999999999,0.8688524590163934
나노팀,Super Trend (Bull Quiet),77,Super Trend,[],HIGH,Bull Quiet,24.36,0.3399999999999998,0.8518518518518519
쏠리드,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.55,-0.0199999999999999,0.8732057416267943
에코프로에이치엔,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.26,0.5199999999999998,0.8804159445407279
에쓰씨엔지니어링,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,24.54,0.5799999999999998,0.8520942408376964
미래에셋증권우,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.45,0.4599999999999999,0.8370370370370371
아이티센글로벌,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,25.47,0.5799999999999998,0.8173455978975033
에이치이엠파마,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,51.95,0.5199999999999998,0.9106796116504854
에이프릴바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.99,0.3999999999999999,0.851219512195122
에이플러스에셋,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,20.63,0.5799999999999998,0.9023605150214592
하나머티리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.02,0.5799999999999998,0.8383084577114428
바이오스마트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,36.05,0.4599999999999999,0.8987566607460036
에스제이그룹,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,52.75,0.5199999999999998,0.8990963855421688
엘앤씨바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.54,0.3999999999999999,0.910386965376782
영우디에스피,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.01,0.3399999999999998,0.8497267759562841
와이투솔루션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.38,0.4599999999999999,0.8726655348047538
육일씨엔에쓰,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,57.5,0.4599999999999999,0.904109589041096
인텔리안테크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,36.48,0.3999999999999999,0.8700189753320683
지엠비코리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.48,0.5799999999999998,0.8812785388127854
코오롱티슈진,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.66,0.5799999999999998,0.9084051724137931
하나마이크론,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.23,0.3999999999999999,0.871900826446281
나래나노텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.28,0.3999999999999999,0.9181141439205956
다우데이타,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.73,0.3999999999999999,0.872629582806574
동진쎄미켐,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.12,0.4599999999999999,0.8685897435897436
삼표시멘트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,103.93,0.3999999999999999,0.9416365824308064
시지메드텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.15,0.4599999999999999,0.8556701030927836
씨아이에스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,30.74,0.5799999999999998,0.8939909297052154
쎄트렉아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,65.24,0.5799999999999998,0.8748878923766816
오킨스전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.61,0.4599999999999999,0.8490701001430615
제주반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,33.96,0.3999999999999999,0.8645598194130926
파이버프로,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,36.48,0.5199999999999998,0.8344748858447488
피에스케이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.23,0.4599999999999999,0.8544207317073171
한양이엔지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.25,0.3999999999999999,0.8470948012232415
대주산업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,55.59,0.5799999999999998,0.8909952606635071
동아엘텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,39.95,0.4599999999999999,0.9661016949152542
디아이티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.74,0.3999999999999999,0.8578869047619048
라온테크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,57.41,0.3999999999999999,0.87888956680903
리노공업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,28.24,0.7,0.8876106194690265
메디아나,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,69.09,0.5799999999999998,0.8906134515890614
삼지전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.64,0.5199999999999998,0.8654822335025381
성호전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,57.1,0.4599999999999999,0.8326403326403327
에스티팜,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.95,0.5199999999999998,0.8541353383458646
에스피지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,55.09,0.4599999999999999,0.8700918964076859
에코프로,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,37.59,0.5199999999999998,0.9113861386138612
웨이비스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.41,0.6399999999999999,0.9142011834319528
유비쿼스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.58,0.2199999999999999,0.8943894389438944
자화전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.24,0.28,0.9156118143459916
조이시티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.23,0.3999999999999999,0.8363636363636364
키움증권,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.83,0.5799999999999998,0.8769230769230769
하림지주,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.22,0.3999999999999999,0.8993344425956739
화신정공,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.31,0.3399999999999998,0.8911111111111112
네오셈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.98,0.3399999999999998,0.8611778846153846
노바텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.92,0.3999999999999999,0.853868194842407
더코디,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,20.93,0.4599999999999999,0.9110275689223056
루미르,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,43.75,0.5799999999999998,0.867965367965368
메지온,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,42.53,0.4599999999999999,0.9119094488188976
베뉴지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,18.88,0.5799999999999998,0.7993697478991597
신세계,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.54,0.5799999999999998,0.849537037037037
아이텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.78,0.5799999999999998,0.8606811145510835
엑시콘,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,29.58,0.5199999999999998,0.9651277013752456
큐라클,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,31.26,0.5199999999999998,0.8275109170305677
프로텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.66,0.28,0.9061728395061728
두올,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.08,0.4599999999999999,0.8360433604336044
율촌,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,32.52,0.3999999999999999,0.8988256549232159
웹스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.8,0.3399999999999998,0.518740955137482
태성,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,39.74,0.5799999999999998,0.962111801242236
테스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,18.2,0.3999999999999999,0.8597733711048159
HPSP,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.39,0.5799999999999998,0.8513215859030837
ISC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.42,0.3399999999999998,0.8401273885350318
RF시스템즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,36.39,0.4599999999999999,0.8798185941043084
RF머트리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.18,0.5199999999999998,0.8834808259587021
RFHIC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.36,0.4599999999999999,0.8788235294117647
SFA반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.51,0.3999999999999999,0.8440594059405941
SK스퀘어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.52,0.3999999999999999,0.822550831792976
서부T&D,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,18.87,0.5799999999999998,0.9506920415224912
네오리진,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.74,0.5199999999999998,0.8961904761904762
대성산업,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.55,-0.1999999999999999,0.8504672897196262
넥스틴,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.36,0.5799999999999998,0.8190578158458244
대덕전자,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.1,0.5199999999999998,0.8845514950166112
큐리언트,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.32,0.3999999999999999,0.8210290827740492
디아이,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.31,0.4599999999999999,0.7728459530026109
신라젠,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.72,0.4599999999999999,0.8291457286432161
와이씨,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.81,0.28,0.8286163522012578
제우스,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.98,0.4599999999999999,0.8620862587763289
나우IB,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.64,0.4599999999999999,0.9228855721393034
AJ네트웍스,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.16,0.4599999999999999,0.9304123711340206
두산테스나,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.05,0.4599999999999999,0.867992766726944
에스티아이,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.67,0.3399999999999998,0.6180272108843538
클래시스,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.7,0.5799999999999998,0.8890909090909092
피엔티,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.08,0.4599999999999999,0.8913978494623656
JW중외제약,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.44,0.5199999999999998,0.808
