theme,n_stocks,current_fiedler,fiedler_change,pct_change
지주사,157,9.924447526677104,1.8333644698939722,22.659073662047966
2차전지,162,6.451566464707704,1.9336720020562854,42.80029155265992
자동차부품,162,6.40931675914454,-1.333334432460238,-17.22064444677489
의료기기,94,5.130011504350085,1.8678643359417042,57.25873909156114
전기차,116,4.533892397296563,0.6094959241344307,15.530946689576492
제약업체,99,4.462720689364614,0.14928979873885773,3.4610453377914214
코리아 밸류업 지수(Korea Value-up Index),118,4.317392094613759,-1.9539029036853517,-31.156290753588937
화장품,104,4.161962639554793,0.4833788427994796,13.140351545772667
코로나19(진단/치료제/백신 개발 등),83,3.6333487862404046,1.5147857606242994,71.50062293680314
로봇(산업용/협동로봇 등),67,3.619846551080364,1.064687463805086,41.668147752804984
밸류업(25년 기업가치 제고계획 발표),99,3.5879945541810763,-1.3291726290435113,-27.031267791303048
방위산업/전쟁 및 테러,61,3.4480049852588,1.445534507077563,72.18755646227972
반도체 장비,100,3.417472941705509,-1.2100472073006658,-26.148934382501622
5G(5세대 이동통신),59,3.3814737872327223,0.7995651091860863,30.96798566055418
은행,11,3.181221949308978,1.914749932539237,151.18770151929542
스마트폰,70,3.179276511539362,0.14389319957426228,4.74052812397872
기업인수목적회사(SPAC),62,3.122953731300023,0.07416950329170025,2.4327567234941028
지능형로봇/인공지능(AI),66,3.085982349812703,0.24694018211834123,8.69801036871833
OLED(유기 발광 다이오드),89,3.081202618273448,0.4739920683950758,18.18004565903539
우주항공산업(누리호/인공위성 등),36,2.925351773546235,0.5338155206219279,22.321029838840722
4차산업 수혜주,45,2.9229231553238866,1.0198246334935686,53.58759001676619
자율주행차,64,2.9200035689168384,0.3977443825816427,15.769369965485556
음식료업종,74,2.893384693374625,-0.4312046339435427,-12.970162371644884
통신장비,49,2.795811516408569,1.079933194138201,62.93763258861418
치매,59,2.737949468352922,0.4629308615239376,20.348442871383362
우크라이나 재건,40,2.732047392652701,1.144709021378887,72.11499716095669
전력저장장치(ESS),53,2.7301810755062847,0.43024231253842915,18.706685563368726
밸류업(24년 기업가치 제고계획 발표),102,2.6377440734448605,-2.475627352166102,-48.414776594686856
휴대폰부품,51,2.614065775935144,0.2405375429736165,10.13417660819185
원자력발전,60,2.579171648096516,-0.03384700077310265,-1.2953218220522356
2차전지(소재/부품),89,2.3940244266785378,0.22338706174398615,10.291311913849858
풍력에너지,41,2.3833120157540812,0.48791409626332105,25.74204029908452
"백신/진단시약/방역(신종플루, AI 등)",49,2.218570459821228,0.2777211106689814,14.309256449517251
메타버스(Metaverse),54,2.1853485937612493,-0.3304349409414282,-13.134474265508697
2차전지(장비),53,2.1456803459928286,-0.22697264060607614,-9.566196232152413
도시가스,9,2.1091259581454462,0.585225724667384,38.40315211001041
3D 낸드(NAND),21,2.1052190946381466,-0.13656005958872974,-6.091592890907458
건강기능식품,57,2.07437514975234,-0.30583291208461905,-12.848999084919836
코로나19(진단키트),47,2.0356731261103174,0.9309430145383673,84.26881867225502
스마트팩토리(스마트공장),42,2.0251247630860814,0.2957837743244176,17.10384338581026
수소차(연료전지/부품/충전소 등),85,1.9932176211666213,-0.14901114347371536,-6.955893130243405
패션/의류,64,1.965938385726632,-0.8478440785337389,-30.13182750631018
유전자 치료제/분석,46,1.9294524859738047,0.09203592157748508,5.0089850805129394
전력설비,37,1.9289967964705643,0.18036527331618668,10.314652968786904
철강 중소형,43,1.92785952391373,0.13612251621205296,7.597237520179482
LED,44,1.8667255071879636,0.7055389147801909,60.76016717668297
태양광에너지,55,1.8521770912694373,-0.29795051891419067,-13.857341187704888
갤럭시 부품주,42,1.847244100070105,0.10982920358810055,6.32141486817499
