ticker,strategy,score,stage,themes,priority,regime,dev_bb_pct,trend_strength,momentum
파두,Early Breakout (Transition),85,Early Breakout,[],HIGH,Transition,50.67,0.04,1.0
JB금융지주,Early Breakout (Transition),84,Early Breakout,[],HIGH,Transition,1.78,-0.0799999999999999,0.9228187919463088
SGC에너지,Early Breakout (Transition),83,Early Breakout,[],HIGH,Transition,8.94,-0.0199999999999999,0.9574468085106383
아주IB투자,Super Trend (Bull Quiet),79,Super Trend,[],HIGH,Bull Quiet,30.33,0.5799999999999998,0.8547445255474453
미래에셋벤처투자,Super Trend (Bull Quiet),78,Super Trend,[],HIGH,Bull Quiet,56.98,0.4599999999999999,0.875268817204301
나노,Early Breakout (Transition),78,Early Breakout,[],HIGH,Transition,3.23,-0.0799999999999999,0.8196202531645569
삼영,Early Breakout (Transition),76,Early Breakout,[],HIGH,Transition,1.19,-0.0799999999999999,0.9085106382978724
한국알콜,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.31,-0.0199999999999999,0.8460144927536232
하나금융지주,Super Trend (Bull Quiet),74,Super Trend,[],HIGH,Bull Quiet,4.36,0.76,0.8983870967741936
신한지주,Super Trend (Bull Quiet),73,Super Trend,[],HIGH,Bull Quiet,3.94,0.5799999999999998,0.8736654804270463
iM금융지주,Super Trend (Bull Quiet),72,Super Trend,[],HIGH,Bull Quiet,2.18,0.5199999999999998,0.9811557788944724
롯데에너지머티리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.26,0.3999999999999999,0.8270725388601037
에이플러스에셋,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.19,0.6399999999999999,0.855
바이오스마트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.87,0.4599999999999999,0.8468795355587808
아이로보틱스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,40.23,0.5199999999999998,0.7951048951048951
아이에스동서,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.24,0.5799999999999998,0.8763157894736842
와토스코리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.46,0.4599999999999999,0.8024475524475524
육일씨엔에쓰,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.54,0.3399999999999998,0.8075842696629213
제이에스링크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.44,0.4599999999999999,0.8333333333333333
코데즈컴바인,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.38,0.3999999999999999,0.9078125
