theme,n_stocks,current_fiedler,fiedler_change,pct_change
지주사,157,7.731681877239561,-0.42933331578127465,-5.260783194576495
자동차부품,162,6.530857716775765,-1.217398693548061,-15.711905092944411
전기차,116,6.268145904485645,2.3179522912919897,58.679460256075146
2차전지,162,6.0860040443955095,1.421333262869826,30.470173125592964
코로나19(진단/치료제/백신 개발 등),83,6.0155908694014375,3.8297244993743838,175.20396268903596
수소차(연료전지/부품/충전소 등),85,4.761524710389879,2.5899407578436784,119.26505327168913
의료기기,94,4.751974651748553,1.4411542587572468,43.52861489581357
코리아 밸류업 지수(Korea Value-up Index),118,4.609038799604964,-1.5732782438774313,-25.448035628260662
밸류업(25년 기업가치 제고계획 발표),99,4.439130204825657,-0.4250215631374443,-8.737835154255993
폴더블폰,32,4.394547973973748,3.025218893447244,220.92709024218294
제약업체,99,4.3500794267674205,-0.05029660646667544,-1.143007008646702
화장품,104,4.193739144842279,0.4961745157580908,13.418954515501818
반도체 장비,100,4.146969484617641,-0.42770209213683685,-9.349350766733558
OLED(유기 발광 다이오드),89,4.079930583259904,1.417756484249395,53.25558853481274
밸류업(24년 기업가치 제고계획 발표),102,4.01727203740488,-1.0125382229489626,-20.130743915531546
음식료업종,74,3.922280443006773,0.6052406386480182,18.246408675973743
HBM(고대역폭메모리),35,3.825482681190912,2.804983917519058,274.8640191808222
스마트폰,70,3.678046419832115,0.6394306808015373,21.043486104154045
"백신/진단시약/방역(신종플루, AI 등)",49,3.56521621012688,1.6114189821123177,82.47626514189666
원자력발전,60,3.523654871820188,0.9564168572082372,37.25470142482304
반도체 재료/부품,71,3.510019149979165,0.9769212302613357,38.566263967014685
2차전지(소재/부품),89,3.5043014183922643,1.290620788276216,58.3020319515809
철도,47,3.318910804085983,1.1855511369078275,55.57202356206461
스테이블코인,24,3.171960130335249,1.970033595873954,163.90632367201425
건설 대표주,9,3.154170431143081,1.8821206743478291,147.95967408457074
지역화폐,5,3.052414925720335,2.008863191256517,192.5025013051875
휴대폰부품,51,3.03431724373989,0.6620250256882998,27.906554709016152
풍력에너지,41,3.003502374484349,1.120957183547096,59.544768908788356
코로나19(진단키트),47,2.954338452187229,1.7951187682449052,154.8557873120295
5G(5세대 이동통신),59,2.948144376313546,0.34599943554021273,13.296701122166734
3D 낸드(NAND),21,2.8702047673912787,0.7655758793961134,36.37581351101706
2차전지(전고체),33,2.855861055762301,0.9071548938285954,46.551651118525925
석유화학,22,2.780766008264218,1.3179040825351276,90.09080483643623
마이데이터,12,2.7633518946450693,2.3700782755744143,602.6537658882761
전력저장장치(ESS),53,2.733541565175703,0.4408904984602513,19.23059748869197
4차산업 수혜주,45,2.638752415865927,0.7305526656841907,38.2849156968296
건강기능식품,57,2.5813968549205915,0.2009045696359828,8.439622798943997
조선기자재,41,2.5290731246530886,0.7617054277001696,43.09829974902278
NI(네트워크통합),7,2.4312331948819264,2.051482969732608,540.2190265788422
콜드체인(저온 유통),15,2.419559665562062,1.8498166834762642,324.67564176116525
종합 물류,19,2.3924120958862303,1.6500575288075856,222.273506755806
화이자(PFIZER),5,2.2985450039273165,2.0278567262581566,749.1483353913977
게임,35,2.2766243399155197,0.9094091094068568,66.51543144882298
치매,59,2.274851156387189,0.01026349146442529,0.4532167874709031
지능형로봇/인공지능(AI),66,2.241785582539253,-0.5804042196525034,-20.565740093091986
원자력발전소 해체,17,2.2268802289119938,1.1649378804983779,109.69878753198061
자율주행차,64,2.2133722054021483,-0.3242018344482438,-12.776054190220112
방위산업/전쟁 및 테러,61,2.2027208656423856,0.12591262936128134,6.0627951662378985
코로나19(치료제/백신 개발 등),33,2.181388304840847,0.9296479149630552,74.26842838025043
면역항암제,37,2.110600316409069,0.4272688118590071,25.382333230507196
통신장비,49,2.075841831651281,0.29661142796332807,16.670771101287265
엔터테인먼트,33,2.075453130665585,1.092306584478115,111.10312991628311
STO(토큰증권 발행),29,2.0537268018801766,0.336386364885072,19.587634323317975
모바일게임(스마트폰),40,2.0203635210031328,0.4243042391661034,26.584491189934905
시스템반도체,62,2.0089583789773258,-0.539112726846763,-21.157679847101633
GTX(수도권 광역급행철도),29,1.9456157852889369,0.5024880283203974,34.81937242867069
리튬,26,1.9414406263642008,0.4388307602398589,29.204570669546325
모바일콘텐츠(스마트폰/태블릿PC),39,1.9410015547925312,0.3239791997381083,20.035542410742018
엠폭스(원숭이두창),22,1.9313333338599243,1.1595317061487975,150.23701227315783
가상현실(VR),34,1.9208615041466133,0.5289155131587755,37.99827842339013
드론(Drone),31,1.9174369438731844,0.25407995790804816,15.275130958170251
바이오시밀러(복제 바이오의약품),24,1.901237150285343,0.8443553381527087,79.8911787921605
마이크로바이옴,24,1.885364742203212,1.0065279219183656,114.52955755678651
탄소나노튜브(CNT),6,1.8718059204070936,1.2327180284915173,192.88708862823515
메타버스(Metaverse),54,1.8539252265518595,-0.6726252730006486,-26.622277018400425
영상콘텐츠,38,1.8331541266751807,0.41874728477029377,29.605858255488616
