date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,1.1635577355815645,23,160,0.30720837092253483,True
2025-02-11,0.7932303168491144,23,146,0.26109084312957237,True
2025-02-18,1.058157786665463,23,143,0.2339739757206615,True
2025-02-25,1.641506716664955,23,160,0.2550376606501425,True
2025-03-05,2.0216054298892834,23,146,0.2492051497799169,True
2025-03-12,1.0785538904987435,23,146,0.24215358317293964,True
2025-03-19,0.9544749357449419,23,140,0.226928267658853,True
2025-03-26,1.0694102398498984,23,133,0.22408313150696402,True
2025-04-02,1.0342391068652435,23,140,0.2690074500133593,True
2025-04-09,0.6362267161348325,23,190,0.4162646314646558,True
2025-04-16,1.3300554502566042,23,230,0.5778297685489412,True
2025-04-23,3.2613973610751326,23,239,0.630777369469324,True
2025-04-30,2.704490989136933,23,224,0.5561810956957074,True
2025-05-12,1.1722447038714219,23,203,0.4656346567695354,True
2025-05-19,0.3538981458664874,23,131,0.24852811740674166,True
2025-05-26,0.3429393530611043,23,142,0.2514715980476411,True
2025-06-02,1.1554993269921154,23,140,0.22228516319107236,True
2025-06-11,0.7991165125461258,23,97,0.1501717649358009,True
2025-06-18,1.8669853847299729,23,129,0.20844576835909542,True
2025-06-25,1.4924270754514009,23,133,0.2718028000823643,True
2025-07-02,1.1886326378068344,23,156,0.3315425112957621,True
2025-07-09,0.8723798322790435,23,176,0.34687403088882357,True
2025-07-16,0.4113235783678113,23,143,0.27846991063993887,True
2025-07-23,0.27802395307986727,23,121,0.24569905883850574,True
2025-07-30,0.5389129893456032,23,113,0.21475529114332043,True
2025-08-06,0.7170658058562538,23,155,0.3163500527077729,True
2025-08-13,0.4746878868639684,23,150,0.324074968388474,True
2025-08-21,0.2403470811888481,23,152,0.3148602857146833,True
2025-08-28,0.7721822996519906,23,182,0.3483877648607025,True
2025-09-04,0.8447318176007109,23,119,0.1992862150215636,True
2025-09-11,0.6538502671668651,23,119,0.2101634675456095,True
2025-09-18,0.8274451632238635,23,100,0.15120213385894082,True
2025-09-25,1.4315838416261595,23,128,0.23452544142674273,True
2025-10-02,1.4160418067859417,23,125,0.22009843372237228,True
2025-10-16,1.2376601270934389,23,114,0.2214492400430867,True
2025-10-23,1.1808151106272073,23,131,0.2627484328421976,True
2025-10-30,0.3045559956908779,23,159,0.35069531420312033,True
2025-11-06,0.31703753010187896,23,146,0.3021064021322814,True
2025-11-13,0.9388225844474152,23,152,0.3398204558873093,True
2025-11-20,0.743852565312267,23,165,0.36845404126934933,True
2025-11-27,0.7238458471020138,23,178,0.39180232800588577,True
2025-12-04,1.625946401454017,23,196,0.43543035147830284,True
2025-12-11,1.8302267691786869,23,152,0.31039194610758514,True
2025-12-18,1.5529780449821122,23,139,0.27238681521977265,True
2025-12-26,0.8941734512723347,23,110,0.15879529819919,True
2026-01-06,0.9626546633411781,23,96,0.09336349945660133,True
2026-01-13,0.7636499410552832,23,80,0.060494532403617345,True
2026-01-20,0.7900923273791416,23,90,0.08101595474586169,True
2026-01-27,0.9921527342600651,23,121,0.19569372634733687,True
2026-02-03,1.9012371502853427,23,181,0.36740841830640664,True
