date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,1.259035173192357,10,31,0.3098774266571405,True
2025-02-11,0.3832117966394235,10,20,0.2024792675128819,True
2025-02-18,0.3478799405234872,10,24,0.1935157481784454,True
2025-02-25,0.2853394830049946,10,18,0.1965568623563879,True
2025-03-05,0.481579892044523,10,21,0.1002720842500427,True
2025-03-12,0.9006389265452585,10,25,0.1162244446841699,True
2025-03-19,0.6522252073545581,10,24,0.1120538951585563,True
2025-03-26,0.5704134421674759,10,25,0.0809003817791223,True
2025-04-02,0.9402990649795144,10,29,0.2458732662247113,True
2025-04-09,0.5298785998973866,10,27,0.2765017799463348,True
2025-04-16,1.365944919248287,10,34,0.405551283078619,True
2025-04-23,0.6088316994310106,10,36,0.4200352213510192,True
2025-04-30,0.7287966528319118,10,35,0.4081586022512375,True
2025-05-12,0.3528792439999486,10,27,0.3108025699412935,True
2025-05-19,3.835229269763849e-93,10,20,0.151365738743651,False
2025-05-26,0.4349591361150412,10,20,0.2089119604127757,True
2025-06-02,0.2913331978871441,10,20,0.2100430483431534,True
2025-06-11,3.329549345932236e-80,10,16,0.1555242713027807,False
2025-06-18,0.2433451253878207,10,22,0.1930267288338111,True
2025-06-25,1.1102230246252524e-16,10,22,0.2366681879318121,False
2025-07-02,1.8409100494866477e-91,10,20,0.1534754112804955,False
2025-07-09,0.2268725305348119,10,21,0.1744877999342582,True
2025-07-16,1.3877787807820835e-17,10,19,0.1638264208564776,False
2025-07-23,0.1973738889586674,10,18,0.159172726434506,True
2025-07-30,0.3225907949009863,10,19,0.2105963906800206,True
2025-08-06,0.2595592380232868,10,23,0.2884159592625204,True
2025-08-13,1.9176146348819244e-93,10,25,0.2927126857782808,False
2025-08-21,0.5471301860916239,10,24,0.2845253178450091,True
2025-08-28,0.2776062919514858,10,29,0.3269492769928297,True
2025-09-04,0.2825786849473888,10,25,0.1878216240169262,True
2025-09-11,0.2134882988372448,10,20,0.1864028056356234,True
2025-09-18,0.0,10,15,0.1066205628577716,False
2025-09-25,8.172136151958508e-77,10,15,0.1686200379403575,False
2025-10-02,1.8503717077087824e-17,10,19,0.2434071559019882,False
2025-10-16,0.7142609879363836,10,26,0.2666816788786523,True
2025-10-23,0.4996758076613582,10,22,0.2039711953873712,True
2025-10-30,0.9045764411569452,10,30,0.2616858941611869,True
2025-11-06,0.7247626432323028,10,29,0.2415021119379124,True
2025-11-13,0.9073586241564876,10,31,0.2991971037545332,True
2025-11-20,9.251858552335312e-17,10,32,0.3461524097341665,False
2025-11-27,1.4656164376897605,10,31,0.3309569846250092,True
2025-12-04,1.6249488585527867,10,33,0.3982098140853854,True
2025-12-11,1.1401750540059887,10,29,0.343910427418209,True
2025-12-18,0.2619447975738124,10,28,0.299031642582548,True
2025-12-26,0.2633566920834294,10,28,0.2717316372694568,True
2026-01-06,3.2381504884902706e-17,10,14,0.1655807769921884,False
2026-01-13,3.238150488489952e-17,10,13,0.0765793104082177,False
2026-01-20,0.3152461802514298,10,19,0.1081155752790967,True
