Theme,Tier,Bull_Pct,Bear_Pct,Trend,Fiedler,Fiedler_Change,Stocks,Status
지주사,3,34.64052287581699,54.90196078431372,-0.2241830065359477,8.806580126082977,0.7006910945603568,153,RESEARCH
2차전지,3,34.04255319148936,55.319148936170215,-0.22241134751773048,7.510385177355364,2.9239818012115126,141,RESEARCH
기업인수목적회사(SPAC),3,50.0,50.0,-0.2833333333333334,3.122953731300023,0.071676400594717,6,RESEARCH
2차전지(소재/부품),3,29.11392405063291,59.49367088607595,-0.2678481012658228,2.5045622272738237,0.072169321199075,79,RESEARCH
유전자 치료제/분석,3,32.432432432432435,56.75675675675676,-0.29405405405405405,2.176723784540734,0.2740764350208988,37,RESEARCH
석유화학,3,36.36363636363637,54.54545454545455,-0.20909090909090908,2.0158692477835585,0.5098499307009188,22,RESEARCH
고령화 사회(노인복지),3,38.095238095238095,57.142857142857146,-0.28047619047619043,1.9126557244855045,0.1512982107261595,42,RESEARCH
LED,3,33.333333333333336,50.0,-0.27095238095238094,1.8215231826688276,0.027233603170814,42,RESEARCH
가상현실(VR),3,38.70967741935484,45.16129032258065,-0.15548387096774197,1.7792029933983642,0.3972150509020418,31,RESEARCH
전기차 화재 방지(배터리 열폭주 등),3,36.36363636363637,45.45454545454545,-0.1466666666666667,1.5045989357233047,0.1805178731484906,33,RESEARCH
리츠(REITs),3,43.47826086956522,43.47826086956522,-0.22434782608695655,1.4184710548696282,0.2703288501625001,23,RESEARCH
해저터널(지하화/지하도로 등),3,62.5,25.0,0.08499999999999994,1.3401315543116603,0.6802445073678741,8,RESEARCH
