Theme,Stocks,Last_Week_Fiedler,Week_Before_Fiedler,Change,Pct_Change,current_date
도시가스,9,4.49087846608928,1.4015039546400017,3.0893745114492788,220.43280728685727,2025-11-27
스마트팩토리(스마트공장),40,4.711555639823232,1.6613713159089132,3.0501843239143183,183.5943774101821,2025-11-27
방위산업/전쟁 및 테러,60,4.148239711473569,1.937346495325065,2.210893216148504,114.11965910504516,2025-11-27
수소차(연료전지/부품/충전소 등),83,3.253821793021052,1.6636361794317436,1.5901856135893078,95.58493817635508,2025-11-27
여름,30,2.366293635829107,1.3646036255858642,1.001690010243243,73.40519924334716,2025-11-27
