theme,strategy,signal_date,total_return,holding_weeks,n_stocks,signal_still_valid_week7_pct,intermediate_returns,signal_type,signal_strength,tier
증권,etf_style,2025-03-02,2.960757791745924,11.307692307692308,26,0.0,"{'1w': -0.44538137106547854, '2w': 0.37078931279755556}",leadership,1.175,
풍력에너지,etf_style,2025-03-02,1.5965825023583506,11.166666666666666,42,0.0,"{'1w': -0.9334582836560296, '2w': -1.1103954378290712}",leadership,3.0,
풍력에너지,etf_style,2025-03-02,1.5965825023583506,11.166666666666666,42,0.0,"{'1w': -0.9334582836560296, '2w': -1.1103954378290712}",leadership,2.0524999999999998,
풍력에너지,etf_style,2025-03-02,1.5965825023583506,11.166666666666666,42,0.0,"{'1w': -0.9334582836560296, '2w': -1.1103954378290712}",leadership,1.3683333333333332,
태양광에너지,etf_style,2025-03-02,2.4622839842767124,10.678571428571429,56,0.0,"{'1w': -5.009861348555257, '2w': -3.1919183041483996}",leadership,3.0,
태양광에너지,etf_style,2025-03-02,2.4622839842767124,10.678571428571429,56,0.0,"{'1w': -5.009861348555257, '2w': -3.1919183041483996}",leadership,1.6875,
태양광에너지,etf_style,2025-03-02,2.4622839842767124,10.678571428571429,56,0.0,"{'1w': -5.009861348555257, '2w': -3.1919183041483996}",leadership,1.125,
4차산업 수혜주,etf_style,2025-03-02,1.0410358131044257,11.08695652173913,46,0.0,"{'1w': -3.0339155947711025, '2w': -2.5052155486255048}",leadership,2.0,
4차산업 수혜주,etf_style,2025-03-02,1.0410358131044257,11.08695652173913,46,0.0,"{'1w': -3.0339155947711025, '2w': -2.5052155486255048}",leadership,1.0,
자율주행차,etf_style,2025-03-02,-1.15403124028352,11.639344262295081,61,0.0,"{'1w': -2.8156972665332365, '2w': -2.5358062728200026}",leadership,2.31,
자율주행차,etf_style,2025-03-02,-1.15403124028352,11.639344262295081,61,0.0,"{'1w': -2.8156972665332365, '2w': -2.5358062728200026}",leadership,1.155,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,3.0,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.605,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.07,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,3.0,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.605,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.07,
건설 대표주,etf_style,2025-03-02,17.29617207989775,11.88888888888889,9,100.0,"{'1w': -0.15077336659454063, '2w': 0.49430259243291125, '4w': -0.17717612300613517, '7w': -0.013072903646857684, '8w': 4.340434964609458}",leadership,1.6649999999999998,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,3.0,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.605,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.07,
광고,etf_style,2025-03-02,0.24708841344025287,11.384615384615385,26,0.0,"{'1w': -2.3282173345656183, '2w': -4.245038140703536}",leadership,1.6649999999999998,
카지노,etf_style,2025-03-02,2.9513557702238926,11.5,6,0.0,"{'1w': -2.4742170977212012, '2w': -2.1187776493393873}",leadership,1.6649999999999998,
윤활유,etf_style,2025-03-02,-0.2948483027900036,12.0,8,0.0,"{'1w': -2.796302419863916, '2w': 1.982556958922015}",leadership,3.0,
윤활유,etf_style,2025-03-02,-0.2948483027900036,12.0,8,0.0,"{'1w': -2.796302419863916, '2w': 1.982556958922015}",leadership,1.6675,
윤활유,etf_style,2025-03-02,-0.2948483027900036,12.0,8,0.0,"{'1w': -2.796302419863916, '2w': 1.982556958922015}",leadership,1.1116666666666668,
자원개발,etf_style,2025-03-02,-1.7527768359331373,11.75,16,0.0,"{'1w': -1.8874715393131367, '2w': -2.0129597773139625}",leadership,2.2199999999999998,
자원개발,etf_style,2025-03-02,-1.7527768359331373,11.75,16,0.0,"{'1w': -1.8874715393131367, '2w': -2.0129597773139625}",leadership,1.1099999999999999,
은행,etf_style,2025-03-02,1.731797962240892,11.636363636363637,11,0.0,"{'1w': -3.309015889923697, '2w': -2.6610512724979714}",leadership,3.0,
은행,etf_style,2025-03-02,1.731797962240892,11.636363636363637,11,0.0,"{'1w': -3.309015889923697, '2w': -2.6610512724979714}",leadership,1.6675,
은행,etf_style,2025-03-02,1.731797962240892,11.636363636363637,11,0.0,"{'1w': -3.309015889923697, '2w': -2.6610512724979714}",leadership,1.1116666666666668,
2차전지,etf_style,2025-03-02,6.748968306630825,10.417721518987342,158,100.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662, '4w': 2.4340315895845066, '7w': -2.7650153389527787, '8w': 0.7826671945822452}",leadership,3.0,
2차전지,etf_style,2025-03-02,6.748968306630825,10.417721518987342,158,100.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662, '4w': 2.4340315895845066, '7w': -2.7650153389527787, '8w': 0.7826671945822452}",leadership,1.605,
2차전지,etf_style,2025-03-02,6.748968306630825,10.417721518987342,158,100.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662, '4w': 2.4340315895845066, '7w': -2.7650153389527787, '8w': 0.7826671945822452}",leadership,1.07,
유리 기판,etf_style,2025-03-02,-1.8197051019940125,10.619047619047619,21,0.0,"{'1w': -2.085902499586457, '2w': 2.049144311039952}",leadership,2.855,
유리 기판,etf_style,2025-03-02,-1.8197051019940125,10.619047619047619,21,0.0,"{'1w': -2.085902499586457, '2w': 2.049144311039952}",leadership,1.4275,
GTX(수도권 광역급행철도),etf_style,2025-03-02,2.159321958923796,9.96551724137931,29,0.0,"{'1w': 0.9135879635232235, '2w': -0.5377595913792854}",leadership,3.0,
GTX(수도권 광역급행철도),etf_style,2025-03-02,2.159321958923796,9.96551724137931,29,0.0,"{'1w': 0.9135879635232235, '2w': -0.5377595913792854}",leadership,1.5525,
GTX(수도권 광역급행철도),etf_style,2025-03-02,2.159321958923796,9.96551724137931,29,0.0,"{'1w': 0.9135879635232235, '2w': -0.5377595913792854}",leadership,1.035,
사물인터넷,etf_style,2025-03-02,0.39937183479474864,11.676470588235293,34,0.0,"{'1w': -2.924630367580179, '2w': -1.5955591436751686}",leadership,2.1350000000000002,
사물인터넷,etf_style,2025-03-02,0.39937183479474864,11.676470588235293,34,0.0,"{'1w': -2.924630367580179, '2w': -1.5955591436751686}",leadership,1.0675000000000001,
전력설비,etf_style,2025-03-02,2.139106107317435,10.914285714285715,35,0.0,"{'1w': -2.538461793734363, '2w': -1.172112279351332}",leadership,3.0,
전력설비,etf_style,2025-03-02,2.139106107317435,10.914285714285715,35,0.0,"{'1w': -2.538461793734363, '2w': -1.172112279351332}",leadership,1.5,
전력설비,etf_style,2025-03-02,2.139106107317435,10.914285714285715,35,0.0,"{'1w': -2.538461793734363, '2w': -1.172112279351332}",leadership,1.0,
전기차,etf_style,2025-03-02,-0.8455136823013287,11.669565217391304,115,0.0,"{'1w': -4.069941742700122, '2w': -3.1914593856557847}",leadership,2.0100000000000002,
전기차,etf_style,2025-03-02,-0.8455136823013287,11.669565217391304,115,0.0,"{'1w': -4.069941742700122, '2w': -3.1914593856557847}",leadership,1.0050000000000001,
증권,etf_style,2025-03-02,2.960757791745924,11.307692307692308,26,0.0,"{'1w': -0.44538137106547854, '2w': 0.37078931279755556}",leadership,1.175,
비료,etf_style,2025-03-02,0.7526629900558723,12.0,12,0.0,"{'1w': -0.5574976380424678, '2w': -2.3359736402959492}",leadership,3.0,
비료,etf_style,2025-03-02,0.7526629900558723,12.0,12,0.0,"{'1w': -0.5574976380424678, '2w': -2.3359736402959492}",leadership,1.6675,
비료,etf_style,2025-03-02,0.7526629900558723,12.0,12,0.0,"{'1w': -0.5574976380424678, '2w': -2.3359736402959492}",leadership,1.1116666666666668,
갤럭시 부품주,etf_style,2025-03-02,-0.19313131704228975,11.097560975609756,41,0.0,"{'1w': -2.279995660594595, '2w': -0.8243379656676728}",leadership,1.6649999999999998,
폴더블폰,etf_style,2025-03-02,-1.1367435031636928,11.03225806451613,31,0.0,"{'1w': -2.3953072622769187, '2w': -1.323927496771756}",leadership,2.02,
폴더블폰,etf_style,2025-03-02,-1.1367435031636928,11.03225806451613,31,0.0,"{'1w': -2.3953072622769187, '2w': -1.323927496771756}",leadership,1.01,
석유화학,etf_style,2025-03-02,10.292020455034002,9.636363636363637,22,100.0,"{'1w': -0.9535918997022951, '2w': 0.4705592784541553, '4w': 3.48741218663006, '7w': -1.4283054814900944, '8w': 5.273059627322728}",leadership,3.0,
석유화학,etf_style,2025-03-02,10.292020455034002,9.636363636363637,22,100.0,"{'1w': -0.9535918997022951, '2w': 0.4705592784541553, '4w': 3.48741218663006, '7w': -1.4283054814900944, '8w': 5.273059627322728}",leadership,1.6675,
석유화학,etf_style,2025-03-02,10.292020455034002,9.636363636363637,22,100.0,"{'1w': -0.9535918997022951, '2w': 0.4705592784541553, '4w': 3.48741218663006, '7w': -1.4283054814900944, '8w': 5.273059627322728}",leadership,1.1116666666666668,
블록체인,etf_style,2025-03-02,0.7621608932531749,11.076923076923077,26,0.0,"{'1w': -2.1838899574322372, '2w': -1.4974222724093473}",leadership,1.6649999999999998,
2차전지,etf_style,2025-03-02,6.748968306630825,10.417721518987342,158,100.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662, '4w': 2.4340315895845066, '7w': -2.7650153389527787, '8w': 0.7826671945822452}",leadership,3.0,
2차전지,etf_style,2025-03-02,6.748968306630825,10.417721518987342,158,100.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662, '4w': 2.4340315895845066, '7w': -2.7650153389527787, '8w': 0.7826671945822452}",leadership,1.605,
2차전지,etf_style,2025-03-02,6.748968306630825,10.417721518987342,158,100.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662, '4w': 2.4340315895845066, '7w': -2.7650153389527787, '8w': 0.7826671945822452}",leadership,1.07,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,3.0,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.605,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.07,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,3.0,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.605,
2차전지,etf_style,2025-03-02,-1.6928053030456478,11.354430379746836,158,0.0,"{'1w': -5.578181357524756, '2w': -3.1391783075526662}",leadership,1.07,
아이폰,etf_style,2025-03-02,20.702033710135314,9.76923076923077,26,100.0,"{'1w': -2.253728567617998, '2w': -1.7508948671653743, '4w': 22.630023333194266, '7w': -6.009136290616861, '8w': 14.161665888981108}",tier,1.3463940159960968,2.0
전기차,etf_style,2025-03-02,-0.8455136823013287,11.669565217391304,115,0.0,"{'1w': -4.069941742700122, '2w': -3.1914593856557847}",leadership,2.0100000000000002,
전기차,etf_style,2025-03-02,-0.8455136823013287,11.669565217391304,115,0.0,"{'1w': -4.069941742700122, '2w': -3.1914593856557847}",leadership,1.0050000000000001,
OLED(유기 발광 다이오드),etf_style,2025-03-02,-0.5056816627983697,11.011363636363637,88,0.0,"{'1w': -4.095084901834617, '2w': -1.537023581827729}",leadership,1.5699999999999998,
전기차,etf_style,2025-03-02,-0.8455136823013287,11.669565217391304,115,0.0,"{'1w': -4.069941742700122, '2w': -3.1914593856557847}",leadership,2.0100000000000002,
전기차,etf_style,2025-03-02,-0.8455136823013287,11.669565217391304,115,0.0,"{'1w': -4.069941742700122, '2w': -3.1914593856557847}",leadership,1.0050000000000001,
네옴시티,etf_style,2025-03-02,0.7478192341990119,11.03448275862069,29,0.0,"{'1w': 0.18378524469678184, '2w': -1.0656233239968151}",leadership,3.0,
네옴시티,etf_style,2025-03-02,0.7478192341990119,11.03448275862069,29,0.0,"{'1w': 0.18378524469678184, '2w': -1.0656233239968151}",leadership,2.2375,
네옴시티,etf_style,2025-03-02,0.7478192341990119,11.03448275862069,29,0.0,"{'1w': 0.18378524469678184, '2w': -1.0656233239968151}",leadership,1.4916666666666667,
제대혈,etf_style,2025-03-02,-1.5609805602545812,12.0,6,0.0,"{'1w': 1.6879542200651692, '2w': -3.0789992866280325}",leadership,2.5,
제대혈,etf_style,2025-03-02,-1.5609805602545812,12.0,6,0.0,"{'1w': 1.6879542200651692, '2w': -3.0789992866280325}",leadership,1.25,
태풍 및 장마,etf_style,2025-03-02,3.301180908011598,11.454545454545455,11,0.0,"{'1w': -0.6550190940235792, '2w': -1.4080318168952173}",leadership,1.6649999999999998,
남북경협,etf_style,2025-03-02,1.3501742561352217,10.678571428571429,28,0.0,"{'1w': -0.48300720269100106, '2w': -2.0034715505491847}",leadership,3.0,
남북경협,etf_style,2025-03-02,1.3501742561352217,10.678571428571429,28,0.0,"{'1w': -0.48300720269100106, '2w': -2.0034715505491847}",leadership,1.8175000000000001,
남북경협,etf_style,2025-03-02,1.3501742561352217,10.678571428571429,28,0.0,"{'1w': -0.48300720269100106, '2w': -2.0034715505491847}",leadership,1.2116666666666667,
그래핀,etf_style,2025-03-02,0.654185562523157,11.384615384615385,13,0.0,"{'1w': -1.235848612443821, '2w': -1.5713111766522423}",leadership,3.0,
그래핀,etf_style,2025-03-02,0.654185562523157,11.384615384615385,13,0.0,"{'1w': -1.235848612443821, '2w': -1.5713111766522423}",leadership,1.6675,
그래핀,etf_style,2025-03-02,0.654185562523157,11.384615384615385,13,0.0,"{'1w': -1.235848612443821, '2w': -1.5713111766522423}",leadership,1.1116666666666668,
자전거,etf_style,2025-03-02,1.4921747629044861,12.0,4,0.0,"{'1w': -0.27152090478408286, '2w': 0.9215969465773785}",leadership,2.5,
자전거,etf_style,2025-03-02,1.4921747629044861,12.0,4,0.0,"{'1w': -0.27152090478408286, '2w': 0.9215969465773785}",leadership,1.25,
자전거,etf_style,2025-03-02,1.4921747629044861,12.0,4,0.0,"{'1w': -0.27152090478408286, '2w': 0.9215969465773785}",leadership,2.5,
자전거,etf_style,2025-03-02,1.4921747629044861,12.0,4,0.0,"{'1w': -0.27152090478408286, '2w': 0.9215969465773785}",leadership,1.25,
반도체 장비,etf_style,2025-03-09,0.34132976045475133,11.051546391752577,97,0.0,"{'1w': 2.179375001196201, '2w': 5.50202041950229}",leadership,2.75,
반도체 장비,etf_style,2025-03-09,0.34132976045475133,11.051546391752577,97,0.0,"{'1w': 2.179375001196201, '2w': 5.50202041950229}",leadership,1.375,
은행,etf_style,2025-03-09,3.5528333157601732,11.454545454545455,11,0.0,"{'1w': -0.9762915508829632, '2w': 1.6066394177220855}",leadership,3.0,
은행,etf_style,2025-03-09,3.5528333157601732,11.454545454545455,11,0.0,"{'1w': -0.9762915508829632, '2w': 1.6066394177220855}",leadership,1.6675,
은행,etf_style,2025-03-09,3.5528333157601732,11.454545454545455,11,0.0,"{'1w': -0.9762915508829632, '2w': 1.6066394177220855}",leadership,1.1116666666666668,
제약업체,etf_style,2025-03-09,1.4585021109131153,11.2,95,0.0,"{'1w': -0.9796825116532547, '2w': -0.8708792313168027}",leadership,1.0050000000000001,
증권,etf_style,2025-03-09,4.719485003988607,10.961538461538462,26,0.0,"{'1w': 0.654539193258, '2w': 0.13477489592909875}",leadership,1.175,
풍력에너지,etf_style,2025-03-09,2.375885829085134,10.404761904761905,42,0.0,"{'1w': -0.5287134891913988, '2w': -0.5454300555010495}",leadership,3.0,
풍력에너지,etf_style,2025-03-09,2.375885829085134,10.404761904761905,42,0.0,"{'1w': -0.5287134891913988, '2w': -0.5454300555010495}",leadership,2.0524999999999998,
풍력에너지,etf_style,2025-03-09,2.375885829085134,10.404761904761905,42,0.0,"{'1w': -0.5287134891913988, '2w': -0.5454300555010495}",leadership,1.3683333333333332,
태양광에너지,etf_style,2025-03-09,3.6432020984335862,9.785714285714286,56,0.0,"{'1w': 0.3129973572038373, '2w': 2.1254348330212642}",leadership,3.0,
태양광에너지,etf_style,2025-03-09,3.6432020984335862,9.785714285714286,56,0.0,"{'1w': 0.3129973572038373, '2w': 2.1254348330212642}",leadership,1.6875,
태양광에너지,etf_style,2025-03-09,3.6432020984335862,9.785714285714286,56,0.0,"{'1w': 0.3129973572038373, '2w': 2.1254348330212642}",leadership,1.125,
4차산업 수혜주,etf_style,2025-03-09,1.7737347458572805,10.847826086956522,46,0.0,"{'1w': -0.856392234957557, '2w': -0.13009786838721432}",leadership,2.0,
4차산업 수혜주,etf_style,2025-03-09,1.7737347458572805,10.847826086956522,46,0.0,"{'1w': -0.856392234957557, '2w': -0.13009786838721432}",leadership,1.0,
자율주행차,etf_style,2025-03-09,-0.29653704329792635,11.78688524590164,61,0.0,"{'1w': -1.018285078696144, '2w': -0.5263067779878261}",leadership,2.31,
자율주행차,etf_style,2025-03-09,-0.29653704329792635,11.78688524590164,61,0.0,"{'1w': -1.018285078696144, '2w': -0.5263067779878261}",leadership,1.155,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,3.0,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.605,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.07,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,3.0,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.605,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.07,
건설 대표주,etf_style,2025-03-09,4.834805679031323,10.444444444444445,9,0.0,"{'1w': 0.5752754327996302, '2w': -1.6777058181133393}",leadership,1.6649999999999998,
원자력발전,etf_style,2025-03-09,2.40947400569978,11.280701754385966,57,0.0,"{'1w': -1.5412897900622649, '2w': -2.9089768122052724}",tier,2.0,2.0
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,3.0,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.605,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.07,
광고,etf_style,2025-03-09,0.6760507963705229,11.038461538461538,26,0.0,"{'1w': -2.896211430723156, '2w': -0.8640779118949635}",leadership,1.6649999999999998,
카지노,etf_style,2025-03-09,2.668713508732282,10.5,6,0.0,"{'1w': -0.8636459015975507, '2w': 2.0119561293231487}",leadership,1.6649999999999998,
윤활유,etf_style,2025-03-09,0.9996513689342384,11.875,8,0.0,"{'1w': 3.4263683617862815, '2w': -0.0073595682217463265}",leadership,3.0,
윤활유,etf_style,2025-03-09,0.9996513689342384,11.875,8,0.0,"{'1w': 3.4263683617862815, '2w': -0.0073595682217463265}",leadership,1.6675,
윤활유,etf_style,2025-03-09,0.9996513689342384,11.875,8,0.0,"{'1w': 3.4263683617862815, '2w': -0.0073595682217463265}",leadership,1.1116666666666668,
자원개발,etf_style,2025-03-09,0.7003937707640084,11.9375,16,0.0,"{'1w': -0.8977422379204204, '2w': -1.9786846984709212}",leadership,2.2199999999999998,
자원개발,etf_style,2025-03-09,0.7003937707640084,11.9375,16,0.0,"{'1w': -0.8977422379204204, '2w': -1.9786846984709212}",leadership,1.1099999999999999,
은행,etf_style,2025-03-09,3.5528333157601732,11.454545454545455,11,0.0,"{'1w': -0.9762915508829632, '2w': 1.6066394177220855}",leadership,3.0,
은행,etf_style,2025-03-09,3.5528333157601732,11.454545454545455,11,0.0,"{'1w': -0.9762915508829632, '2w': 1.6066394177220855}",leadership,1.6675,
은행,etf_style,2025-03-09,3.5528333157601732,11.454545454545455,11,0.0,"{'1w': -0.9762915508829632, '2w': 1.6066394177220855}",leadership,1.1116666666666668,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,3.0,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,1.605,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,1.07,
유리 기판,etf_style,2025-03-09,7.680157212964255,8.952380952380953,21,100.0,"{'1w': 3.22695944005172, '2w': -0.2786723166729539, '4w': -4.994219426057496, '7w': -2.696447843194622, '8w': -5.170396349810571}",leadership,2.855,
유리 기판,etf_style,2025-03-09,7.680157212964255,8.952380952380953,21,100.0,"{'1w': 3.22695944005172, '2w': -0.2786723166729539, '4w': -4.994219426057496, '7w': -2.696447843194622, '8w': -5.170396349810571}",leadership,1.4275,
GTX(수도권 광역급행철도),etf_style,2025-03-09,2.9413733682575365,10.068965517241379,29,0.0,"{'1w': -0.704754861992156, '2w': -0.3851641373957829}",leadership,3.0,
GTX(수도권 광역급행철도),etf_style,2025-03-09,2.9413733682575365,10.068965517241379,29,0.0,"{'1w': -0.704754861992156, '2w': -0.3851641373957829}",leadership,1.5525,
GTX(수도권 광역급행철도),etf_style,2025-03-09,2.9413733682575365,10.068965517241379,29,0.0,"{'1w': -0.704754861992156, '2w': -0.3851641373957829}",leadership,1.035,
사물인터넷,etf_style,2025-03-09,1.1635742076553104,11.5,34,0.0,"{'1w': 0.29103509317625426, '2w': -0.7869974936598624}",leadership,2.1350000000000002,
사물인터넷,etf_style,2025-03-09,1.1635742076553104,11.5,34,0.0,"{'1w': 0.29103509317625426, '2w': -0.7869974936598624}",leadership,1.0675000000000001,
전력설비,etf_style,2025-03-09,3.2081340373952605,10.542857142857143,35,0.0,"{'1w': 0.18227966185955358, '2w': -1.1355242003157031}",leadership,3.0,
전력설비,etf_style,2025-03-09,3.2081340373952605,10.542857142857143,35,0.0,"{'1w': 0.18227966185955358, '2w': -1.1355242003157031}",leadership,1.5,
전력설비,etf_style,2025-03-09,3.2081340373952605,10.542857142857143,35,0.0,"{'1w': 0.18227966185955358, '2w': -1.1355242003157031}",leadership,1.0,
전기차,etf_style,2025-03-09,-0.17938349586235822,11.669565217391304,115,0.0,"{'1w': -0.6097805429731628, '2w': 0.7140895663970424}",leadership,2.0100000000000002,
전기차,etf_style,2025-03-09,-0.17938349586235822,11.669565217391304,115,0.0,"{'1w': -0.6097805429731628, '2w': 0.7140895663970424}",leadership,1.0050000000000001,
증권,etf_style,2025-03-09,26.289055104809396,11.615384615384615,26,100.0,"{'1w': 0.654539193258, '2w': 0.13477489592909875, '4w': -7.432377021624392, '7w': 0.36638363131236973, '8w': 4.633052168575164}",leadership,1.175,
비료,etf_style,2025-03-09,2.4027346565998458,12.0,12,0.0,"{'1w': -2.0363509283508994, '2w': -0.7899886057843641}",leadership,3.0,
비료,etf_style,2025-03-09,2.4027346565998458,12.0,12,0.0,"{'1w': -2.0363509283508994, '2w': -0.7899886057843641}",leadership,1.6675,
비료,etf_style,2025-03-09,2.4027346565998458,12.0,12,0.0,"{'1w': -2.0363509283508994, '2w': -0.7899886057843641}",leadership,1.1116666666666668,
모바일콘텐츠(스마트폰/태블릿PC),etf_style,2025-03-09,1.6961005922631425,10.842105263157896,38,0.0,"{'1w': -2.3810894209931757, '2w': -2.2325680375738135}",tier,1.0341872266571501,1.0
갤럭시 부품주,etf_style,2025-03-09,0.12737150624542895,11.365853658536585,41,0.0,"{'1w': 0.38838209743290353, '2w': 0.678137799348035}",leadership,1.6649999999999998,
폴더블폰,etf_style,2025-03-09,-0.36867807055331836,11.35483870967742,31,0.0,"{'1w': -0.09899451718565763, '2w': 0.7255485947780593}",leadership,2.02,
폴더블폰,etf_style,2025-03-09,-0.36867807055331836,11.35483870967742,31,0.0,"{'1w': -0.09899451718565763, '2w': 0.7255485947780593}",leadership,1.01,
석유화학,etf_style,2025-03-09,1.4672694357627023,10.681818181818182,22,0.0,"{'1w': 1.0003687134715025, '2w': 0.3365880444080153}",leadership,3.0,
석유화학,etf_style,2025-03-09,1.4672694357627023,10.681818181818182,22,0.0,"{'1w': 1.0003687134715025, '2w': 0.3365880444080153}",leadership,1.6675,
석유화학,etf_style,2025-03-09,1.4672694357627023,10.681818181818182,22,0.0,"{'1w': 1.0003687134715025, '2w': 0.3365880444080153}",leadership,1.1116666666666668,
블록체인,etf_style,2025-03-09,1.6980145987191089,10.961538461538462,26,0.0,"{'1w': -0.3646122901394878, '2w': 0.13004605006970232}",leadership,1.6649999999999998,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,3.0,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.605,
2차전지,etf_style,2025-03-09,-0.8146700727068145,11.316455696202532,158,0.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593}",leadership,1.07,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,3.0,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,1.605,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,1.07,
2차전지,etf_style,2025-03-09,0.809264114163218,10.924050632911392,158,100.0,"{'1w': 0.17655416784015324, '2w': 1.942206470461593, '4w': -7.748646908810563, '7w': -0.8320246601440652, '8w': -2.1813981663907276}",leadership,3.0,
