theme,strategy,signal_date,total_return,holding_weeks,n_stocks,signal_still_valid_week7_pct,intermediate_returns,signal_type,signal_strength,tier
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,3.0,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.605,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.07,
유리 기판,etf_style,2025-02-09,-3.342107921350267,11.380952380952381,21,0.0,"{'1w': 4.141787118465934, '2w': 0.07937957410036886}",leadership,2.855,
유리 기판,etf_style,2025-02-09,-3.342107921350267,11.380952380952381,21,0.0,"{'1w': 4.141787118465934, '2w': 0.07937957410036886}",leadership,1.4275,
GTX(수도권 광역급행철도),etf_style,2025-02-09,1.9158430394830843,10.482758620689655,29,0.0,"{'1w': 3.144789955093922, '2w': 2.651908231181542}",leadership,3.0,
GTX(수도권 광역급행철도),etf_style,2025-02-09,1.9158430394830843,10.482758620689655,29,0.0,"{'1w': 3.144789955093922, '2w': 2.651908231181542}",leadership,1.5525,
GTX(수도권 광역급행철도),etf_style,2025-02-09,1.9158430394830843,10.482758620689655,29,0.0,"{'1w': 3.144789955093922, '2w': 2.651908231181542}",leadership,1.035,
사물인터넷,etf_style,2025-02-09,0.04743364680971544,11.294117647058824,34,0.0,"{'1w': 1.4347728583310815, '2w': 3.050571203113289}",leadership,2.1350000000000002,
사물인터넷,etf_style,2025-02-09,0.04743364680971544,11.294117647058824,34,0.0,"{'1w': 1.4347728583310815, '2w': 3.050571203113289}",leadership,1.0675000000000001,
전력설비,etf_style,2025-02-09,-0.1816663927352494,11.285714285714286,35,0.0,"{'1w': 0.3069936635407157, '2w': 0.618443128737946}",leadership,3.0,
전력설비,etf_style,2025-02-09,-0.1816663927352494,11.285714285714286,35,0.0,"{'1w': 0.3069936635407157, '2w': 0.618443128737946}",leadership,1.5,
전력설비,etf_style,2025-02-09,-0.1816663927352494,11.285714285714286,35,0.0,"{'1w': 0.3069936635407157, '2w': 0.618443128737946}",leadership,1.0,
전기차,etf_style,2025-02-09,-0.3410122898859405,11.095652173913043,115,0.0,"{'1w': 3.202804071347552, '2w': 3.945680798674753}",leadership,2.0100000000000002,
전기차,etf_style,2025-02-09,-0.3410122898859405,11.095652173913043,115,0.0,"{'1w': 3.202804071347552, '2w': 3.945680798674753}",leadership,1.0050000000000001,
증권,etf_style,2025-02-09,1.7420177182799266,11.461538461538462,26,0.0,"{'1w': 2.8413538537277137, '2w': 4.244426333094603}",leadership,1.175,
비료,etf_style,2025-02-09,0.1924977229199594,12.0,12,0.0,"{'1w': -0.2439180171831045, '2w': 2.426877197350169}",leadership,3.0,
비료,etf_style,2025-02-09,0.1924977229199594,12.0,12,0.0,"{'1w': -0.2439180171831045, '2w': 2.426877197350169}",leadership,1.6675,
비료,etf_style,2025-02-09,0.1924977229199594,12.0,12,0.0,"{'1w': -0.2439180171831045, '2w': 2.426877197350169}",leadership,1.1116666666666668,
갤럭시 부품주,etf_style,2025-02-09,-1.0397217576276623,10.902439024390244,41,0.0,"{'1w': 2.8994603969327173, '2w': 2.5668585596055666}",leadership,1.6649999999999998,
폴더블폰,etf_style,2025-02-09,-1.247719995803119,11.258064516129032,31,0.0,"{'1w': 1.5002303978610305, '2w': 2.4437734197547307}",leadership,2.02,
폴더블폰,etf_style,2025-02-09,-1.247719995803119,11.258064516129032,31,0.0,"{'1w': 1.5002303978610305, '2w': 2.4437734197547307}",leadership,1.01,
석유화학,etf_style,2025-02-09,0.9227845129280406,10.045454545454545,22,0.0,"{'1w': 4.2437414493314405, '2w': 5.825775049368054}",leadership,3.0,
석유화학,etf_style,2025-02-09,0.9227845129280406,10.045454545454545,22,0.0,"{'1w': 4.2437414493314405, '2w': 5.825775049368054}",leadership,1.6675,
석유화학,etf_style,2025-02-09,0.9227845129280406,10.045454545454545,22,0.0,"{'1w': 4.2437414493314405, '2w': 5.825775049368054}",leadership,1.1116666666666668,
블록체인,etf_style,2025-02-09,-0.693085379667305,11.26923076923077,26,0.0,"{'1w': -0.8611740451115127, '2w': 0.3758833247373647}",leadership,1.6649999999999998,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,3.0,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.605,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.07,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,3.0,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.605,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.07,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,3.0,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.605,
2차전지,etf_style,2025-02-09,0.12905237385976057,10.348101265822784,158,0.0,"{'1w': 4.156530277212047, '2w': 6.757516040221653}",leadership,1.07,
전기차,etf_style,2025-02-09,-0.3410122898859405,11.095652173913043,115,0.0,"{'1w': 3.202804071347552, '2w': 3.945680798674753}",leadership,2.0100000000000002,
전기차,etf_style,2025-02-09,-0.3410122898859405,11.095652173913043,115,0.0,"{'1w': 3.202804071347552, '2w': 3.945680798674753}",leadership,1.0050000000000001,
OLED(유기 발광 다이오드),etf_style,2025-02-09,-0.9912984738251549,10.931818181818182,88,0.0,"{'1w': 1.780629910285658, '2w': 3.769134418842707}",leadership,1.5699999999999998,
전기차,etf_style,2025-02-09,-0.3410122898859405,11.095652173913043,115,0.0,"{'1w': 3.202804071347552, '2w': 3.945680798674753}",leadership,2.0100000000000002,
전기차,etf_style,2025-02-09,-0.3410122898859405,11.095652173913043,115,0.0,"{'1w': 3.202804071347552, '2w': 3.945680798674753}",leadership,1.0050000000000001,
네옴시티,etf_style,2025-02-09,0.568030533080533,11.206896551724139,29,0.0,"{'1w': 1.6748597850332656, '2w': 1.1247348873622618}",leadership,3.0,
네옴시티,etf_style,2025-02-09,0.568030533080533,11.206896551724139,29,0.0,"{'1w': 1.6748597850332656, '2w': 1.1247348873622618}",leadership,2.2375,
네옴시티,etf_style,2025-02-09,0.568030533080533,11.206896551724139,29,0.0,"{'1w': 1.6748597850332656, '2w': 1.1247348873622618}",leadership,1.4916666666666667,
제대혈,etf_style,2025-02-09,-1.0063381825137958,11.833333333333334,6,0.0,"{'1w': -2.2251580114795835, '2w': -0.36749107289847344}",leadership,2.5,
제대혈,etf_style,2025-02-09,-1.0063381825137958,11.833333333333334,6,0.0,"{'1w': -2.2251580114795835, '2w': -0.36749107289847344}",leadership,1.25,
태풍 및 장마,etf_style,2025-02-09,0.6647531877161127,11.636363636363637,11,0.0,"{'1w': 1.286061030565199, '2w': 0.7504569630639236}",leadership,1.6649999999999998,
남북경협,etf_style,2025-02-09,0.9411444870140173,11.357142857142858,28,0.0,"{'1w': 0.8438811712968084, '2w': 1.6442399775011558}",leadership,3.0,
남북경협,etf_style,2025-02-09,0.9411444870140173,11.357142857142858,28,0.0,"{'1w': 0.8438811712968084, '2w': 1.6442399775011558}",leadership,1.8175000000000001,
남북경협,etf_style,2025-02-09,0.9411444870140173,11.357142857142858,28,0.0,"{'1w': 0.8438811712968084, '2w': 1.6442399775011558}",leadership,1.2116666666666667,
그래핀,etf_style,2025-02-09,0.577223548339735,11.23076923076923,13,0.0,"{'1w': 2.8861587093695107, '2w': 5.560584442638596}",leadership,3.0,
그래핀,etf_style,2025-02-09,0.577223548339735,11.23076923076923,13,0.0,"{'1w': 2.8861587093695107, '2w': 5.560584442638596}",leadership,1.6675,
그래핀,etf_style,2025-02-09,0.577223548339735,11.23076923076923,13,0.0,"{'1w': 2.8861587093695107, '2w': 5.560584442638596}",leadership,1.1116666666666668,
자전거,etf_style,2025-02-09,0.44341988897808743,12.0,4,0.0,"{'1w': 0.373847990388694, '2w': 1.6444657558210485}",leadership,2.5,
자전거,etf_style,2025-02-09,0.44341988897808743,12.0,4,0.0,"{'1w': 0.373847990388694, '2w': 1.6444657558210485}",leadership,1.25,
자전거,etf_style,2025-02-09,0.44341988897808743,12.0,4,0.0,"{'1w': 0.373847990388694, '2w': 1.6444657558210485}",leadership,2.5,
자전거,etf_style,2025-02-09,0.44341988897808743,12.0,4,0.0,"{'1w': 0.373847990388694, '2w': 1.6444657558210485}",leadership,1.25,
반도체 장비,etf_style,2025-02-16,-1.526741179723706,11.536082474226804,97,0.0,"{'1w': 3.0251426430016863, '2w': -4.014228334025071}",leadership,2.75,
반도체 장비,etf_style,2025-02-16,-1.526741179723706,11.536082474226804,97,0.0,"{'1w': 3.0251426430016863, '2w': -4.014228334025071}",leadership,1.375,
은행,etf_style,2025-02-16,0.9892475824671347,11.818181818181818,11,0.0,"{'1w': 2.592275944242693, '2w': 0.20130692641920211}",leadership,3.0,
은행,etf_style,2025-02-16,0.9892475824671347,11.818181818181818,11,0.0,"{'1w': 2.592275944242693, '2w': 0.20130692641920211}",leadership,1.6675,
은행,etf_style,2025-02-16,0.9892475824671347,11.818181818181818,11,0.0,"{'1w': 2.592275944242693, '2w': 0.20130692641920211}",leadership,1.1116666666666668,
제약업체,etf_style,2025-02-16,0.05138068828400332,11.25263157894737,95,0.0,"{'1w': 1.4586363186144453, '2w': 0.7219911572460327}",leadership,1.0050000000000001,
증권,etf_style,2025-02-16,1.5879213978393336,11.692307692307692,26,0.0,"{'1w': 2.946366050300646, '2w': 0.3317399209715892}",leadership,1.175,
풍력에너지,etf_style,2025-02-16,1.1170359722062968,10.928571428571429,42,0.0,"{'1w': 2.0303537788964947, '2w': -0.6849464911930909}",tier,1.573624107546046,2.0
풍력에너지,etf_style,2025-02-16,1.1170359722062968,10.928571428571429,42,0.0,"{'1w': 2.0303537788964947, '2w': -0.6849464911930909}",leadership,3.0,
풍력에너지,etf_style,2025-02-16,1.1170359722062968,10.928571428571429,42,0.0,"{'1w': 2.0303537788964947, '2w': -0.6849464911930909}",leadership,2.0524999999999998,
풍력에너지,etf_style,2025-02-16,1.1170359722062968,10.928571428571429,42,0.0,"{'1w': 2.0303537788964947, '2w': -0.6849464911930909}",leadership,1.3683333333333332,
태양광에너지,etf_style,2025-02-16,0.7037148662563377,11.357142857142858,56,0.0,"{'1w': 2.411742811203377, '2w': -0.5344606012527259}",leadership,3.0,
태양광에너지,etf_style,2025-02-16,0.7037148662563377,11.357142857142858,56,0.0,"{'1w': 2.411742811203377, '2w': -0.5344606012527259}",leadership,1.6875,
태양광에너지,etf_style,2025-02-16,0.7037148662563377,11.357142857142858,56,0.0,"{'1w': 2.411742811203377, '2w': -0.5344606012527259}",leadership,1.125,
4차산업 수혜주,etf_style,2025-02-16,0.12461917099275786,11.108695652173912,46,0.0,"{'1w': 2.3893564350951904, '2w': -2.8772508579128604}",leadership,2.0,
4차산업 수혜주,etf_style,2025-02-16,0.12461917099275786,11.108695652173912,46,0.0,"{'1w': 2.3893564350951904, '2w': -2.8772508579128604}",leadership,1.0,
자율주행차,etf_style,2025-02-16,-1.8055087676726767,11.524590163934427,61,0.0,"{'1w': -0.17703964472431957, '2w': -2.9114846213553207}",leadership,2.31,
자율주행차,etf_style,2025-02-16,-1.8055087676726767,11.524590163934427,61,0.0,"{'1w': -0.17703964472431957, '2w': -2.9114846213553207}",leadership,1.155,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
건설 대표주,etf_style,2025-02-16,1.5128289403346917,11.222222222222221,9,0.0,"{'1w': 2.3169873879599723, '2w': 0.7222188634361815}",leadership,1.6649999999999998,
원자력발전,etf_style,2025-02-16,0.17663705449464046,11.701754385964913,57,0.0,"{'1w': 1.7346621003581133, '2w': -1.1751432606639345}",tier,1.9515149537245124,2.0
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
광고,etf_style,2025-02-16,0.5384138007852558,11.346153846153847,26,0.0,"{'1w': 3.4823449667428714, '2w': -0.30014351164299197}",leadership,1.6649999999999998,
카지노,etf_style,2025-02-16,1.6787032984650203,11.5,6,0.0,"{'1w': 1.289926878177081, '2w': 1.783188803018927}",leadership,1.6649999999999998,
윤활유,etf_style,2025-02-16,-0.7959617254368988,12.0,8,0.0,"{'1w': 2.6272034373535575, '2w': -1.1643746736630463}",leadership,3.0,
윤활유,etf_style,2025-02-16,-0.7959617254368988,12.0,8,0.0,"{'1w': 2.6272034373535575, '2w': -1.1643746736630463}",leadership,1.6675,
윤활유,etf_style,2025-02-16,-0.7959617254368988,12.0,8,0.0,"{'1w': 2.6272034373535575, '2w': -1.1643746736630463}",leadership,1.1116666666666668,
자원개발,etf_style,2025-02-16,1.0062115973251269,10.6875,16,0.0,"{'1w': 4.900141668098706, '2w': 10.554603482783921}",leadership,2.2199999999999998,
자원개발,etf_style,2025-02-16,1.0062115973251269,10.6875,16,0.0,"{'1w': 4.900141668098706, '2w': 10.554603482783921}",leadership,1.1099999999999999,
은행,etf_style,2025-02-16,0.9892475824671347,11.818181818181818,11,0.0,"{'1w': 2.592275944242693, '2w': 0.20130692641920211}",leadership,3.0,
은행,etf_style,2025-02-16,0.9892475824671347,11.818181818181818,11,0.0,"{'1w': 2.592275944242693, '2w': 0.20130692641920211}",leadership,1.6675,
은행,etf_style,2025-02-16,0.9892475824671347,11.818181818181818,11,0.0,"{'1w': 2.592275944242693, '2w': 0.20130692641920211}",leadership,1.1116666666666668,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
유리 기판,etf_style,2025-02-16,-2.5392175307596063,10.904761904761905,21,0.0,"{'1w': -1.398140585746013, '2w': -5.767870556591051}",leadership,2.855,
유리 기판,etf_style,2025-02-16,-2.5392175307596063,10.904761904761905,21,0.0,"{'1w': -1.398140585746013, '2w': -5.767870556591051}",leadership,1.4275,
GTX(수도권 광역급행철도),etf_style,2025-02-16,1.7306621083912557,10.862068965517242,29,0.0,"{'1w': 1.1732887679550221, '2w': -0.5497443385442417}",leadership,3.0,
GTX(수도권 광역급행철도),etf_style,2025-02-16,1.7306621083912557,10.862068965517242,29,0.0,"{'1w': 1.1732887679550221, '2w': -0.5497443385442417}",leadership,1.5525,
GTX(수도권 광역급행철도),etf_style,2025-02-16,1.7306621083912557,10.862068965517242,29,0.0,"{'1w': 1.1732887679550221, '2w': -0.5497443385442417}",leadership,1.035,
사물인터넷,etf_style,2025-02-16,-0.5088614465406031,11.529411764705882,34,0.0,"{'1w': -0.5078712325547632, '2w': -1.5755503840900944}",leadership,2.1350000000000002,
사물인터넷,etf_style,2025-02-16,-0.5088614465406031,11.529411764705882,34,0.0,"{'1w': -0.5078712325547632, '2w': -1.5755503840900944}",leadership,1.0675000000000001,
전력설비,etf_style,2025-02-16,-0.2638575036914708,11.628571428571428,35,0.0,"{'1w': 0.4665868257900483, '2w': -4.288911701843371}",leadership,3.0,
전력설비,etf_style,2025-02-16,-0.2638575036914708,11.628571428571428,35,0.0,"{'1w': 0.4665868257900483, '2w': -4.288911701843371}",leadership,1.5,
전력설비,etf_style,2025-02-16,-0.2638575036914708,11.628571428571428,35,0.0,"{'1w': 0.4665868257900483, '2w': -4.288911701843371}",leadership,1.0,
전기차,etf_style,2025-02-16,-0.7417918309189544,11.434782608695652,115,0.0,"{'1w': 2.45257161039428, '2w': 0.27022274238040206}",leadership,2.0100000000000002,
전기차,etf_style,2025-02-16,-0.7417918309189544,11.434782608695652,115,0.0,"{'1w': 2.45257161039428, '2w': 0.27022274238040206}",leadership,1.0050000000000001,
증권,etf_style,2025-02-16,1.5879213978393336,11.692307692307692,26,0.0,"{'1w': 2.946366050300646, '2w': 0.3317399209715892}",leadership,1.175,
비료,etf_style,2025-02-16,0.06442026458721695,12.0,12,0.0,"{'1w': 2.5716364724069387, '2w': -0.6431865202676988}",leadership,3.0,
비료,etf_style,2025-02-16,0.06442026458721695,12.0,12,0.0,"{'1w': 2.5716364724069387, '2w': -0.6431865202676988}",leadership,1.6675,
비료,etf_style,2025-02-16,0.06442026458721695,12.0,12,0.0,"{'1w': 2.5716364724069387, '2w': -0.6431865202676988}",leadership,1.1116666666666668,
갤럭시 부품주,etf_style,2025-02-16,-1.0042095316314492,11.341463414634147,41,0.0,"{'1w': 1.269394570371228, '2w': -1.8175694289034092}",leadership,1.6649999999999998,
폴더블폰,etf_style,2025-02-16,-0.9555081671542095,11.32258064516129,31,0.0,"{'1w': 1.7732599423678632, '2w': -0.6202482525910625}",leadership,2.02,
폴더블폰,etf_style,2025-02-16,-0.9555081671542095,11.32258064516129,31,0.0,"{'1w': 1.7732599423678632, '2w': -0.6202482525910625}",leadership,1.01,
석유화학,etf_style,2025-02-16,0.5110130880831923,11.454545454545455,22,0.0,"{'1w': 3.8506225210493086, '2w': 0.27182489713980984}",leadership,3.0,
석유화학,etf_style,2025-02-16,0.5110130880831923,11.454545454545455,22,0.0,"{'1w': 3.8506225210493086, '2w': 0.27182489713980984}",leadership,1.6675,
석유화학,etf_style,2025-02-16,0.5110130880831923,11.454545454545455,22,0.0,"{'1w': 3.8506225210493086, '2w': 0.27182489713980984}",leadership,1.1116666666666668,
블록체인,etf_style,2025-02-16,-0.32860603156915924,11.038461538461538,26,0.0,"{'1w': 0.8616455135789849, '2w': 0.1914994353017591}",leadership,1.6649999999999998,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,3.0,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.605,
2차전지,etf_style,2025-02-16,-0.8496359107182027,10.99367088607595,158,0.0,"{'1w': 4.784220866541924, '2w': 1.8556248662181019}",leadership,1.07,
전기차,etf_style,2025-02-16,-0.7417918309189544,11.434782608695652,115,0.0,"{'1w': 2.45257161039428, '2w': 0.27022274238040206}",leadership,2.0100000000000002,
전기차,etf_style,2025-02-16,-0.7417918309189544,11.434782608695652,115,0.0,"{'1w': 2.45257161039428, '2w': 0.27022274238040206}",leadership,1.0050000000000001,
OLED(유기 발광 다이오드),etf_style,2025-02-16,-1.0734488493814163,11.386363636363637,88,0.0,"{'1w': 2.9411369693879674, '2w': -2.1522564517049245}",leadership,1.5699999999999998,
