theme,strategy,signal_date,total_return,holding_weeks,n_stocks,signal_still_valid_pct,signal_type,signal_strength,tier
그래핀,relaxed,2025-02-09,0.577223548339735,11.23076923076923,13,0.0,leadership,1.6675,
그래핀,relaxed,2025-02-09,0.577223548339735,11.23076923076923,13,0.0,leadership,1.1116666666666668,
자전거,relaxed,2025-02-09,0.44341988897808743,12.0,4,0.0,leadership,2.5,
자전거,relaxed,2025-02-09,0.44341988897808743,12.0,4,0.0,leadership,1.25,
자전거,relaxed,2025-02-09,0.44341988897808743,12.0,4,0.0,leadership,2.5,
자전거,relaxed,2025-02-09,0.44341988897808743,12.0,4,0.0,leadership,1.25,
반도체 장비,relaxed,2025-02-16,-1.5128882372608128,11.690721649484535,97,0.0,leadership,2.75,
반도체 장비,relaxed,2025-02-16,-1.5128882372608128,11.690721649484535,97,0.0,leadership,1.375,
은행,relaxed,2025-02-16,0.5963685155549185,12.0,11,0.0,leadership,3.0,
은행,relaxed,2025-02-16,0.5963685155549185,12.0,11,0.0,leadership,1.6675,
은행,relaxed,2025-02-16,0.5963685155549185,12.0,11,0.0,leadership,1.1116666666666668,
제약업체,relaxed,2025-02-16,-0.2658359530582641,11.789473684210526,95,0.0,leadership,1.0050000000000001,
증권,relaxed,2025-02-16,1.7160530209542344,12.0,26,0.0,leadership,1.175,
풍력에너지,relaxed,2025-02-16,1.0833439084249403,12.0,42,0.0,tier,1.573624107546046,2.0
풍력에너지,relaxed,2025-02-16,1.0833439084249403,12.0,42,0.0,leadership,3.0,
풍력에너지,relaxed,2025-02-16,1.0833439084249403,12.0,42,0.0,leadership,2.0524999999999998,
풍력에너지,relaxed,2025-02-16,1.0833439084249403,12.0,42,0.0,leadership,1.3683333333333332,
태양광에너지,relaxed,2025-02-16,0.8563152498246956,12.0,56,0.0,leadership,3.0,
태양광에너지,relaxed,2025-02-16,0.8563152498246956,12.0,56,0.0,leadership,1.6875,
태양광에너지,relaxed,2025-02-16,0.8563152498246956,12.0,56,0.0,leadership,1.125,
4차산업 수혜주,relaxed,2025-02-16,0.4657428993930876,11.717391304347826,46,0.0,leadership,2.0,
4차산업 수혜주,relaxed,2025-02-16,0.4657428993930876,11.717391304347826,46,0.0,leadership,1.0,
자율주행차,relaxed,2025-02-16,-1.883441154773446,11.672131147540984,61,0.0,leadership,2.31,
자율주행차,relaxed,2025-02-16,-1.883441154773446,11.672131147540984,61,0.0,leadership,1.155,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
건설 대표주,relaxed,2025-02-16,2.304094241235362,12.0,9,0.0,leadership,1.6649999999999998,
원자력발전,relaxed,2025-02-16,0.24347439932552103,12.0,57,0.0,tier,1.9515149537245124,2.0
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
광고,relaxed,2025-02-16,0.5042938361007226,12.0,26,0.0,leadership,1.6649999999999998,
카지노,relaxed,2025-02-16,2.2273317273927007,12.0,6,0.0,leadership,1.6649999999999998,
윤활유,relaxed,2025-02-16,-0.7959617254368988,12.0,8,0.0,leadership,3.0,
윤활유,relaxed,2025-02-16,-0.7959617254368988,12.0,8,0.0,leadership,1.6675,
윤활유,relaxed,2025-02-16,-0.7959617254368988,12.0,8,0.0,leadership,1.1116666666666668,
자원개발,relaxed,2025-02-16,0.7305677614293639,11.375,16,0.0,leadership,2.2199999999999998,
자원개발,relaxed,2025-02-16,0.7305677614293639,11.375,16,0.0,leadership,1.1099999999999999,
은행,relaxed,2025-02-16,0.5963685155549185,12.0,11,0.0,leadership,3.0,
은행,relaxed,2025-02-16,0.5963685155549185,12.0,11,0.0,leadership,1.6675,
은행,relaxed,2025-02-16,0.5963685155549185,12.0,11,0.0,leadership,1.1116666666666668,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
유리 기판,relaxed,2025-02-16,-2.9808926880994613,12.0,21,0.0,leadership,2.855,
유리 기판,relaxed,2025-02-16,-2.9808926880994613,12.0,21,0.0,leadership,1.4275,
GTX(수도권 광역급행철도),relaxed,2025-02-16,1.74891078347573,12.0,29,0.0,leadership,3.0,
GTX(수도권 광역급행철도),relaxed,2025-02-16,1.74891078347573,12.0,29,0.0,leadership,1.5525,
GTX(수도권 광역급행철도),relaxed,2025-02-16,1.74891078347573,12.0,29,0.0,leadership,1.035,
사물인터넷,relaxed,2025-02-16,-0.34316644761139586,11.705882352941176,34,0.0,leadership,2.1350000000000002,
사물인터넷,relaxed,2025-02-16,-0.34316644761139586,11.705882352941176,34,0.0,leadership,1.0675000000000001,
전력설비,relaxed,2025-02-16,0.02194900028724217,12.0,35,0.0,leadership,3.0,
전력설비,relaxed,2025-02-16,0.02194900028724217,12.0,35,0.0,leadership,1.5,
전력설비,relaxed,2025-02-16,0.02194900028724217,12.0,35,0.0,leadership,1.0,
전기차,relaxed,2025-02-16,-0.8318881212163214,11.73913043478261,115,0.0,leadership,2.0100000000000002,
전기차,relaxed,2025-02-16,-0.8318881212163214,11.73913043478261,115,0.0,leadership,1.0050000000000001,
증권,relaxed,2025-02-16,1.7160530209542344,12.0,26,0.0,leadership,1.175,
비료,relaxed,2025-02-16,0.06442026458721695,12.0,12,0.0,leadership,3.0,
비료,relaxed,2025-02-16,0.06442026458721695,12.0,12,0.0,leadership,1.6675,
비료,relaxed,2025-02-16,0.06442026458721695,12.0,12,0.0,leadership,1.1116666666666668,
갤럭시 부품주,relaxed,2025-02-16,-1.1520792522543497,12.0,41,0.0,leadership,1.6649999999999998,
폴더블폰,relaxed,2025-02-16,-1.2662945483386376,12.0,31,0.0,leadership,2.02,
폴더블폰,relaxed,2025-02-16,-1.2662945483386376,12.0,31,0.0,leadership,1.01,
석유화학,relaxed,2025-02-16,0.9088611852361491,12.0,22,0.0,leadership,3.0,
석유화학,relaxed,2025-02-16,0.9088611852361491,12.0,22,0.0,leadership,1.6675,
석유화학,relaxed,2025-02-16,0.9088611852361491,12.0,22,0.0,leadership,1.1116666666666668,
블록체인,relaxed,2025-02-16,0.06326171646268272,11.423076923076923,26,0.0,leadership,1.6649999999999998,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-16,-0.9093675882598845,11.424050632911392,158,0.0,leadership,1.07,
전기차,relaxed,2025-02-16,-0.8318881212163214,11.73913043478261,115,0.0,leadership,2.0100000000000002,
전기차,relaxed,2025-02-16,-0.8318881212163214,11.73913043478261,115,0.0,leadership,1.0050000000000001,
OLED(유기 발광 다이오드),relaxed,2025-02-16,-0.9976199480941733,12.0,88,0.0,leadership,1.5699999999999998,
전기차,relaxed,2025-02-16,-0.8318881212163214,11.73913043478261,115,0.0,leadership,2.0100000000000002,
전기차,relaxed,2025-02-16,-0.8318881212163214,11.73913043478261,115,0.0,leadership,1.0050000000000001,
네옴시티,relaxed,2025-02-16,0.8866808452977224,12.0,29,0.0,leadership,3.0,
네옴시티,relaxed,2025-02-16,0.8866808452977224,12.0,29,0.0,leadership,2.2375,
네옴시티,relaxed,2025-02-16,0.8866808452977224,12.0,29,0.0,leadership,1.4916666666666667,
제대혈,relaxed,2025-02-16,-1.9948554293037601,12.0,6,0.0,leadership,2.5,
제대혈,relaxed,2025-02-16,-1.9948554293037601,12.0,6,0.0,leadership,1.25,
태풍 및 장마,relaxed,2025-02-16,0.5998993453968573,12.0,11,0.0,leadership,1.6649999999999998,
남북경협,relaxed,2025-02-16,1.6608131443142529,12.0,28,0.0,leadership,3.0,
남북경협,relaxed,2025-02-16,1.6608131443142529,12.0,28,0.0,leadership,1.8175000000000001,
남북경협,relaxed,2025-02-16,1.6608131443142529,12.0,28,0.0,leadership,1.2116666666666667,
그래핀,relaxed,2025-02-16,2.786262349271433,11.615384615384615,13,0.0,leadership,3.0,
그래핀,relaxed,2025-02-16,2.786262349271433,11.615384615384615,13,0.0,leadership,1.6675,
그래핀,relaxed,2025-02-16,2.786262349271433,11.615384615384615,13,0.0,leadership,1.1116666666666668,
자전거,relaxed,2025-02-16,0.7947449342624762,12.0,4,0.0,leadership,2.5,
자전거,relaxed,2025-02-16,0.7947449342624762,12.0,4,0.0,leadership,1.25,
자전거,relaxed,2025-02-16,0.7947449342624762,12.0,4,0.0,leadership,2.5,
자전거,relaxed,2025-02-16,0.7947449342624762,12.0,4,0.0,leadership,1.25,
반도체 장비,relaxed,2025-02-23,-1.0610136838577833,12.0,97,0.0,leadership,2.75,
반도체 장비,relaxed,2025-02-23,-1.0610136838577833,12.0,97,0.0,leadership,1.375,
은행,relaxed,2025-02-23,0.6582166241080825,12.0,11,0.0,leadership,3.0,
은행,relaxed,2025-02-23,0.6582166241080825,12.0,11,0.0,leadership,1.6675,
은행,relaxed,2025-02-23,0.6582166241080825,12.0,11,0.0,leadership,1.1116666666666668,
제약업체,relaxed,2025-02-23,-0.2545407464538731,12.0,95,0.0,leadership,1.0050000000000001,
증권,relaxed,2025-02-23,18.89008902327455,11.423076923076923,26,100.0,leadership,1.175,
풍력에너지,relaxed,2025-02-23,2.050290786145407,11.761904761904763,42,0.0,leadership,3.0,
풍력에너지,relaxed,2025-02-23,2.050290786145407,11.761904761904763,42,0.0,leadership,2.0524999999999998,
풍력에너지,relaxed,2025-02-23,2.050290786145407,11.761904761904763,42,0.0,leadership,1.3683333333333332,
태양광에너지,relaxed,2025-02-23,2.5749608220627445,11.803571428571429,56,0.0,leadership,3.0,
태양광에너지,relaxed,2025-02-23,2.5749608220627445,11.803571428571429,56,0.0,leadership,1.6875,
태양광에너지,relaxed,2025-02-23,2.5749608220627445,11.803571428571429,56,0.0,leadership,1.125,
4차산업 수혜주,relaxed,2025-02-23,0.39918556597163024,12.0,46,0.0,leadership,2.0,
4차산업 수혜주,relaxed,2025-02-23,0.39918556597163024,12.0,46,0.0,leadership,1.0,
자율주행차,relaxed,2025-02-23,-1.3392625487752234,12.0,61,0.0,leadership,2.31,
자율주행차,relaxed,2025-02-23,-1.3392625487752234,12.0,61,0.0,leadership,1.155,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.07,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.07,
건설 대표주,relaxed,2025-02-23,2.738841425737256,12.0,9,0.0,leadership,1.6649999999999998,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.07,
광고,relaxed,2025-02-23,0.7295264201669305,11.615384615384615,26,0.0,leadership,1.6649999999999998,
카지노,relaxed,2025-02-23,2.8175015849270175,12.0,6,0.0,leadership,1.6649999999999998,
윤활유,relaxed,2025-02-23,-0.7987802942233309,12.0,8,0.0,leadership,3.0,
윤활유,relaxed,2025-02-23,-0.7987802942233309,12.0,8,0.0,leadership,1.6675,
윤활유,relaxed,2025-02-23,-0.7987802942233309,12.0,8,0.0,leadership,1.1116666666666668,
자원개발,relaxed,2025-02-23,-1.072446146919117,11.3125,16,0.0,leadership,2.2199999999999998,
자원개발,relaxed,2025-02-23,-1.072446146919117,11.3125,16,0.0,leadership,1.1099999999999999,
은행,relaxed,2025-02-23,0.6582166241080825,12.0,11,0.0,leadership,3.0,
은행,relaxed,2025-02-23,0.6582166241080825,12.0,11,0.0,leadership,1.6675,
은행,relaxed,2025-02-23,0.6582166241080825,12.0,11,0.0,leadership,1.1116666666666668,
2차전지,relaxed,2025-02-23,21.190497369254985,7.727848101265823,158,100.0,leadership,3.0,
2차전지,relaxed,2025-02-23,21.190497369254985,7.727848101265823,158,100.0,leadership,1.605,
2차전지,relaxed,2025-02-23,21.190497369254985,7.727848101265823,158,100.0,leadership,1.07,
유리 기판,relaxed,2025-02-23,-2.6371154667495285,12.0,21,0.0,leadership,2.855,
유리 기판,relaxed,2025-02-23,-2.6371154667495285,12.0,21,0.0,leadership,1.4275,
GTX(수도권 광역급행철도),relaxed,2025-02-23,2.1369597844999246,11.655172413793103,29,0.0,leadership,3.0,
GTX(수도권 광역급행철도),relaxed,2025-02-23,2.1369597844999246,11.655172413793103,29,0.0,leadership,1.5525,
GTX(수도권 광역급행철도),relaxed,2025-02-23,2.1369597844999246,11.655172413793103,29,0.0,leadership,1.035,
사물인터넷,relaxed,2025-02-23,0.5830523386171387,11.705882352941176,34,0.0,leadership,2.1350000000000002,
사물인터넷,relaxed,2025-02-23,0.5830523386171387,11.705882352941176,34,0.0,leadership,1.0675000000000001,
전력설비,relaxed,2025-02-23,1.037307338870746,12.0,35,0.0,leadership,3.0,
전력설비,relaxed,2025-02-23,1.037307338870746,12.0,35,0.0,leadership,1.5,
전력설비,relaxed,2025-02-23,1.037307338870746,12.0,35,0.0,leadership,1.0,
전기차,relaxed,2025-02-23,-0.7167234230694042,11.817391304347826,115,0.0,leadership,2.0100000000000002,
전기차,relaxed,2025-02-23,-0.7167234230694042,11.817391304347826,115,0.0,leadership,1.0050000000000001,
증권,relaxed,2025-02-23,18.89008902327455,11.423076923076923,26,100.0,leadership,1.175,
비료,relaxed,2025-02-23,0.45568326223476635,12.0,12,0.0,leadership,3.0,
비료,relaxed,2025-02-23,0.45568326223476635,12.0,12,0.0,leadership,1.6675,
비료,relaxed,2025-02-23,0.45568326223476635,12.0,12,0.0,leadership,1.1116666666666668,
갤럭시 부품주,relaxed,2025-02-23,-0.7987926266420186,12.0,41,0.0,leadership,1.6649999999999998,
폴더블폰,relaxed,2025-02-23,11.097608606864478,8.838709677419354,31,100.0,leadership,2.02,
폴더블폰,relaxed,2025-02-23,11.097608606864478,8.838709677419354,31,100.0,leadership,1.01,
석유화학,relaxed,2025-02-23,0.6811951524605336,12.0,22,0.0,leadership,3.0,
석유화학,relaxed,2025-02-23,0.6811951524605336,12.0,22,0.0,leadership,1.6675,
석유화학,relaxed,2025-02-23,0.6811951524605336,12.0,22,0.0,leadership,1.1116666666666668,
블록체인,relaxed,2025-02-23,0.2583293427760628,11.807692307692308,26,0.0,leadership,1.6649999999999998,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.07,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,3.0,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.605,
2차전지,relaxed,2025-02-23,-1.602517234163466,11.79746835443038,158,0.0,leadership,1.07,
2차전지,relaxed,2025-02-23,21.190497369254985,7.727848101265823,158,100.0,leadership,3.0,
2차전지,relaxed,2025-02-23,21.190497369254985,7.727848101265823,158,100.0,leadership,1.605,
2차전지,relaxed,2025-02-23,21.190497369254985,7.727848101265823,158,100.0,leadership,1.07,
전기차,relaxed,2025-02-23,-0.7167234230694042,11.817391304347826,115,0.0,leadership,2.0100000000000002,
전기차,relaxed,2025-02-23,-0.7167234230694042,11.817391304347826,115,0.0,leadership,1.0050000000000001,
OLED(유기 발광 다이오드),relaxed,2025-02-23,-0.5548698801869313,11.875,88,0.0,leadership,1.5699999999999998,
전기차,relaxed,2025-02-23,-0.7167234230694042,11.817391304347826,115,0.0,leadership,2.0100000000000002,
전기차,relaxed,2025-02-23,-0.7167234230694042,11.817391304347826,115,0.0,leadership,1.0050000000000001,
네옴시티,relaxed,2025-02-23,0.8200990507511512,11.655172413793103,29,0.0,leadership,3.0,
네옴시티,relaxed,2025-02-23,0.8200990507511512,11.655172413793103,29,0.0,leadership,2.2375,
네옴시티,relaxed,2025-02-23,0.8200990507511512,11.655172413793103,29,0.0,leadership,1.4916666666666667,
제대혈,relaxed,2025-02-23,-1.6324860322670478,12.0,6,0.0,leadership,2.5,
제대혈,relaxed,2025-02-23,-1.6324860322670478,12.0,6,0.0,leadership,1.25,
태풍 및 장마,relaxed,2025-02-23,3.367901054841853,12.0,11,0.0,leadership,1.6649999999999998,
남북경협,relaxed,2025-02-23,11.130490872991347,10.642857142857142,28,100.0,leadership,3.0,
남북경협,relaxed,2025-02-23,11.130490872991347,10.642857142857142,28,100.0,leadership,1.8175000000000001,
남북경협,relaxed,2025-02-23,11.130490872991347,10.642857142857142,28,100.0,leadership,1.2116666666666667,
그래핀,relaxed,2025-02-23,0.2670033148190487,11.23076923076923,13,0.0,leadership,3.0,
그래핀,relaxed,2025-02-23,0.2670033148190487,11.23076923076923,13,0.0,leadership,1.6675,
그래핀,relaxed,2025-02-23,0.2670033148190487,11.23076923076923,13,0.0,leadership,1.1116666666666668,
자전거,relaxed,2025-02-23,0.5123203364900527,12.0,4,0.0,leadership,2.5,
