signal_date,theme,signal_type,signal_strength,tier,leadership_gap,fiedler_change,pct_change,total_return,n_stocks,return_1w,return_2w,return_4w,return_8w,return_12w,ticker,date
2025-02-09,증권,leadership,1.175,,23.5,,,10.464135021097048,,8.438818565400844,0.2531645569620253,-12.48945147679325,-16.11814345991561,10.464135021097048,LS,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,0.0,,-2.75,1.375,0.625,-11.125,0.0,LS증권,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,9.038737446197992,,4.017216642754662,8.680057388809184,7.962697274031563,-4.304160688665711,9.038737446197992,NH투자증권,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,1.6842105263157894,,0.2105263157894736,1.8947368421052635,-1.0526315789473684,-6.526315789473684,1.6842105263157894,SK증권,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,15.251299826689774,,3.812824956672444,10.22530329289428,17.677642980935875,0.5199306759098787,15.251299826689774,교보증권,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,24.90842490842491,,0.3663003663003663,-0.3663003663003663,6.227106227106227,7.875457875457875,24.90842490842491,다올투자증권,2025-02-09
2025-02-09,증권,leadership,1.175,,23.5,,,6.943620178041543,,-0.6528189910979229,2.195845697329377,0.4747774480712166,-3.9762611275964392,6.943620178041543,대신증권,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,5.598015808312939,42.0,2.327333202631008,4.379261363138348,1.9097853581993705,-5.785826937662565,5.598015808312939,,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,31.41640042598509,,-3.514376996805112,-3.62087326943557,-1.1714589989350372,-3.62087326943557,31.41640042598509,DGP,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,10.464135021097048,,8.438818565400844,0.2531645569620253,-12.48945147679325,-16.11814345991561,10.464135021097048,LS,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,7.309242434592527,,0.4781747387116606,4.071316346744997,-3.777580435822119,-13.737277136416424,7.309242434592527,LS마린솔루션,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,-14.23076923076923,,0.8461538461538461,-1.0,-15.230769230769232,-23.307692307692307,-14.23076923076923,LS머트리얼즈,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,-28.60310421286031,,-6.319290465631928,-13.747228381374724,-19.733924611973396,-36.25277161862528,-28.60310421286031,LS에코에너지,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,7.276507276507277,,2.494802494802495,14.760914760914762,22.86902286902287,11.01871101871102,7.276507276507277,POSCO홀딩스,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,20.50653594771242,,17.23856209150327,19.934640522875817,20.098039215686278,4.901960784313726,20.50653594771242,SK오션플랜트,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,36.97123519458545,,11.6751269035533,24.28087986463621,24.36548223350254,17.766497461928935,36.97123519458545,SK이터닉스,2025-02-09
2025-02-09,풍력에너지,leadership,3.0,,82.1,,,2.410901467505241,,-0.4192872117400419,-0.3144654088050315,-5.660377358490567,-16.142557651991616,2.410901467505241,금양그린파워,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,5.598015808312939,42.0,2.327333202631008,4.379261363138348,1.9097853581993705,-5.785826937662565,5.598015808312939,,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,31.41640042598509,,-3.514376996805112,-3.62087326943557,-1.1714589989350372,-3.62087326943557,31.41640042598509,DGP,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,10.464135021097048,,8.438818565400844,0.2531645569620253,-12.48945147679325,-16.11814345991561,10.464135021097048,LS,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,7.309242434592527,,0.4781747387116606,4.071316346744997,-3.777580435822119,-13.737277136416424,7.309242434592527,LS마린솔루션,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,-14.23076923076923,,0.8461538461538461,-1.0,-15.230769230769232,-23.307692307692307,-14.23076923076923,LS머트리얼즈,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,-28.60310421286031,,-6.319290465631928,-13.747228381374724,-19.733924611973396,-36.25277161862528,-28.60310421286031,LS에코에너지,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,7.276507276507277,,2.494802494802495,14.760914760914762,22.86902286902287,11.01871101871102,7.276507276507277,POSCO홀딩스,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,20.50653594771242,,17.23856209150327,19.934640522875817,20.098039215686278,4.901960784313726,20.50653594771242,SK오션플랜트,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,36.97123519458545,,11.6751269035533,24.28087986463621,24.36548223350254,17.766497461928935,36.97123519458545,SK이터닉스,2025-02-09
2025-02-09,풍력에너지,leadership,2.0525,,82.1,,,2.410901467505241,,-0.4192872117400419,-0.3144654088050315,-5.660377358490567,-16.142557651991616,2.410901467505241,금양그린파워,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,5.598015808312939,42.0,2.327333202631008,4.379261363138348,1.9097853581993705,-5.785826937662565,5.598015808312939,,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,31.41640042598509,,-3.514376996805112,-3.62087326943557,-1.1714589989350372,-3.62087326943557,31.41640042598509,DGP,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,10.464135021097048,,8.438818565400844,0.2531645569620253,-12.48945147679325,-16.11814345991561,10.464135021097048,LS,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,7.309242434592527,,0.4781747387116606,4.071316346744997,-3.777580435822119,-13.737277136416424,7.309242434592527,LS마린솔루션,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,-14.23076923076923,,0.8461538461538461,-1.0,-15.230769230769232,-23.307692307692307,-14.23076923076923,LS머트리얼즈,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,-28.60310421286031,,-6.319290465631928,-13.747228381374724,-19.733924611973396,-36.25277161862528,-28.60310421286031,LS에코에너지,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,7.276507276507277,,2.494802494802495,14.760914760914762,22.86902286902287,11.01871101871102,7.276507276507277,POSCO홀딩스,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,20.50653594771242,,17.23856209150327,19.934640522875817,20.098039215686278,4.901960784313726,20.50653594771242,SK오션플랜트,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,36.97123519458545,,11.6751269035533,24.28087986463621,24.36548223350254,17.766497461928935,36.97123519458545,SK이터닉스,2025-02-09
2025-02-09,풍력에너지,leadership,1.3683333333333332,,82.1,,,2.410901467505241,,-0.4192872117400419,-0.3144654088050315,-5.660377358490567,-16.142557651991616,2.410901467505241,금양그린파워,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,5.626186890664695,55.0,3.8936313013516313,6.661023257364199,1.1198279389273202,-4.036787487560571,5.626186890664695,,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,31.41640042598509,,-3.514376996805112,-3.62087326943557,-1.1714589989350372,-3.62087326943557,31.41640042598509,DGP,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,-8.614668218859139,,-7.799767171129219,-10.826542491268915,-11.874272409778811,-15.59953434225844,-8.614668218859139,HD현대,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,10.934393638170974,,-1.5904572564612325,0.9940357852882704,7.5546719681908545,-0.9940357852882704,10.934393638170974,HD현대에너지솔루션,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,-4.069767441860465,,6.2015503875969,9.30232558139535,7.170542635658915,-2.713178294573644,-4.069767441860465,KCC,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,10.464135021097048,,8.438818565400844,0.2531645569620253,-12.48945147679325,-16.11814345991561,10.464135021097048,LS,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,-4.328018223234624,,15.48974943052392,29.157175398633257,2.9612756264236904,-23.78132118451025,-4.328018223234624,LS ELECTRIC,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,-18.35820895522388,,-6.4179104477611935,-1.1940298507462688,-11.641791044776118,-20.746268656716417,-18.35820895522388,OCI,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,-20.47146401985112,,1.1166253101736971,1.6129032258064515,0.3722084367245657,-20.34739454094293,-20.47146401985112,OCI홀딩스,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,15.887850467289718,,1.104502973661852,-1.274426508071368,-6.032285471537808,-1.0195412064570943,15.887850467289718,SDN,2025-02-09
2025-02-09,태양광에너지,leadership,3.0,,67.5,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,5.626186890664695,55.0,3.8936313013516313,6.661023257364199,1.1198279389273202,-4.036787487560571,5.626186890664695,,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,31.41640042598509,,-3.514376996805112,-3.62087326943557,-1.1714589989350372,-3.62087326943557,31.41640042598509,DGP,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,-8.614668218859139,,-7.799767171129219,-10.826542491268915,-11.874272409778811,-15.59953434225844,-8.614668218859139,HD현대,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,10.934393638170974,,-1.5904572564612325,0.9940357852882704,7.5546719681908545,-0.9940357852882704,10.934393638170974,HD현대에너지솔루션,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,-4.069767441860465,,6.2015503875969,9.30232558139535,7.170542635658915,-2.713178294573644,-4.069767441860465,KCC,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,10.464135021097048,,8.438818565400844,0.2531645569620253,-12.48945147679325,-16.11814345991561,10.464135021097048,LS,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,-4.328018223234624,,15.48974943052392,29.157175398633257,2.9612756264236904,-23.78132118451025,-4.328018223234624,LS ELECTRIC,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,-18.35820895522388,,-6.4179104477611935,-1.1940298507462688,-11.641791044776118,-20.746268656716417,-18.35820895522388,OCI,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,-20.47146401985112,,1.1166253101736971,1.6129032258064515,0.3722084367245657,-20.34739454094293,-20.47146401985112,OCI홀딩스,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,15.887850467289718,,1.104502973661852,-1.274426508071368,-6.032285471537808,-1.0195412064570943,15.887850467289718,SDN,2025-02-09
2025-02-09,태양광에너지,leadership,1.125,,67.5,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,17.82300816665213,9.0,5.233760060965417,7.610311829069646,7.100818889479056,5.302619998733093,17.82300816665213,,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,-1.0769230769230769,,3.076923076923077,6.769230769230769,6.923076923076923,-3.076923076923077,-1.0769230769230769,DL,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,21.98581560283688,,5.673758865248227,11.77304964539007,22.836879432624112,18.29787234042553,21.98581560283688,DL이앤씨,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,-0.2600780234070221,,3.5110533159947983,6.8920676202860855,-6.11183355006502,-6.8920676202860855,-0.2600780234070221,GS,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,4.412607449856734,,7.220630372492836,6.2464183381088825,4.469914040114613,-6.017191977077363,4.412607449856734,GS건설,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,47.428139183055976,,-1.9667170953101365,-0.302571860816944,6.278366111951589,19.213313161875945,47.428139183055976,HDC,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,42.251131221719454,,9.671945701357467,4.638009049773756,10.576923076923077,20.7579185520362,42.251131221719454,HDC현대산업개발,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,11.278195488721805,,8.270676691729323,7.518796992481203,5.263157894736842,-6.015037593984962,11.278195488721805,대우건설,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,2.109704641350211,,2.7848101265822782,11.9831223628692,2.278481012658228,-1.5189873417721518,2.109704641350211,삼성물산,2025-02-09
2025-02-09,건설 대표주,leadership,1.6649999999999998,,33.3,,,32.278481012658226,,8.860759493670885,12.974683544303796,11.39240506329114,12.974683544303796,32.278481012658226,현대건설,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,0.3728977992585536,26.0,-1.1775048296530246,2.255770614874657,-1.8982529087240831,-7.034972590813486,0.3728977992585536,,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,-12.124582869855397,,-4.727474972191324,-10.511679644048945,-31.86874304783092,-28.25361512791991,-12.124582869855397,FSN,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,2.911208151382824,,0.0,3.930131004366813,5.9679767103347885,-1.0189228529839884,2.911208151382824,HS애드,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,16.00877192982456,,-0.4385964912280701,4.605263157894736,6.359649122807018,6.359649122807018,16.00877192982456,KT,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,4.145818441744103,,-2.501786990707648,1.3581129378127232,3.3595425303788424,2.930664760543245,4.145818441744103,KT나스미디어,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,4.839857651245551,,1.0676156583629894,12.313167259786477,5.195729537366548,-3.558718861209965,4.839857651245551,SM C&C,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,30.73394495412844,,-1.720183486238532,31.880733944954127,21.100917431192663,19.495412844036696,30.73394495412844,YG PLUS,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,15.587151132174828,,-3.001579778830964,0.5792522380200106,26.11901000526593,-2.0537124802527646,15.587151132174828,드림인사이트,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,-10.667584308327598,,-8.671713695801788,-8.8093599449415,-7.845836200963524,-25.946317962835515,-10.667584308327598,레뷰코퍼레이션,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,0.4932182490752158,,3.822441430332922,2.7127003699136867,-2.7127003699136867,-6.041923551171394,0.4932182490752158,레이,2025-02-09
2025-02-09,광고,leadership,1.6649999999999998,,33.3,,,-15.186915887850466,,1.4018691588785046,1.4018691588785046,-5.607476635514018,1.6355140186915886,-15.186915887850466,모비데이즈,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,10.507432862096946,6.0,-0.8185975457428342,0.5094546789489008,-0.916257028027098,-0.7929292366929227,10.507432862096946,,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,4.306632213608959,,-2.239448751076658,-1.8087855297157625,-2.670111972437554,-6.11541774332472,4.306632213608959,GKL,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,-0.1239157372986369,,-1.2391573729863694,1.2391573729863694,-0.0619578686493184,-4.646840148698884,-0.1239157372986369,강원랜드,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,38.50063532401525,,1.7789072426937738,2.0330368487928845,-0.7623888182973316,5.463786531130877,38.50063532401525,롯데관광개발,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,13.801169590643276,,-1.0526315789473684,-0.4678362573099415,-3.1578947368421053,5.029239766081871,13.801169590643276,코텍,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,-18.11263318112633,,-5.885337392186707,-7.102993404363267,-7.102993404363267,-14.256722475900558,-18.11263318112633,토비스,2025-02-09
2025-02-09,카지노,leadership,1.6649999999999998,,33.3,,,24.67270896273917,,3.726082578046324,9.16414904330312,8.25780463242699,9.768378650553878,24.67270896273917,파라다이스,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,-0.6149199627197293,8.0,1.1339845121338534,3.8009046483343782,-1.6185101623057945,-4.625896174305131,-0.6149199627197293,,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,-0.2600780234070221,,3.5110533159947983,6.8920676202860855,-6.11183355006502,-6.8920676202860855,-0.2600780234070221,GS,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,-9.863945578231291,,0.5102040816326531,4.421768707482993,-3.061224489795918,-8.333333333333332,-9.863945578231291,S-Oil,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,-24.352750809061487,,0.0809061488673139,7.200647249190939,1.2135922330097086,-17.637540453074433,-24.352750809061487,SK이노베이션,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,-0.7204610951008645,,0.1440922190201729,-0.4322766570605187,-2.0172910662824206,-5.187319884726225,-0.7204610951008645,극동유화,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,12.786885245901638,,-1.530054644808743,-0.6557377049180327,-0.9836065573770492,9.94535519125683,12.786885245901638,미창석유,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,17.61904761904762,,-0.6349206349206349,0.3174603174603174,-1.5873015873015872,7.301587301587302,17.61904761904762,한국쉘석유,2025-02-09
2025-02-09,윤활유,leadership,3.0,,66.7,,,8.892921960072595,,5.172413793103448,8.257713248638838,0.998185117967332,-3.2667876588021776,8.892921960072595,흥구석유,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,-0.6149199627197293,8.0,1.1339845121338534,3.8009046483343782,-1.6185101623057945,-4.625896174305131,-0.6149199627197293,,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,-0.2600780234070221,,3.5110533159947983,6.8920676202860855,-6.11183355006502,-6.8920676202860855,-0.2600780234070221,GS,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,-9.863945578231291,,0.5102040816326531,4.421768707482993,-3.061224489795918,-8.333333333333332,-9.863945578231291,S-Oil,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,-9.020979020979022,,1.818181818181818,4.405594405594406,-1.3986013986013983,-12.937062937062937,-9.020979020979022,SK,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,-24.352750809061487,,0.0809061488673139,7.200647249190939,1.2135922330097086,-17.637540453074433,-24.352750809061487,SK이노베이션,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,-0.7204610951008645,,0.1440922190201729,-0.4322766570605187,-2.0172910662824206,-5.187319884726225,-0.7204610951008645,극동유화,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,12.786885245901638,,-1.530054644808743,-0.6557377049180327,-0.9836065573770492,9.94535519125683,12.786885245901638,미창석유,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,17.61904761904762,,-0.6349206349206349,0.3174603174603174,-1.5873015873015872,7.301587301587302,17.61904761904762,한국쉘석유,2025-02-09
2025-02-09,윤활유,leadership,1.6675,,66.7,,,8.892921960072595,,5.172413793103448,8.257713248638838,0.998185117967332,-3.2667876588021776,8.892921960072595,흥구석유,2025-02-09
